,發言日期,發言時間,發言人,發言人職稱,發言電話,主旨,符合條款,事實發生日,說明
0, 108/01/21, 16:12:39, 林秋炭, 財務長, 02-81439001, 公告本公司董事會決議辦理限制員工權利新股收買註銷減資案,"　第
11 款	"," 108/01/21
","
1.董事會決議日期:108/01/21
2.減資緣由:係因原獲配限制員工權利新股之員工未達既得條件，本公司董事會決議
將所有買回之限制員工權利新股註銷減資。
3.減資金額:新台幣4,974,000元
4.消除股份:497,400股
5.減資比率:0.02%
6.減資後股本:新台幣26,118,798,560元
7.預定股東會日期:不適用
8.預計減資新股上市後之上市普通股股數:不適用
9.預計減資新股上市後之上市普通股股數占已發行普通股比率
（減資後上市普通股股數/減資後已發行普通股股數）:不適用
10.前二項預計減資後上巿普通股股數未達6000萬股且未達25%者，
請說明股權流通性偏低之因應措施:不適用
11.其他應敘明事項:減資基準日為民國108年2月12日。"
1, 108/02/27, 11:55:54, 林秋炭, 財務長, 02-81439001, 本公司應花旗證券之邀參加電話會議說明本公司營運概況,"　第
12 款	"," 108/03/14
","
符合條款第四條第XX款：12
事實發生日：108/03/14
1.召開法人說明會之日期：108/03/14
2.召開法人說明會之時間：14 時 30 分 
3.召開法人說明會之地點：電話會議
4.法人說明會擇要訊息：本公司應花旗證券之邀參加電話會議說明本公司營運概況
5.其他應敘明事項：本公司於法人說明會後將公布營運說明會資料於公開資訊觀測站及公司網站
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
2, 108/03/04, 18:33:56, 林秋炭, 財務長, 02-81439001, 代子公司昌碩科技(上海)有限公司公告取得有價證券,"　第
20 款	"," 108/03/04
","
1.證券名稱:
立訊精密工業股份有限公司
2.交易日期:108/3/4~108/3/4
3.交易數量、每單位價格及交易總金額:
交易數量: 27,721,000股
每單位價格: 每股新台幣91.25元 (匯率：4.5993)
交易總金額: 新台幣2,529,544,355元
4.處分利益（或損失）（取得有價證券者不適用）:
不適用
5.與交易標的公司之關係:
無
6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
數量: 32,406,574股
金額: 新台幣2,677,253,350元
持股比例: 0.79%
7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投
資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例
暨最近期財務報表中營運資金數額:
0.57%
1.98%
NTD$ 24,529,320千元
8.取得或處分之具體目的:
財務性投資
9.本次交易表示異議董事之意見:
無
10.本次交易為關係人交易:
否
11.交易相對人及其與公司之關係:
無
12.董事會通過日期:
昌碩董事決議日期 : 民國 108年3月4日
13.監察人承認或審計委員會同意日期:
不適用(本案無須母公司審計委員會同意)
14.其他敘明事項:
無"
3, 108/03/07, 16:31:27, 林秋炭, 財務長, 02-81439001, 本公司將收買已發行之限制員工權利新股辦理註銷完成公告,"　第
36 款	"," 108/03/07
","
1.主管機關核准減資日期:108/03/05
2.辦理資本變更登記完成日期:108/03/05
3.對財務報告之影響（含實收資本額與流通在外股數之差異與對每股淨值之影響）:
(1)收買已發行之限制員工權利新股註銷減資前:本公司實收資本額為新台幣
26,123,772,560元，在外流通股數為2,612,377,256股，每股淨值為新台幣55.84元。
(2)本次註銷減資新台幣4,974,000元(497,400股)。
(3)收買已發行之限制員工權利新股註銷減資後:本公司實收資本額為新台幣
26,118,798,560元，在外流通股數為2,611,879,856股，每股淨值為新台幣55.85元。
4.預計換股作業計畫:不適用。
5.預計減資新股上市後之上市普通股股數:不適用。
6.預計減資新股上市後之上市普通股股數占已發行普通股比率
 （減資後上市普通股股數/減資後已發行普通股股數）:不適用。
7.前二項預計減資後上巿普通股股數未達6000萬股且未達25%者，請說明股權流通性偏低
  之因應措施:不適用。
8.其他應敘明事項:
以上每股淨值系依最近一期(107Q3)會計師核閱財務報告。"
4, 108/03/13, 18:14:28, 林秋炭, 財務長, 02-81439001," 代子公司華毓\華瑋\華旭投資(股)公司公告
董事會決議股利分派情形及虧損撥補案","　第
14 款	"," 108/03/13
","
1.董事會決議日期:108/03/13
2.發放股利種類及金額:
華毓:無
華瑋/華旭:無,無 (虧損撥補)
3.其他應敘明事項:華毓\華瑋\華旭投資皆僅有唯一法人股東,
其股東會由董事會代行。"
5, 108/03/14, 13:50:15, 林秋炭, 財務長, 02-81439001," 公告本公司董事會通過民國一○七年度個體財務報告及
合併財務報告","　第
51 款	"," 108/03/14
","
1.事實發生日:108/03/14
2.公司名稱:和碩聯合科技股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:董事會通過民國一○七年度個體財務報告及合併財務報告
6.因應措施:不適用
7.其他應敘明事項:
董事會通過民國一○七年度個體財務報告及合併財務報告。摘要如下:
民國一○七年全年之營收為新台幣 12,343億元，稅後淨利為新台幣 111.1億元；
合併營收為新台幣 13,400億元，合併稅後淨利為新台幣 111.2億元，
歸屬母公司股東之淨利為新台幣 111.1億元；每股稅後盈餘為新台幣 4.25元。"
6, 108/03/14, 16:10:31, 林秋炭, 財務長, 02-81439001, 本公司董事會決議召開108年股東常會相關事宜公告,"　第
17 款	"," 108/03/14
","
1.董事會決議日期:108/03/14
2.股東會召開日期:108/06/21
3.股東會召開地點:沃田旅店大會堂（台北市中山北路七段127號）
4.召集事由一、報告事項:
(一)本公司一O七年度營業報告。
(二)審計委員會審查本公司一O七年度決算表冊報告。
(三)一O七年度員工及董事酬勞分派情形報告。
5.召集事由二、承認事項:
(一)承認本公司一O七年度營業報告書及財務報表案。
(二)承認本公司一O七年度盈餘分配案。
6.召集事由三、討論事項:
(一)討論修訂本公司章程案。
(二)討論修訂本公司「取得或處分資產處理程序」案。
7.召集事由四、選舉事項:
選任本公司董事案。
8.召集事由五、其他議案:
解除新任董事競業禁止案。
9.召集事由六、臨時動議:無
10.停止過戶起始日期:108/04/23
11.停止過戶截止日期:108/06/21
12.其他應敘明事項:
(1)依據公司法第172條之1及192條之1規定，受理持股1%以上股東
提案及提名11席董事(含3席獨立董事)候選人名單之期間及處所如下，
受理期間：108年4月16日起至108年4月25日止。
受理處所：本公司股務代理機構凱基證券股份有限公司股務代理部(台北市重慶
          南路一段2號5樓)。
(2)本次股東常會股東得以電子方式行使表決權，行使期間為
自108年5月22日起至108年6月18日止。"
7, 108/03/14, 16:28:37, 林秋炭, 財務長, 02-81439001, 本公司董事會決議股利分派,"　第
14 款	"," 108/03/14
","
1. 董事會決議日期：108/03/14
2. 股東配發內容：
　(1)盈餘分配之現金股利(元/股)：3.50000000
　(2)法定盈餘公積、資本公積發放之現金(元/股)：0
　(3)股東配發之現金(股利)總金額(元)：9,141,579,496
　(4)盈餘轉增資配股(元/股)：0
　(5)法定盈餘公積、資本公積轉增資配股(元/股)：0
　(6)股東配股總股數(股)：0
3. 其他應敘明事項：
無
4. 普通股每股面額欄位：新台幣                 10.0000元"
8, 108/03/14, 17:15:39, 林秋炭, 財務長, 02-81439001, 本公司董事會決議發行無擔保普通公司債,"　第
11 款	"," 108/03/14
","
1.董事會決議日期:108/03/14
2.名稱﹝XX公司第X次（有、無）擔保公司債﹞:
和碩聯合科技股份有限公司無擔保普通公司債
3.發行總額:不超過新台幣壹佰伍拾億元，得視發行市場狀況一次或分次發行
4.每張面額:授權董事長核決
5.發行價格:授權董事長核決
6.發行期間:以不超過10年期為原則
7.發行利率:依公司債市場狀況，採有利方式決定，並授權董事長核准
8.擔保品之總類、名稱、金額及約定事項:不適用
9.募得價款之用途及運用計畫:償還借款及(或)充實營運資金
10.承銷方式:授權由董事長於實際發行時視市場情況及實際需要全權決定處理之。
11.公司債受託人:授權由董事長於實際發行時視市場情況及實際需要全權決定處理之。
12.承銷或代銷機構:授權由董事長於實際發行時視市場情況及實際需要全權決定處理之。
13.發行保證人:不適用
14.代理還本付息機構:授權由董事長於實際發行時視市場情況及實際需要全權決定
處理之。
15.簽證機構:不適用
16.能轉換股份者，其轉換辦法:不適用
17.賣回條件:不適用
18.買回條件:不適用
19.附有轉換、交換或認股者，其換股基準日:不適用
20.附有轉換、交換或認股者，對股權可能稀釋情形:不適用
21.其他應敘明事項:最終實際發行條件、募集金額以及其他發行相關條件或事宜，
授權董事長全權核決處理。"
9, 108/03/18, 13:46:45, 林秋炭, 財務長, 02-81439001," 本公司應邀於3/21參加Bank of America Merrill Lynch舉辦之2019 Asia Pacific Telecom, Media & Technology Conference","　第
12 款	"," 108/03/21
","
符合條款第四條第XX款：12
事實發生日：108/03/21
1.召開法人說明會之日期：108/03/21
2.召開法人說明會之時間：09 時 00 分 
3.召開法人說明會之地點：香格里拉遠東國際大飯店
4.法人說明會擇要訊息：本公司應邀於3/21參加Bank of America Merrill Lynch舉辦之2019 Asia Pacific Telecom, Media & Technology Conference
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
