,發言日期,發言時間,發言人,發言人職稱,發言電話,主旨,符合條款,事實發生日,說明
0, 108/02/18, 17:47:49, 巫俊毅, 投資長兼發言人, 02-27015900#2812, 公告本公司受邀參加法人說明會相關資訊,"　第
12 款	"," 108/02/19
","
符合條款第四條第XX款：12
事實發生日：108/02/19
1.召開法人說明會之日期：108/02/19 ~ 108/03/31
2.召開法人說明會之時間：09 時 00 分 
3.召開法人說明會之地點：台北，台灣。
4.法人說明會擇要訊息：本公司將受匯豐證券、瑞銀證券、花旗證券、高盛證券、瑞士信貸證券、美林證券、里昂證券、德意志證券、富時證券、摩根大通證券、摩根史坦利證券、大和國泰證券、野村證券、瑞穗證券、元富證券、中國信託證券、元大證券、凱基證券、永豐證券、華南永昌證券、日盛證券、兆豐證券、犇亞證券，以及其他券商邀請參加投資人會議。會中就本公司已公開發佈之財務數字、經營績效等相關資訊做說明，詳請參閱公開資訊觀測站。
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
1, 108/03/06, 17:11:59, 巫俊毅, 投資長兼發言人, 02-27015900#2812, 本公司107年合併營收暨獲利概況。,"　第
51 款	"," 108/03/06
","
1.事實發生日:108/03/06
2.公司名稱:可成科技股份有限公司。
3.與公司關係(請輸入本公司或子公司):本公司。
4.相互持股比例:不適用。
5.發生緣由:本公司107年合併營收暨獲利概況
(係會計師查核數並經董事會通過之財務資訊)。
6.因應措施:
.                     簡明合併綜合損益表         簡明合併綜合損益表
單位:新台幣仟元
.                    107年1月1日至12月31日      107年10月1日至12月31日
.                    ---------------------      ---------------------
會計科目               金     額    百分比        金     額    百分比
營收淨額              95,416,141      100%       29,164,715      100%
營業毛利              38,624,196       40%       10,697,905       37%
營業淨利              29,604,362       31%        7,944,425       27%
稅前淨利              41,319,136       43%       10,081,324       35%
稅後純益              27,972,188       29%        6,919,585       24%
稅後基本每股盈餘(元)       36.31                       8.98

7.其他應敘明事項:
(1)本公司及子公司107年度第四季外幣兌換利益為新台幣520,337仟元，107年度
合併報表之外幣兌換利益為新台幣4,690,138仟元。
(2)基本每股盈餘係依本公司107年度止加權平均流通在外股數770,391仟股計算。"
2, 108/03/06, 17:13:05, 巫俊毅, 投資長兼發言人, 02-27015900#2812, 董事會決議股利分派,"　第
14 款	"," 108/03/06
","
1. 董事會決議日期：108/03/06
2. 股東配發內容：
　(1)盈餘分配之現金股利(元/股)：12.00000000
　(2)法定盈餘公積、資本公積發放之現金(元/股)：0
　(3)股東配發之現金(股利)總金額(元)：9,244,692,828
　(4)盈餘轉增資配股(元/股)：0
　(5)法定盈餘公積、資本公積轉增資配股(元/股)：0
　(6)股東配股總股數(股)：0
3. 其他應敘明事項：
無
4. 普通股每股面額欄位：新台幣                 10.0000元"
3, 108/03/06, 17:14:32, 巫俊毅, 投資長兼發言人, 02-27015900#2812," 公告本公司董事會決議提請股東常會同意授權董事會辦理
現金增資發行普通股參與發行海外存託憑證及/或現金增資發行
普通股","　第
11 款	"," 108/03/06
","
1.董事會決議日期: 108/03/06
2.增資資金來源:辦理現金增資發行普通股參與發行海外存託憑證及/或
 現金增資發行普通股
3.發行股數(如屬盈餘或公積轉增資，則不含配發給員工部分):
 擬發行不超過5,000萬股為限。
4.每股面額:新台幣10元
5.發行總金額:依實際發行價格及股數定之。
6.發行價格:尚未實際發行。
7.員工認購股數或配發金額:
 依公司法第267條規定保留發行股份總數10%-15%由本公司員工認購，
 員工放棄認購或認購不足部分，授權由董事長洽特定人認購或視市場
 需要列入參與發行海外存託憑證之原有價證券。
8.公開銷售股數:未定
9.原股東認購或無償配發比例:
 (1)辦理現金增資發行普通股參與發行海外存託憑證：
 除依法保留發行股數之10%~15%由本公司員工認購外，其餘擬依證券交易法第28條之1
 之規定，由原股東放棄優先認購權利，全數提撥以參與發行海外存託憑證方式對外公
 開發行。
 (2)以公開承銷方式辦理現金增資發行普通股，擬授權董事會就下列二種方式擇一辦理
 a.除依法保留增資發行股份總數10%~15%之股份由員工按發行價格認購外，其餘股份擬
 依證券交易法第28條之1規定，由原股東放棄依原有股份比例儘先分認權利，全數提撥
 採詢價圈購配售。
 b.除依法保留增資發行股份總數10%~15%之股份由員工按發行價格認購，另依證券交易
 法第28條之1第2項規定，提撥發行股份總數10%對外公開承銷，其餘股份由本公司原股
 東按原有股份比例儘先分認。
10.畸零股及逾期未認購股份之處理方式:員工放棄認購或認購不足之部分，
 授權董事長洽特定人認購或列入參與發行海外存託憑證之原有價證券。
11.本次發行新股之權利義務:與已發行之普通股相同。
12.本次增資資金用途: 預計用於擴建廠房、購置設備、海外購料、充實營運資金、
 轉投資、償還銀行借款…等一項或多項用。
13.其他應敘明事項:本案由董事會提請108年股東常會決議。"
4, 108/03/06, 17:15:40, 巫俊毅, 投資長兼發言人, 02-27015900#2812, 公告本公司董事會通過對財團法人可成教育基金會捐贈,"　第
43 款	"," 108/03/06
","
1.事實發生日:108/03/06
2.捐贈原由:贊助該基金會辦理文化、教育及各項公益活動的推動
3.捐贈金額:5,000,000元
4.受贈對象:財團法人可成教育基金會
5.與公司關係:本公司董事長為該基金會之董事長
6.表示反對或保留意見之獨立董事姓名及簡歷:無
7.前揭獨立董事表示反對或保留之意見:無
8.其他應敘明事項:得採分次捐贈"
5, 108/03/06, 17:16:31, 巫俊毅, 投資長兼發言人, 02-27015900#2812, 公告本公司董事會決議108年股東常會召開事宜,"　第
17 款	"," 108/03/06
","
1.董事會決議日期:108/03/06
2.股東會召開日期:108/06/12
3.股東會召開地點:台南大億麗緻酒店(台南市中西區西門路一段660號5樓)。
4.召集事由一、報告事項:
     民國107年度營業報告
     審計委員會審查民國107年度決算表冊報告
     民國107年度員工及董事酬勞分派情形報告
5.召集事由二、承認事項:
     民國107年度營業報告書及財務報表案
     民國107年度盈餘分派案
6.召集事由三、討論事項:
   本公司「公司章程」修訂案
   本公司「股東會議事規則」修訂案
   本公司「取得或處分資產處理程序」修訂案
     本公司為籌募營運資金擬辦理現金增資發行普通股或參與發行海外存託憑證案
     全面改選董事案
     解除本公司新選任董事及其代表人競業禁止限制案
7.召集事由四、選舉事項:無
8.召集事由五、其他議案:無
9.召集事由六、臨時動議:無
10.停止過戶起始日期:108/04/14
11.停止過戶截止日期:108/06/12
12.其他應敘明事項:
擬依據公司法第172條之1規定受理股東提案，持有本公司已發行股份總數百分之一
以上之股東得以書面向本公司提出股東常會議案，受理期間為108年3月28日至
108年4月8日止，受理提案處所為本公司財務部(台南市永康區仁愛街398號)。
有意提案之股東務請於108年4月8日下午4時前提出並敘明聯絡人及方式
﹝郵寄者以寄達日期為憑，並請於信封封面上加註『股東會提案函件』字樣
及以掛號函件寄送﹞。"
6, 108/03/06, 17:32:24, 巫俊毅, 投資長兼發言人, 02-27015900#2812, 自行公告自結數,"　第
51 款	"," 108/03/06
","
1.事實發生日:108/03/06
2.公司名稱:可成科技股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:自行公告自結數
6.因應措施:
本公司財務業務資訊說明如下:
                          簡明合併綜合損益表
單位:新台幣佰萬元
                        108年1月1日至2月28日
                       ---------------------
會計科目                 金     額    百分比
營收淨額                     8,356      100%
營業毛利                     2,273       27%
營業淨利                     1,277       15%
稅前淨利                     1,300       16%
稅後純益(本公司)               740        9%
7.其他應敘明事項:無"
7, 108/03/06, 18:33:50, 巫俊毅, 投資長兼發言人, 02-27015900#2812, (更正)公告本公司董事會決議108年股東常會召開事宜,"　第
17 款	"," 108/03/06
","
1.董事會決議日期:108/03/06
2.股東會召開日期:108/06/12
3.股東會召開地點:台南大億麗緻酒店(台南市中西區西門路一段660號5樓)。
4.召集事由一、報告事項:
     民國107年度營業報告
     審計委員會審查民國107年度決算表冊報告
     民國107年度員工及董事酬勞分派情形報告
5.召集事由二、承認事項:
     民國107年度營業報告書及財務報表案
     民國107年度盈餘分派案
6.召集事由三、討論事項:
   本公司「公司章程」修訂案
   本公司「股東會議事規則」修訂案
   本公司「取得或處分資產處理程序」修訂案
     本公司為籌募營運資金擬辦理現金增資發行普通股或參與發行海外存託憑證案
     全面改選董事案
     解除本公司新選任董事及其代表人競業禁止限制案
7.召集事由四、選舉事項:全面改選董事案(更正)
8.召集事由五、其他議案:無
9.召集事由六、臨時動議:無
10.停止過戶起始日期:108/04/14
11.停止過戶截止日期:108/06/12
12.其他應敘明事項:
擬依據公司法第172條之1規定受理股東提案，持有本公司已發行股份總數百分之一
以上之股東得以書面向本公司提出股東常會議案，受理期間為108年3月28日至
108年4月8日止，受理提案處所為本公司財務部(台南市永康區仁愛街398號)。
有意提案之股東務請於108年4月8日下午4時前提出並敘明聯絡人及方式
﹝郵寄者以寄達日期為憑，並請於信封封面上加註『股東會提案函件』字樣
及以掛號函件寄送﹞。"
8, 108/03/22, 17:22:06, 巫俊毅, 投資長兼發言人, 02-27015900#2812, 公告本公司受邀參加法人說明會相關資訊,"　第
12 款	"," 108/03/25
","
符合條款第四條第XX款：12
事實發生日：108/03/25
1.召開法人說明會之日期：108/03/25 ~ 108/04/17
2.召開法人說明會之時間：08 時 00 分 
3.召開法人說明會之地點：香港、宿遷，中國
4.法人說明會擇要訊息：本公司將受瑞士信貸證券、摩根史坦利證券、花旗證券邀請參加投資人會議。會中就本公司已公開發佈之財務數字、經營績效等相關資訊做說明，詳請參閱公開資訊觀測站。
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
9, 108/03/25, 15:16:00, 巫俊毅, 投資長兼發言人, 02-27015900#2812," 代重要子公司可功科技（宿遷）有限公司/URANUS
公告盈餘分配決議案","　第
14 款	"," 108/03/25
","
1.董事會決議日期:108/03/25										
2.發放股利種類及金額:配發現金股利人民幣1,045,653,606.11元(或等值美金)										
3.其他應敘明事項:依投資架構匯回並得分次配發"
