,發言日期,發言時間,發言人,發言人職稱,發言電話,主旨,符合條款,事實發生日,說明
0, 108/01/08, 13:31:41, 洪福源, 副董事長, (02)27122211-8542, 公告本公司2018年12月合併營業額,"　第
51 款	"," 108/01/08
","
1.事實發生日:108/01/08
2.公司名稱:臺灣化學纖維股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:公告本公司2018年12月合併營業額31,908,907仟元
6.因應措施:無
7.其他應敘明事項:
一、2018年12月合併營業額與2018年11月比較：
(一)與2018年11月比較減少16.8億元，衰退5％，其中售價差減少25.5億元，但
量差增加8.6億元，表示剛性需求還在，只待市場信心恢復。
(二)售量方面：
1.台化：增加5.7億元
主要係SM、苯酚、PTA外售增加，PX產銷調節，及南亞OX提貨增加，合計影響8.5
億元。另PP設備檢修銷售減少2.5億元。
2.台化出光：增加2.0億元
主要係維持市佔增加銷售。
3.台化寧波：增加1.6億元
主要苯酚、ABS外售增加影響3.2億元；另PTA客戶觀望減少提貨量，NB1機組配合省
網調停，影響1.8億元。
4.越南FIC：減少1.1億元
主要市況轉趨謹慎SPP粒客戶延遲提運，棉紗需求減少，及聚酯絲客戶轉購低價中
國紗所致。
(三)售價方面：
受油價急挫影響，及中美貿易衝突市場對後續發展保持觀望，各產品價格均下跌。
二、2018年12月合併營業額與2017年12月比較：
(一)與2017年12月比較衰退10.2％，其中量差減少15.6億元，售價差減少20.6億元。
(二)售量方面：
1.台化：減少17.7億元
主要PX、BZ產銷調節，自用增加5.8萬噸，影響15.6億元，OX、PTA、PIA客戶減量提
貨，影響6.5億元，PP設備檢修，及苯酚、丙酮配合明年3月定檢備庫存，減少6.2億
元。另SM麥寮廠去年10月定檢後，初期庫存偏低，今年產銷正常增加2.9萬噸，影響
11.1億元。
2.越南FIC：減少2.7億元
主要棉紗景氣不佳，耐隆粒受原料下跌客戶減量下單，及聚酯棉因中國低價傾銷越南
影響銷售減少。
3.台灣醋酸：減少2.0億元
市況轉弱主要客戶延後提貨。
4.台化寧波：增加5.1億元
主要係PS去瓶頸後產銷量增加，ABS低價吸引補庫存買盤，苯酚調節庫存銷售增加。
5.台化出光：增加2.9億元
PC廠去年9~10月定檢，今年安排在6~7月可銷售庫存較多。
(三)售價方面：
12月油價急挫低於去年同期，及中美貿易衝突影響市況，部份產品如PIA、ABS受同業
低價搶市，售價下跌；只有PX、PTA因需求支撐，售價較去年高。"
1, 108/01/08, 13:32:08, 洪福源, 副董事長, (02)27122211-8542, 公告本公司2018年度自結合併損益,"　第
51 款	"," 108/01/08
","
1.事實發生日:108/01/08
2.公司名稱:臺灣化學纖維股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:公告本公司2018年度自結合併損益
6.因應措施:無
7.其他應敘明事項:
一、2018年第4季自結合併損益與2018年第3季比較：
(一)2018年第4季營業額與第3季比較衰退5.6％，
其中量差增加11.5億元，售價差減少72.2億元。
1.售量方面：
(1)台化：增加9.5億元。
主要第3季ARO-2廠定檢50天，第4季恢復正常，PX產銷增加3.4萬噸，及萃餘油等回售
台塑化增加，合計影響19.1億元；SM自用減少增加外售，PIA產銷調節共增加10.8億元
。另外PTA-3、SK-4定檢、及PTA-1乾燥機洗車，產銷量減少13.1億元；OX客戶提貨減
少，苯酚、丙酮配合今年3月定檢備庫存，合計減少7.2億元。
(2)台化出光：增加12.2億元
PC廠6~7月定檢，第4季可銷售庫存較多。
(3)福懋：減少5.4億元
第4季成品布進入春夏訂單產銷量減少，及中美貿易衝突，IC設計及晶圓廠調節庫存減
緩投料，產銷量減少。
(4)台化寧波：減少4.8億元
主要第4季發電機組運轉時數較少，苯酚、丙酮需求減緩，ABS行情下跌客戶觀望，共影
響7.5億元。另第3季PTA定檢技改完工初期庫存偏低，第4季產銷正常，增加2.7億元。
2.售價方面：
第4季受中美貿易衝突影響，客戶對市況觀望購料保守，且市場供應寬鬆，售價較第3季
下跌。
(二)2018年第4季合併稅前淨利33.6億元與第3季比較，減少211.7億元，衰退86.3%，
其中營業利益減少75.3億元，營業外淨收益減少136.4億元。
1.營業利益減少75.3億元：
主要第4季油價急挫，市場反轉拉低成品售價，高價庫存成本需逐月去化，營業利益驟減
2.合併營業外淨收益減少136.4億元：
(1)現金股利減少83.5億元；主要係第3季認列台塑、南亞股利48.8億元，
及福懋認列塑化股利23.0億元。
(2)權益法投資收益減少63.5億元，主要係塑化減少58.3億元、麥電減少2.3億元。
(3)兌換利益增加10.2億元
(第4季兌盈4.1億元；第3季兌損6.1億元)
(三)2018年第4季歸屬母公司稅後利益為16億3,812萬元，每股稅後盈餘0.28元，比第3季
每股3.39元，減少3.11元，衰退91.7%。
二、2018年度自結合併損益與2017年度比較：
(一)2018年度營業額4,078.6億元，僅次於2013年，為歷史次高，與2017年度比較成長
13.8％，其中量差增加83.4億元，售價差增加410.9億元。
1.售量方面：
(1)台化：增加63.5億元
主要2017年有ARO-3、SM-3、苯酚、PP#3等大型生產機組定檢，相較2018年僅ARO-2定檢
， SM、苯酚、丙酮、PP產銷量共增加36萬噸，及萃餘油等回售台塑化增加，合計影響
137.6億元。另PX、OX、BZ、PTA產銷調節減少外售，影響67.4億元；PIA供應寬鬆，銷
售減少8.7億元。
(2)越南FIC：增加23.3億元
主要SPP粒美、日客戶轉單越南，及發電機組運轉時數增加所致。
(3)福懋：增加6.6億元
主要整體品牌服飾需求成長，及福科代工量增加。
(4)台化寧波：減少4.5億元
主要係2018年PTA技改及苯酚定檢，產銷量影響26.3億元。另PS去瓶頸後產銷量增加，
及發電機組運轉時數增加，合計影響20.9億元。
(5)台化出光：減少2.9億元
主要2018年PC行情3月高點反折，及4~6月CO供應異常，產銷量減少。
2.售價方面：售價差增加410.9億元
2018年第4季雖然有油價重挫及中美貿易衝突影響，售價驟跌，但全年仍因下游高開動
率、補庫存需求，售價較2017年高；只有PIA與丙酮因市場供應充裕，價格下跌。
(二)2018年度合併稅前淨利637.7億元與2017年度比較，
減少29.3億元，衰退4.4％，主要為：
1.營業利益減少6億元：
2018年前3季雖有較2017年不錯的利差，石化品產量增加、產品高質化、生產效率提高
等因素，增加之營業利益，不敵第4季油價急挫，客戶對經濟前景不明觀望心態，加上
去化高庫存成本，至全年營業利益低於2017年。
2.營業外淨收益減少23.3億元：
(1)權益法投資收益減少40.8億元；
主要塑化減少45.7億元、台塑集團(開曼)增加4.3億元。
(2)釋股利益減少20.6億元；主要台化及福懋去年認列南亞科股票出售利益所致。
(3)彰化公用廠資產減損損失3.1億元。
(4)現金股利增加21.6億元；主要台塑、南亞、南亞科、亞太等股利增加所致。
(5)兌換利益增加18.4億元。
   (今年兌盈5.1億元；去年兌損13.3億元)
(三)2018年度歸屬母公司稅後利益為486億4,166萬元，每股稅後盈餘8.34元，比2017年
度每股9.33元，減少0.99元，衰退10.6%。"
2, 108/01/24, 16:03:26, 洪福源, 副董事長, (02)27122211-8542, 代子公司台灣興業公司公告取得固定資產,"　第
20 款	"," 108/01/24
","
1.標的物之名稱及性質（如坐落台中市北區ＸＸ段ＸＸ小段土地）:
聚合及SPP粒生產設備(含附屬設備)
2.事實發生日:108/1/24~108/1/24
3.交易單位數量（如ＸＸ平方公尺，折合ＸＸ坪）、每單位價格及交易總金額:
一批；不適用；總金額美金39,198千元
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關
係人者，得免揭露其姓名）:
南亞加工絲(昆山)有限公司；
與公司關係：持有公司42.5%股權之股東(南亞塑膠公司)100%之轉投資公司
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之
所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期
及移轉金額:
選定關係人為交易對象之原因：透過合格廠商公開詢價基於製程主要設備與
附屬設備之製作及保養技術須進行整合；各附屬設備亦由該公司承攬供應。
前次移轉之所有人：不適用。
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係
人之取得及處分日期、價格及交易當時與公司之關係:
不適用
7.預計處分利益（或損失）（取得資產者不適用）（遞延者應列表說明
認列情形）:
不適用
8.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
交付或付款條件：依合約約定辦理付款；契約限制條款及其他重要約定事項：無
9.本次交易之決定方式（如招標、比價或議價）、價格決定之參考依據及
決策單位:
本次交易之決定方式、價格決定之參考依據：比、議價及參考估價報告
決策單位：董事會
10.專業估價者事務所或公司名稱及其估價金額:
中聯天目土地房地產資產評估有限公司：人民幣269,646,436元
昆山眾信資產評估事務所：人民幣269,646,044元
11.專業估價師姓名:
中聯天目土地房地產資產評估有限公司：鄒曉俊、張萬進
昆山眾信資產評估事務所：嚴明、葛欣
12.專業估價師開業證書字號:
中聯天目：統一社會信用代碼9132010067493335XL
昆山眾信：統一社會信用代碼91320583675488921W
13.估價報告是否為限定價格、特定價格或特殊價格:否或不適用
14.是否尚未取得估價報告:否或不適用
15.尚未取得估價報告之原因:
不適用
16.估價結果有重大差異時，其差異原因及會計師意見:
不適用
17.會計師事務所名稱:
不適用
18.會計師姓名:
不適用
19.會計師開業證書字號:
不適用
20.經紀人及經紀費用:
無
21.取得或處分之具體目的或用途:
擴建聚合及瓶用粒生產設備
22.本次交易表示異議之董事之意見:
無
23.本次交易為關係人交易:是
24.董事會通過日期:
民國108年1月24日
25.監察人承認或審計委員會同意日期:
不適用
26.本次交易係向關係人取得不動產或其使用權資產:否
27.依「公開發行公司取得或處分資產處理準則」第十六條規定
評估之價格:不適用
28.依前項評估之價格較交易價格為低者，依同準則第十七條規
定評估之價格:不適用
29.其他敘明事項:
無"
3, 108/02/13, 13:31:49, 洪福源, 副董事長, (02)27122211-8542, 公告本公司2019年1月合併營業額,"　第
51 款	"," 108/02/13
","
1.事實發生日:108/02/13
2.公司名稱:臺灣化學纖維股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:公告本公司2019年1月合併營業額31,787,788仟元
6.因應措施:無
7.其他應敘明事項:
一、2019年1月合併營業額與2018年12月比較：
(一)2019年1月銷售順暢，雖與2018年12月比較減少1.2億元，衰退0.4％，但量差增
加4.2億元，售價差減少5.4億元。
(二)售量方面：
1.台化：減少6.1億元
主要係PX、SM產銷調節，減少8.9億元；苯酚配合3月定檢，減量銷售備庫存影響1.5
億元。另PP上月設備檢修，本月產銷正常、PTA增加外銷、耐隆絲下游補庫存，共影
響4.1億元。
2.台灣醋酸：增加3.4億元
主要係去化庫存增加銷售。
3.福懋：增加3.2億元
主要秋冬布單開始接訂出貨及簾布銷售增加所致。
4.台化寧波：增加2.1億元
配合省網調度發電機組運轉時數增加，影響1.5億元，及PTA調節庫存銷售增加0.8億元
5.越南FIC：增加0.8億元
主要係耐隆粒、聚酯棉接單增加所致。
(三)售價方面：
商品行情雖有止跌，但受農曆春節前需求減緩，售價仍較上月低；僅PS、ABS因原料行
情穩定低價反彈。
二、2019年1月合併營業額與2018年1月比較：
(一)與2018年1月比較衰退6.0％，其中量差增加12.8億元，售價差減少33億元。
(二)售量方面：
1.台化：減少3.9億元
主要苯酚配合3月定檢備庫存，影響3.3億元；PX、PTA、ABS產銷調節，及萃餘油回售
台塑化減少，共影響4.4億元。另SM去年為提升周轉庫存減少銷售，今年產銷正常增
加2.4億元；OX、PP下游提貨增加影響1.4億元。
2.台化寧波：增加14億元
主要去年PTA設備檢修，及苯酚、丙酮配合3~4月定檢減量備庫存影響，今年產銷均正
常，增加9.8億元；PS、ABS低價吸引補庫存買盤，銷售增加4.2億元。
3.台化出光：增加3.3億元
市況好轉積極促銷。
4.台灣醋酸：增加1.8億元
調節庫存增加銷售。
5.越南FIC：減少3.1億元
主要棉紗景氣不佳、聚酯絲(棉)受中國低價傾銷越南、耐隆粒外銷印度受傾銷裁判影
響，銷售量減少。
(三)售價方面：
除PX、PTA售價因下游需求增加上漲外，其餘石化、塑料商品，受去年第四季油價驟跌
，及中美貿易衝突，客戶觀望影響，價格均低於去年。"
4, 108/03/06, 13:31:22, 洪福源, 副董事長, (02)27122211-8542, 公告本公司2019年2月合併營業額,"　第
51 款	"," 108/03/06
","
1.事實發生日:108/03/06
2.公司名稱:臺灣化學纖維股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:公告本公司2019年2月合併營業額27,572,409仟元
6.因應措施:無
7.其他應敘明事項:
一、2019年2月合併營業額與2019年1月比較：
(一)與2019年1月比較衰退13.3％，主要2月受農曆春節影響，交運天數較1月減少
12天，量差減少48.1億元。但油價穩定及市場剛性需求，售價持穩走升，售價差增
加5.9億元，整體銷售仍達預期目標。
(二)售量方面：
1.1.台化：減少18.0億元
主要係PTA、PP、PS、ABS等產品因農曆春節，客戶減量提貨，共影響8.5億元；配合
3月合成酚廠、4月SM海豐廠分別進行45天定檢，苯酚、丙酮、SM減量銷售備庫存影
響4.8億元；PX等產銷調節，影響4.1億元。
2.台化各轉投資公司受農曆春節影響，下游停工減少提貨，寧波減少19.4億元(其中
PTA減少10億元，PS、ABS減少6.1億元)，福懋減少5.1億元、台化出光減少2億元、
越南FIC減少1.7億元、台灣醋酸減少1.2億元。
(三)售價方面：
油價在一月底WTI由低點50美元左右緩步走升且下游需求穩定，石化產品行情緩步走
升，2月份台化各項產品皆上漲，僅PIA因供應寬鬆壓抑行情。
二、2019年2月合併營業額與2018年2月比較：
(一)與2018年2月比較衰退8.1％，主要今年農曆春節在月初正月十五元宵仍在2月中
旬，市場到下旬仍未恢復，其中量差減少2.5億元，售價差減少21.7億元。
(二)售量方面：
1.台化：減少12.3億元
主要係PX、BZ去年產銷調節，增加外售約4萬噸，今年則無，共影響10.9億元；配合
3月合成酚廠定檢，苯酚、丙酮減量銷售備庫存，影響3.5億元。另PTA、PIA產銷調節
銷售增加1.8億元；ABS低價吸引補庫存買盤，銷售增加1.3億元。
2.台化出光：增加3.4億元
積極促銷，出貨量比去年增加3,300噸。
3.台化寧波：增加2.6億元
市況比去年好，苯酚、丙酮增加外售量；PS、ABS低價吸引補庫存買盤。
4.福懋：增加2.6億元
主要服飾消費市場回溫，整體銷售量比去年好。
5.台灣醋酸：增加1.0億元
主要客戶補庫存需求增加。
(三)售價方面：
受去年第四季油價驟跌及供應增加影響，行情低於去年同期，其中以PIA、SM、ABS最
為嚴重，售價比去年分別減少25,000元/噸、10,000元/噸及11,000元/噸，但PX及PTA
因供需較去年吃緊，分別漲6,000元/噸及3,600元/噸。"
5, 108/03/11, 17:16:55, 洪福源, 副董事長, (02)27122211-8542, 本公司擬依投資架構再增加投資FG INC,"　第
51 款	"," 108/03/11
","
1.事實發生日:108/03/11
2.公司名稱:臺灣化學纖維股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:本公司擬增加投資FG INC
6.因應措施:無
7.其他應敘明事項:
本公司擬依投資架構再增加投資「FG INC」美金4,500萬元。為進行美國路易斯安那州
乙烷裂解廠及下游廠投資計畫，本公司於德拉瓦州投資「FG INC」，並由「FG INC」
投資100%持有之路易斯安那州「FG LA LLC」。
目前「FG INC」資本總額為美金（以下同）2億2,000萬元，其中本公司投資金額為
6,600萬元，持股比例30%，由於該公司目前已陸續辦理取得建廠土地等各項前期作
業，現考量後續仍有支付技術授權費、基本設計費及前期工程費用等資金需求，規
劃再增資1億5,000萬元，本公司擬依投資架構，按原持股比例參與增資，認購其中
4,500萬元之股權，增資後本公司對「FG INC」累計投資總額為1億1,100萬元，惟
本案尚需經本公司108年3月15日董事會決議通過。"
6, 108/03/15, 16:03:43, 洪福源, 副董事長, (02)27122211-8542, 董事會決議股利分派,"　第
14 款	"," 108/03/15
","
1. 董事會決議日期：108/03/15
2. 股東配發內容：
　(1)盈餘分配之現金股利(元/股)：6.20000000
　(2)法定盈餘公積、資本公積發放之現金(元/股)：0
　(3)股東配發之現金(股利)總金額(元)：36,339,355,004
　(4)盈餘轉增資配股(元/股)：0
　(5)法定盈餘公積、資本公積轉增資配股(元/股)：0
　(6)股東配股總股數(股)：0
3. 其他應敘明事項：
無
4. 普通股每股面額欄位：新台幣                 10.0000元"
7, 108/03/15, 16:06:56, 洪福源, 副董事長, (02)27122211-8542, 公告本公司董事會決議召開股東會相關事宜,"　第
17 款	"," 108/03/15
","
1.董事會決議日期:108/03/15
2.股東會召開日期:108/06/05
3.股東會召開地點:台北市敦化北路100號王朝大酒店2樓國際大會堂
4.召集事由一、報告事項:
一.本公司107年度營業報告。
二.審計委員會查核107年度決算表冊報告。
三.本公司分派107年度員工酬勞報告。
5.召集事由二、承認事項:
一.為依法提出本公司107年度決算表冊，請 承認案。
二.為依法提出本公司107年度盈餘分派之議案，請 承認案。
6.召集事由三、討論事項:
一.為擬修正本公司「取得或處分資產處理程序」，請  公決案。
二.為擬修正本公司「從事衍生性商品交易處理程序」，請  公決案。
三.為擬修正本公司「資金貸與他人作業辦法」，請  公決案。
四.為擬修正本公司「背書保證作業程序」，請  公決案。
7.召集事由四、選舉事項:無
8.召集事由五、其他議案:無
9.召集事由六、臨時動議:無
10.停止過戶起始日期:108/04/07
11.停止過戶截止日期:108/06/05
12.其他應敘明事項:
依公司法第172條之1規定，訂定自108年4月1日起至4月10日止
於本公司股務組受理股東提案。"
8, 108/03/15, 16:08:41, 洪福源, 副董事長, (02)27122211-8542, 公告本公司增加投資FG INC,"　第
20 款	"," 108/03/15
","
1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）:
FG INC股權
2.事實發生日:108/3/15~108/3/15
3.交易數量、每單位價格及交易總金額:
45,000,000美元
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之
關係人者，得免揭露其姓名）:
FG INC，本公司持股30%之轉投資公司
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移
轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次
移轉日期及移轉金額:
不適用
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取
得及處分日期、價格及交易當時與公司之關係:
不適用
7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權
如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權
帳面金額:
不適用
8.處分利益（或損失）（取得有價證券者不適用）（原遞延者應列表說明
認列情形）:
不適用
9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
交付或付款條件：依FG INC資金需求匯入；契約限制條款及其他重要約定事項：無
10.本次交易之決定方式、價格決定之參考依據及決策單位:
本次交易之決定方式、價格決定之參考依據：依FG INC現金增資之條件及價格
決策單位：本公司董事會
11.取得或處分有價證券標的公司每股淨值:
不適用
12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
累積金額：111,000,000美元，持股比例：30%
權利受限情形：無
13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列
之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬
於母公司業主之權益之比例暨最近期財務報表中營運資金數額（註二）:
占總資產之比例：71.91%
占歸屬於母公司業主之權益之比例：92.39%
營運資金：新台幣112,715,239千元
14.經紀人及經紀費用:
無
15.取得或處分之具體目的或用途:
長期投資
16.本次交易表示異議董事之意見:
無
17.本次交易為關係人交易:是
18.董事會通過日期:
民國108年3月15日
19.監察人承認或審計委員會同意日期:
民國108年3月15日
20.本次交易會計師出具非合理性意見:否
21.會計師事務所名稱:
力誠會計師事務所
22.會計師姓名:
古家維
23.會計師開業證書字號:
北市會證字第3311號
24.其他敘明事項:
無"
9, 108/03/15, 16:09:06, 洪福源, 副董事長, (02)27122211-8542, 本公司董事會決議發行無擔保普通公司債,"　第
11 款	"," 108/03/15
","
1.董事會決議日期:108/03/15
2.名稱﹝XX公司第X次（有、無）擔保公司債﹞:
台灣化學纖維股份有限公司108年度無擔保普通公司債。
3.發行總額:新台幣70億元整。
4.每張面額:新台幣100萬元。
5.發行價格:依面額發行。
6.發行期間:得視市場狀況發行不同年期之債券，並得分次按面額發行。
7.發行利率:採固定利率或浮動利率發行均可。
8.擔保品之總類、名稱、金額及約定事項:無。
9.募得價款之用途及運用計畫:募集長期資金，用以轉投資國內或海外事業、
新建擴建、汰舊換新廠房設備、償還債務或充實營運資金。
10.承銷方式:委託證券承銷商對外公開承銷。
11.公司債受託人:授權董事長或指定之財務主管依市場狀況決行之。
12.承銷或代銷機構:授權董事長或指定之財務主管依市場狀況決行之。
13.發行保證人:無。
14.代理還本付息機構:授權董事長或指定之財務主管依市場狀況決行之。
15.簽證機構:無。
16.能轉換股份者，其轉換辦法:無。
17.賣回條件:無。
18.買回條件:無。
19.附有轉換、交換或認股者，其換股基準日:無。
20.附有轉換、交換或認股者，對股權可能稀釋情形:無。
21.其他應敘明事項:無。"
