,發言日期,發言時間,發言人,發言人職稱,發言電話,主旨,符合條款,事實發生日,說明
0, 107/01/03, 17:37:17, 韓蔚廷, 總經理, 6636-6636, 富邦金控參加BNP Paribas Asia Pacific Financials & Property Conference,"　第
12 款	"," 107/01/04
","
符合條款第四條第XX款：12
事實發生日：107/01/04
1.召開法人說明會之日期：107/01/04
2.召開法人說明會之時間：12 時 00 分 
3.召開法人說明會之地點：香港
4.法人說明會擇要訊息：討論富邦金控財務及業務相關資訊
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
1, 107/01/04, 17:19:51, 韓蔚廷, 總經理, 6636-6636," 富邦金控代越南富邦人壽公告股東會重要決議事項
(董事會代行股東會職權)","　第
18 款	"," 107/01/04
","
1.股東常會日期:107/01/04
2.重要決議事項一、盈餘分配或盈虧撥補:無
3.重要決議事項二、章程修訂:無
4.重要決議事項三、營業報告書及財務報表:無
5.重要決議事項四、董監事選舉:無
6.重要決議事項五、其他事項:同意修訂「越南富邦人壽取得或處分資產處理程序」
7.其他應敘明事項:董事會代行股東會職權"
2, 107/01/08, 18:02:21, 韓蔚廷, 總經理, 6636-6636, 富邦金控代富邦投信公告董事改派,"　第
6 款	"," 107/01/08
","
1.發生變動日期:107/01/08
2.法人名稱:富邦綜合證券股份有限公司
3.舊任者姓名及簡歷:
董事:黃以孟/台北富邦銀行執行副總經理
4.新任者姓名及簡歷:
董事:吳昕顥/台北富邦銀行執行副總經理
5.異動原因:法人股東改派
6.原任期（例xx/xx/xx至xx/xx/xx）:106/03/17至109/03/16
7.新任生效日期:107/01/08
8.其他應敘明事項:無"
3, 107/01/09, 14:28:58, 韓蔚廷, 總經理, 6636-6636, 公告本公司暨主要子公司106年12月合併自結損益,"　第
49 款	"," 107/01/09
","
1.事實發生日:107/01/09
2.公司名稱:富邦金融控股股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:公告本公司暨主要子公司106年12月份合併
自結損益
6.因應措施:發佈重大訊息說明
7.其他應敘明事項:
公告本公司暨主要子公司106年12月合併自結損益：
單位:億元
----------------------------12月損益--------累計1-12月損益------------
公司別                   合併   母公司   合併   母公司  基本EPS(元)
                         稅前  業主稅後  稅前  業主稅後
富邦金控合併損益         26.0    31.1   576.4   537.8     5.15(註1~2)
台北富邦銀行             -0.1     0.8   191.4   166.8     1.57
富邦證券                  7.0     7.6    30.0    28.0     1.68
富邦產險                  0.5     2.6    36.9    36.0    11.31(註2)
富邦人壽                 14.8    23.4   302.6   323.2     3.90(註1)
----------------------------------------------------------------------
註1：累計12月未適用外匯價格變動準備金之EPS(元)
富邦金控：4.97
富邦人壽：3.66
註2：累計12月未適用天災保險準備金之EPS(元)
富邦金控：5.15
富邦產險：11.31"
4, 107/01/12, 17:46:36, 韓蔚廷, 總經理, 6636-6636," 富邦人壽公告贖回Two Sigma Risk Premia Enhanced Cayman 
Fund, Ltd.對沖基金
 (修正106/11/29交易明細)","　第
24 款	"," 107/01/12
","
1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，
如股息率等）:
Two Sigma Risk Premia Enhanced Cayman Fund, Ltd.對沖基金
2.事實發生日:107/01/12
3.交易單位數量、每單位價格及交易總金額:
共交易約42,275.9691單位，交易基金單位淨值為1,182.7050美元，總交易金額為
5,000萬美元 (2017/11/29公告交易約43,511.3068單位，交易基金單位淨值為
1,149.1266美元)
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司
之關係人者，得免揭露其姓名）:
Two Sigma Advisers, LP，無
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及
前次移轉之所有人、前次移轉之所有人與公司及交易相對人間相互之
關係、前次移轉日期及移轉金額:
不適用
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告
關係人之取得及處分日期、價格及交易當時與公司之關係:
不適用
7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分
債權如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人
之債權帳面金額:
不適用
8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表
說明認列情形）:
本交易處分利益約88.1萬美元
9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要
約定事項:
交付或付款條件：依據對沖基金買賣合約約定
契約限制條款及其他重要約定事項：依據對沖基金買賣合約約定
10.本次交易之決定方式、價格決定之參考依據及決策單位:
(1)依基金機制贖回(2)依基金經理公司公告之每單位淨值計算(3)依核決權限
11.取得或處分有價證券標的公司每股淨值:不適用
12.有價證券標的公司私募參考價格與每股交易金額差距達20%以上:不適用
13.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、
持股比例及權利受限情形（如質押情形）:
金控：無；人壽：約215,931.3725單位，255,383,114美元，預計約3.80%，無
14.迄目前為止，私募有價證券投資（含本次交易）占公司最近期財
務報表中總資產及歸屬於母公司業主之權益之比例暨最近期財務報表中營運資金數額:
佔金控：26.45 %，31 %不適用
15.經理人及經紀費用:
不適用
16.取得或處分之具體目的或用途:
依保險法之規定，為壽險資金之運用
17.本次交易表示異議董事之意見:
不適用
18.本次交易為關係人交易:
否
19.董事會通過日期:
不適用
20.監察人承認或審計委員會同意日期:
不適用
21.本次交易會計師出具非合理性意見:否
22.其他敘明事項:
無"
5, 107/01/19, 16:53:22, 韓蔚廷, 總經理, 6636-6636," 富邦金控代子公司富邦銀行(香港)公告
向第三方取得廈門銀行普通股
(補充106/08/24公告)","　第
20 款	"," 107/01/19
","
1.事實發生日:自民國107/1/19至民國107/1/19
2.本次新增（減少）投資方式:
收購廈門銀行已發行之普通股
3.交易單位數量、每單位價格及交易總金額:
交易數量：98,899,107股
每單位價格：人民幣4.8元/股
交易總金額：人民幣4.75億元
4.大陸被投資公司之公司名稱:
廈門銀行
5.前開大陸被投資公司之實收資本額:
人民幣23.75億元
6.前開大陸被投資公司本次擬新增資本額:
不適用
7.前開大陸被投資公司主要營業項目:
中國銀行監督管理委員會依照有關法律、行政法規和其他規定批准的業務。
8.前開大陸被投資公司最近年度財務報表會計師意見型態:
無保留意見
9.前開大陸被投資公司最近年度財務報表淨值:
人民幣 90.2億元
10.前開大陸被投資公司最近年度財務報表損益金額:
人民幣 10.3億元
11.迄目前為止，對前開大陸被投資公司之實際投資金額:
人民幣 11.6億元
12.交易相對人及其與公司之關係:
廈門市高鑫泓股權投資有限公司，非本公司實質關係人
廈門支點軟體技術有限公司，非本公司實質關係人
廈門森寶集團有限公司，非本公司實質關係人
廈門森寶電子科技集團有限公司，非本公司實質關係人
13.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉
之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期及移轉金額:
不適用
14.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取得
及處分日期、價格及交易當時與公司之關係:
不適用
15.處分利益（或損失）:
不適用
16.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定事項:
完成本交易所需之監理機關的核准
17.本次交易之決定方式、價格決定之參考依據及決策單位:
交易之決定方式：恢愎對廈門銀行持股比例
價格決定之參考依據：參考最近期廈門銀行現金增資價格
決策單位：富邦銀行(香港)、富邦金控董事會
18.經紀人:
不適用
19.取得或處分之具體目的:
恢愎對廈門銀行持股比例
20.本次交易表示異議董事之意見:
無
21.本次交易為關係人交易:否
22.董事會通過日期:
不適用
23.監察人承認或審計委員會同意日期:
不適用
24.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）:
人民幣 16.40億元
25.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
實收資本額之比率:
40.3%
26.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
總資產之比率:
2.0%
27.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
歸屬於母公司業主之權益之比率:
16.1%，若加計106.12.29發行AT1計算，本比率已低於15%。
28.迄目前為止，實際赴大陸地區投資總額:
人民幣 11.6億元
29.迄目前為止，實際赴大陸地區投資總額占最近期財務報表實收資本額之比率:
29.0%
30.迄目前為止，實際赴大陸地區投資總額占最近期財務報表總資產之比率:
1.4%
31.迄目前為止，實際赴大陸地區投資總額占最近期財務報表歸屬於母公司業主之權益之比率:
11.6%
32.最近三年度認列投資大陸損益金額:
港幣 5.9億元
33.最近三年度獲利匯回金額:
0元
34.本次交易會計師出具非合理性意見:否
35.其他敘明事項:
本案尚待主管機關審核"
6, 107/01/22, 17:22:16, 韓蔚廷, 總經理, 6636-6636, 富邦金控代富邦證券(香港)公告董事總經理異動,"　第
6 款	"," 107/01/22
","
1.董事會決議日期或發生變動日期:107/01/22
2.人員別（請輸入董事長或總經理）:總經理
3.舊任者姓名及簡歷:施子裕/前任董事暨總經理
4.新任者姓名及簡歷:彭文俊/現任董事暨總經理
5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「職務調整」、「資遣」、
「退休」、「逝世」或「新任」）:辭職
6.異動原因:辭職
7.新任生效日期:107/01/22
8.其他應敘明事項:無"
7, 107/01/22, 17:22:37, 韓蔚廷, 總經理, 6636-6636," 富邦金控代富邦證券(香港)公告董事異動及三分之一以上
董事發生異動","　第
6 款	"," 107/01/22
","
1.發生變動日期:107/01/22
2.選任或變動人員別（請輸入法人董事、法人監察人、獨立董事、自然人董事
  或自然人監察人）:自然人董事
3.舊任者職稱、姓名及簡歷:施子裕/富邦證券(香港)前任董事
4.新任者職稱、姓名及簡歷:彭文俊/富邦證券(香港)董事及陳克和/富邦證券(香港)董事
5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「逝世」或「新任」）:新任
6.異動原因:新任
7.新任者選任時持股數:不適用
8.原任期（例xx/xx/xx ~ xx/xx/xx）:不適用
9.新任生效日期:107/01/22
10.同任期董事變動比率:1/4
11.同任期獨立董事變動比率:不適用
12.同任期監察人變動比率:不適用
13.屬三分之一以上董事發生變動（請輸入是或否）:是
14.其他應敘明事項:無"
8, 107/01/24, 17:40:15, 韓蔚廷, 總經理, 6636-6636," 公告本公司現金增資發行乙種特別股認股基準日及發行條件
等相關事宜","　第
11 款	"," 107/01/24
","
1.董事會決議或公司決定日期:107/01/24
2.發行股數:發行特別股666,660,000股
3.每股面額:新臺幣10元整
4.發行總金額:新臺幣6,666,600,000元整
5.發行價格:於訂價日另行公告
6.員工認股股數:本次現金增資發行特別股股數15%，計99,999,000股由員工認購。
7.原股東認購比率:本次現金增資發行特別股股數75%，計499,995,000股由原股東按認股
基準日股東名簿所載之持股比例認購。每仟股認購新股46.15223154股，惟實際認股率
以認股基準日股東名簿所載之股數為準。
8.公開銷售方式及股數:本次現金增資發行特別股股數10%，計66,666,000股以公開申購
方式對外公開承銷。
9.畸零股及逾期未認購股份之處理方式:認購不足壹股之畸零股，由股東於認股基準日起
5日內，逕向本公司股務代理機構辦理併湊認股，其併湊後仍不足壹股或逾期未併湊之
畸零股，及原股東、員工放棄認購或認購不足之股份，授權董事長洽特定人按發行價格
認足之。
10.本次發行新股之權利義務:
(1)乙種特別股年率以七年期IRS利率+ [1.5%~3.5%]，按每股發行價格計算。
七年期IRS利率將於發行日起滿七年之次一營業日及其後每七年重設。
利率重設定價基準日為利率重設日之前二個台北金融業營業日，利率指標七年期IRS
為利率重設定價基準日台北金融業營業日上午十一時依英商路透社(Reuter)
「TAIFXIRS」與「COSMOS3」七年期利率交換報價上午十一時定價之算術平均數。
若於利率重設定價基準日無法取得前述報價，則由本公司依誠信原則與合理之市場行情
決定。
(2)乙種特別股股息每年以現金一次發放，於每年股東常會承認財務報告後，由董事會
訂定基準日支付前一年度得發放之股息。發行年度及收回年度股息之發放，依當年度
實際發行天數計算。
(3)本公司年度決算後如有盈餘，應先依法完納稅捐、彌補虧損、提列法定盈餘公積，
並依法令規定或實際需要提列特別盈餘公積，如尚有餘額，得分派乙種特別股股息。
(4)本公司對於乙種特別股之股息分派具自主裁量權，倘因年度決算無盈餘或盈餘不足
分派乙種特別股股息，或因乙種特別股股息之分派將使本公司資本適足率低於法令或
主管機關所定最低要求，本公司決議取消乙種特別股之股息分派，將不構成違約事件。
(5)乙種特別股為非累積型，其未分派或分派不足額之股息，
不累積於以後有盈餘年度遞延償付。
(6)乙種特別股股東除依本項第一款所訂之股息率領取股息外，不得參加普通股
關於盈餘及資本公積為現金及撥充資本之分派。
(7)乙種特別股股東分派本公司剩餘財產之順序優於普通股股東，且與本公司所發行之
各種特別股股東受償順序相同，但以不超過發行金額為限。
(8)乙種特別股股東於本公司股東會無表決權及選舉權，但得被選舉為董事。
於乙種特別股股東會及關係乙種特別股股東權利義務事項之股東會有表決權。
(9)乙種特別股不得轉換成普通股，亦無要求公司收回其所持有之特別股之權利。
(10)本公司以現金發行新股時，乙種特別股股東與普通股股東有相同之
新股優先認股權。
(11)本公司乙種特別股無到期期限，但本公司得於發行日滿七年後之次日起按
實際發行價格收回已發行特別股之全部或一部。未收回之特別股，
仍延續前述各款發行條件之權利義務。
11.本次增資資金用途:購買富邦人壽無到期日非累積次順位公司債、轉投資、
償還負債，及強化資本及財務結構、充實營運資金。
12.現金增資認股基準日:107/02/16
13.最後過戶日:107/02/09
14.停止過戶起始日期:107/02/12
15.停止過戶截止日期:107/02/16
16.股款繳納期間:107/02/26~107/03/05
17.與代收及專戶存儲價款行庫訂約日期:俟簽約後另行公告
18.委託代收存款機構:俟簽約後另行公告
19.委託存儲款項機構:俟簽約後另行公告
20.其他應敘明事項:
(1)本公司辦理現金增資發行乙種特別股案，業經金融監督管理委員會107年1月17日
金管證發字第1060051435號函申報生效在案。
(2)除權交易日：107年2月8日
(3)本次現金增資發行乙種特別股擬向臺灣證券交易所提出上市申請掛牌。"
9, 107/01/24, 17:55:58, 韓蔚廷, 總經理, 6636-6636, 富邦金控代富邦財產保險有限公司公告購買自用不動產。,"　第
20 款	"," 107/01/24
","
1.標的物之名稱及性質（如坐落台中市北區ＸＸ段ＸＸ小段土地）:
福建省廈門市思明區台東路68號國際商務營運中心18號樓19-20層。
2.事實發生日:107/1/24~107/1/24
3.交易單位數量（如ＸＸ平方公尺，折合ＸＸ坪）、每單位價格及交易總金額:
交易單位元數量：4,140.64平方公尺，折合1,253.3坪
每單位價格：人民幣19,500元/平方公尺
交易總金額：人民幣80,742,480元（不含稅費）
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關
係人者，得免揭露其姓名）:
廈門申鷺達貿易發展有限公司，非本公司關係人。
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之
所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期
及移轉金額:
不適用
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係
人之取得及處分日期、價格及交易當時與公司之關係:
不適用
7.預計處分利益（或損失）（取得資產者不適用）（遞延者應列表說明
認列情形）:
不適用
8.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
依不動產買賣契約書約定
9.本次交易之決定方式（如招標、比價或議價）、價格決定之參考依據及
決策單位:
本次交易之決定方式：議價
價格決定之參考依據：戴德梁行市場評估報告
決策單位：董事會
10.專業估價者事務所或公司名稱及其估價金額:
專業估價者事務所：深圳市戴德梁行土地房地產評估有限公司
估價金額：人民幣81,000,000元
11.專業估價師姓名:
洪思聰、黃燕秋
12.專業估價師開業證書字號:
洪思聰證書註冊號：3520150055，黃燕秋證書註冊號：3520130035
13.估價報告是否為限定價格、特定價格或特殊價格:否或不適用
14.是否尚未取得估價報告:否或不適用
15.尚未取得估價報告之原因:
不適用
16.與交易金額比較有重大差異原因及會計師意見:
不適用
17.經紀人及經紀費用:
無
18.取得或處分之具體目的或用途:
自用
19.本次交易表示異議之董事之意見:
無
20.本次交易為關係人交易:否
21.董事會通過日期:
不適用
22.監察人承認或審計委員會同意日期:
不適用
23.本次交易係向關係人取得不動產:否
24.依「公開發行公司取得或處分資產處理準則」第十五條規定
評估之價格:不適用
25.依前項評估之價格較交易價格為低者，依同準則第十六條規
定評估之價格:不適用
26.其他敘明事項:
交易金額幣別為人民幣"
