,發言日期,發言時間,發言人,發言人職稱,發言電話,主旨,符合條款,事實發生日,說明
0, 107/01/08, 17:25:23, 廖美祝, 副總經理, 23111111, 代子公司第一金證券公告代理發言人異動事宜,"　第
8 款	"," 107/01/08
","
1.人員變動別（請輸入發言人、代理發言人、重要營運主管(如:執行長、營運
長、行銷長及策略長等)、財務主管、會計主管、研發主管、內部稽核主管或訴
訟及非訟代理人）:代理發言人
2.發生變動日期:107/01/08
3.舊任者姓名、級職及簡歷:林彥宏(第一金證券通路事業群副總經理)
4.新任者姓名、級職及簡歷:陳香如(第一金證券總經理)
5.異動情形（請輸入「辭職」、「職務調整」、「資遣」、「退休」、「死亡」、「新
任」或「解任」）:職務調整
6.異動原因:職務調整
7.生效日期:107/01/08
8.其他應敘明事項:無"
1, 107/01/09, 17:12:37, 廖美祝, 副總經理, 23111111, 代子公司第一銀行公告106年12月份自結合併盈餘,"　第
49 款	"," 107/01/09
","
1.事實發生日:107/01/09
2.公司名稱:第一銀行　
3.與公司關係(請輸入本公司或子公司):子公司
4.相互持股比例:100%
5.發生緣由:同主旨
6.因應措施:無
7.其他應敘明事項:
本月份自結提存前盈餘為新臺幣25.99億元，提列呆帳準備新臺幣42.20
億元後，稅前盈餘為新臺幣-16.21億元，
累計全年稅前盈餘為新臺幣178.55億元及
累計稅前EPS2.00元。"
2, 107/01/09, 17:13:44, 廖美祝, 副總經理, 23111111, 公告本公司暨主要子公司106年12月份自結合併盈餘數,"　第
49 款	"," 107/01/09
","
1.事實發生日:107/01/09
2.公司名稱:第一金融控股股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:100%
5.發生緣由:同主旨
6.因應措施:無
7.其他應敘明事項:
 -------------本月自結盈餘      累計自結盈餘      累計EPS
 ------------- 稅前   稅後      稅前    稅後       稅後
  單 位       (億元) (億元)    (億元)  (億元)      (元)
--------------------------------------------------------------
 第一金控    -15.98 -13.84     181.48  154.32      1.27
 第一銀行    -16.21 -13.99     178.55  151.42      1.70
 第一金證券    0.06   0.04       2.98    2.72      0.44
 第一金投信    0.14   0.12       0.82    0.70      1.17
 -------------------------------------------------------------
註：金控本月合併稅後損益歸屬於母公司為-13.82億元、非控制權為-0.02億元;
    金控累計合併稅後損益歸屬於母公司為154.83億元、非控制權為-0.51億元。"
3, 107/01/19, 15:06:32, 廖美祝, 副總經理, 23111111," 本公司完成人壽子公司合資股東英商英傑華國際
控股有限公司49%股份讓受事宜","　第
51 款	"," 107/01/19
","
1.事實發生日:107/01/19
2.公司名稱:第一金融控股股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:本公司完成人壽子公司合資股東英商英傑華國際控股有限公司49%股份讓受
事宜，第一金人壽正式成為本公司100%持股之子公司。
6.因應措施:不適用
7.其他應敘明事項:補充106/10/12重大訊息說明"
4, 107/01/19, 15:08:19, 廖美祝, 副總經理, 23111111," 代子公司第一金人壽保險股份有限公司
公告法人股東(英商英傑華國際控股有限公司)代表人辭任事宜","　第
6 款	"," 107/01/19
","
1.發生變動日期:107/01/19
2.法人名稱:英商英傑華國際控股有限公司
3.舊任者姓名及簡歷:
林元輝，第一金人壽董事
許志偉，第一金人壽董事
韋君雄，第一金人壽董事
4.新任者姓名及簡歷:無
5.異動原因:辭任
6.原任期（例xx/xx/xx至xx/xx/xx）:105/12/22~108/12/21
7.新任生效日期:不適用
8.其他應敘明事項:英商英傑華轉讓全數股份予第一金控"
5, 107/01/19, 15:09:41, 廖美祝, 副總經理, 23111111, 代子公司第一金人壽保險股份有限公司公告獨立董事辭任,"　第
6 款	"," 107/01/19
","
1.發生變動日期:107/01/19
2.選任或變動人員別（請輸入法人董事、法人監察人、獨立董事、自然人董事
  或自然人監察人）:獨立董事
3.舊任者職稱、姓名及簡歷:葉宜君，第一金人壽獨立董事
4.新任者職稱、姓名及簡歷:無
5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「逝世」或「新任」）:辭職
6.異動原因:辭職
7.新任者選任時持股數:不適用
8.原任期（例xx/xx/xx ~ xx/xx/xx）:106/06/30~108/12/21
9.新任生效日期:不適用
10.同任期董事變動比率:1/10
11.同任期獨立董事變動比率:1/3
12.同任期監察人變動比率:不適用
13.屬三分之一以上董事發生變動（請輸入是或否）:否
14.其他應敘明事項:英商英傑華轉讓全數股份予第一金控"
6, 107/01/19, 15:10:31, 廖美祝, 副總經理, 23111111," 代子公司第一金人壽保險股份有限公司公告
審計委員會委員辭任","　第
6 款	"," 107/01/19
","
1.發生變動日期:107/01/19
2.功能性委員會名稱:審計委員會
3.舊任者姓名及簡歷:葉宜君女士，第一金人壽獨立董事
4.新任者姓名及簡歷:無
5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「逝世」或「新任」）:辭職
6.異動原因:辭職
7.原任期（例xx/xx/xx ~ xx/xx/xx）:106/06/30~108/12/21
8.新任生效日期:不適用
9.其他應敘明事項:英商英傑華轉讓全數股份予第一金控"
7, 107/01/23, 18:58:23, 廖美祝, 副總經理, 23111111, 公告本公司受金管會處分案之說明。,"　第
39 款	"," 107/01/23
","
1.事實發生日:107/01/23
2.違規情形:
本公司辦理金融控股公司法第46條第1項所定交易對象為同條第2項規定之交易行為總
餘額申報及揭露作業，有未正確申報及對外揭露相關資訊，核處新臺幣200萬元罰鍰。
3.罰鍰金額:新臺幣200萬元。
4.該主管機關之處分情形:違反金融控股公司法第60條第15款規定，核處新臺幣200萬元。
5.預計改善措施:加強檢核對外揭露資訊之正確性、落實申報作業。
6.對公司營運之影響:無。
7.其他應敘明事項:依金融監督管理委員會網站公告辦理。"
8, 107/01/25, 18:03:09, 廖美祝, 副總經理, 23111111," 本公司董事會決議通過增資子公司第一金人壽保險(股)公司
新台幣壹拾伍億元整","　第
15 款	"," 107/01/25
","
1.董事會或股東會決議日期:107/01/25
2.投資計畫內容:
本公司董事會決議通過增資子公司第一金人壽保險(股)公司新台幣壹拾伍億元整
3.預計投資金額:新台幣壹拾伍億元整
4.預計投資日期:N/A
5.資金來源:自有資金
6.具體目的:擴大第一金人壽保險(股)公司資本規模
7.其他應敘明事項:無"
9, 107/01/25, 18:04:58, 廖美祝, 副總經理, 23111111," 公告第一金融控股(股)公司擬現金增資子公司第一金人壽保險(股)
公司新台幣1,500,000千元事宜","　第
24 款	"," 107/01/25
","
1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，
如股息率等）:
第一金人壽保險(股)公司普通股股票
2.事實發生日:107/01/25
3.交易單位數量、每單位價格及交易總金額:
150,000千股，每單位價格：新台幣10元，
交易總金額：新台幣1,500,000千元
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司
之關係人者，得免揭露其姓名）:
交易相對人：第一金人壽保險(股)公司
與公司之關係：該公司為本公司全資子公司
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及
前次移轉之所有人、前次移轉之所有人與公司及交易相對人間相互之
關係、前次移轉日期及移轉金額:
選定關係人之原因：維持股東結構單一化。
前次移轉之所有人（含與公司及相對人間相互之關係）、
移轉價格及取得日期：不適用
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告
關係人之取得及處分日期、價格及交易當時與公司之關係:
不適用
7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分
債權如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人
之債權帳面金額:
不適用
8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表
說明認列情形）:
不適用
9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要
約定事項:
擬於取得主管機關之投資核准後，以現金一次給付股款新台幣
1,500,000千元，無契約限制條款及其他約定事項
10.本次交易之決定方式、價格決定之參考依據及決策單位:
交易方式：現金增資；
價格決定之參考依據：以票面金額每股10元發行；
決策單位：本公司董事會決議通過
11.取得或處分有價證券標的公司每股淨值:2.43
12.有價證券標的公司私募參考價格與每股交易金額差距達20%以上:不適用
13.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、
持股比例及權利受限情形（如質押情形）:
累計數量：150,000千股；累計金額：新台幣1,500,000千元；
累計持股比例：100%；權利受限情形：無
14.迄目前為止，私募有價證券投資（含本次交易）占公司最近期財
務報表中總資產及歸屬於母公司業主之權益之比例暨最近期財務報表中營運資金數額:
占總資產比例：0.72 %；占股東權益比例：0.78 %；營運資金數額：不適用
15.經理人及經紀費用:
不適用
16.取得或處分之具體目的或用途:
擴大第一金人壽保險(股)公司資本規模
17.本次交易表示異議董事之意見:
無表示異議之董事
18.本次交易為關係人交易:
是
19.董事會通過日期:
民國107 年1 月25 日
20.監察人承認或審計委員會同意日期:
不適用，全資子公司現金增資案
21.本次交易會計師出具非合理性意見:否
22.其他敘明事項:
俟主管機關核准後辦理"
10, 107/01/25, 18:11:04, 廖美祝, 副總經理, 23111111," 代子公司第一金人壽保險股份有限公司
公告法人董事(第一金控)代表人新任","　第
6 款	"," 107/01/25
","
1.發生變動日期:107/01/25
2.法人名稱:第一金融控股股份有限公司
3.舊任者姓名及簡歷:不適用
4.新任者姓名及簡歷:
林元輝，第一金人壽總經理
黃泓智，政治大學風險管理與保險學系教授
張文偉
5.異動原因:新任
6.原任期（例xx/xx/xx至xx/xx/xx）:105/12/22~108/12/21
7.新任生效日期:107/01/25
8.其他應敘明事項:依據第一金融控股股份有限公司來函辦理"
11, 107/01/25, 18:11:57, 廖美祝, 副總經理, 23111111," 代子公司第一金人壽保險股份有限公司公告
法人獨立董事(第一金控)代表人新任","　第
6 款	"," 107/01/25
","
1.發生變動日期:107/01/25
2.選任或變動人員別（請輸入法人董事、法人監察人、獨立董事、自然人董事
  或自然人監察人）:獨立董事
3.舊任者職稱、姓名及簡歷:不適用
4.新任者職稱、姓名及簡歷:
曹添旺，東吳大學經濟學系教授
林明煦
5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「逝世」或「新任」）:
新任
6.異動原因:新任
7.新任者選任時持股數:0
8.原任期（例xx/xx/xx ~ xx/xx/xx）:105/12/22~108/12/21
9.新任生效日期:107/01/25
10.同任期董事變動比率:2/10
11.同任期獨立董事變動比率:2/3
12.同任期監察人變動比率:不適用
13.屬三分之一以上董事發生變動（請輸入是或否）:否
14.其他應敘明事項:依據第一金融控股股份有限公司來函辦理"
12, 107/01/25, 18:13:14, 廖美祝, 副總經理, 23111111," 代子公司第一金人壽保險股份有限公司公告
審計委員會委員異動","　第
6 款	"," 107/01/25
","
1.發生變動日期:107/01/25
2.功能性委員會名稱:審計委員會
3.舊任者姓名及簡歷:不適用
4.新任者姓名及簡歷:
曹添旺，東吳大學經濟學系教授
林明煦
5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「逝世」或「新任」）:新任
6.異動原因:新任
7.原任期（例xx/xx/xx ~ xx/xx/xx）:105/12/22~108/12/21
8.新任生效日期:107/01/25
9.其他應敘明事項:無"
13, 107/01/25, 18:14:18, 廖美祝, 副總經理, 23111111," 代子公司第一金人壽保險股份有限公司公告董事會決議
現金增資發行新股","　第
11 款	"," 107/01/25
","
1.董事會決議日期:107/01/25
2.增資資金來源:100%持有第一金人壽之母公司第一金控
3.發行股數(如屬盈餘或公積轉增資，則不含配發給員工部分):普通股150,000,000股
4.每股面額:新臺幣10元
5.發行總金額:新臺幣1,500,000,000元
6.發行價格:新臺幣10元
7.員工認購股數或配發金額:不適用
8.公開銷售股數:不適用
9.原股東認購或無償配發比例:100%
10.畸零股及逾期未認購股份之處理方式:不適用
11.本次發行新股之權利義務:與原發行股份相同
12.本次增資資金用途:配合業務成長，充實營運資金
13.其他應敘明事項:無"
