,發言日期,發言時間,發言人,發言人職稱,發言電話,主旨,符合條款,事實發生日,說明
0, 106/01/04, 18:41:36, 吳一揆, 總經理, (02)3327-7777," 公告本公司以子公司中國信託創業投資股份有限公司減資
取得新臺幣10億元之資金運用情形，並已於105年第四季執行
完畢","　第
49 款	"," 106/01/04
","
1.事實發生日:106/01/04
2.公司名稱:中國信託金融控股股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:本公司之子公司中國信託創業投資股份有限公司申請減資新臺幣10億元
乙案，業經金融監督管理委員會105年11月24日金管銀控字第10500272650號函核准
在案，爰依「金融控股公司之子公司減資辦法」第五條第二項規定，金融控股公司
子公司減資後，應於執行完畢後十日內/每季結束後十日內，將該資金運用情形，
輸入公開資訊觀測站。
6.因應措施:
本公司取得該項資金之主要用途為支應本公司認購子公司中信銀行以私募方式辦理
普通股現金增資之部分資金需求，截至105年第四季止，資金運用情形及進度如下：
(1)資金運用情形：
本季預定支用金額：10億元。
本季實際支用金額：10億元。
(2)計劃執行進度：
本季預定進度：100%。
本季實際進度：100%。
本計畫業於105年12月30日執行完畢。
7.其他應敘明事項:無"
1, 106/01/05, 17:55:51, 吳一揆, 總經理, (02)3327-7777, 代子公司中國信託商業銀行更正於民國105年11月30日公告之授信資產轉讓,"　第
20 款	"," 106/01/05
","
1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）:
金融機構債權(放款)
2.事實發生日:106/1/5~106/1/5
3.交易單位數量、每單位價格及交易總金額:
AUD 38,333,333 (其中已動撥餘額為AUD 30,635,276與EUR 2,540,187，
未動撥額度為等值AUD 4,083,371)
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之
關係人者，得免揭露其姓名）:
Cathay United Bank Co., Ltd.、
Intesa Sanpaolo S.p.A., Hong Kong Branch、
Yuanta Commercial Bank Co., Ltd.、
IFM Investors (Nominees) Limited as trustee for IFM Specialised Credit 
Fund Investing Trust No. 1、
AustralianSuper Pty Ltd as the trustee of AustralianSuper、
Chang Hwa Commercial Bank, Ltd. Offshore Banking Branch、
Bank Sinopac, Hong Kong Branch、
Taipei Fubon Commercial Bank Co., Ltd.、
Perpetual Investment Management Limited as responsible entity for the
Perpetual Pure Credit Alpha Fund、
Perpetual Investment Management Limited as responsible entity for Perpetual
Diversified Income Fund、
Perpetual Investment Management Limited as responsible entity for Perpetual
Credit Income Fund；
無
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移
轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次
移轉日期及移轉金額:
不適用.
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取
得及處分日期、價格及交易當時與公司之關係:
不適用.
7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權
如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權
帳面金額:
不適用
8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表說明
認列情形）:
無
9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
依聯合授信合約相關規定辦理
10.本次交易之決定方式、價格決定之參考依據及決策單位:
為本行內部最終審核單位核定 ,相關條件依聯合授信合約及一般聯合授信市場同類型
案件之慣例為之
11.取得或處分有價證券標的公司每股淨值:
不適用
12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
不適用
13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列
之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬
於母公司業主之權益之比例暨最近期財務報表中營運資金數額:
不適用
14.經紀人及經紀費用:
不適用
15.取得或處分之具體目的或用途:
活絡債權資產組合
16.本次交易表示異議董事之意見:
不適用
17.本次交易為關係人交易:否
18.董事會通過日期:
不適用
19.監察人承認或審計委員會同意日期:
不適用
20.本次交易會計師出具非合理性意見:否
21.其他敘明事項:
本次公告，主為更正民國105年11月30日公告內容中之已動撥餘額部分，由原公告金額
AUD 29,318,697，修正為AUD 30,635,276與EUR 2,540,187；澳幣兌新台幣之轉換則使用
民國105年11月29日之匯率(AUD 1 = NTD 23.784)進行。"
2, 106/01/09, 17:47:04, 吳一揆, 總經理, (02)3327-7777, 代子公司中國信託商業銀行公告授信資產之轉讓,"　第
20 款	"," 106/01/09
","
1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）:
金融機構債權(放款)
2.事實發生日:105/6/21~106/1/9
3.交易單位數量、每單位價格及交易總金額:
(1) USD 673,262 (2) HKD 21,796,377 (3) USD 10,000,000
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之
關係人者，得免揭露其姓名）:
玉山銀行
無
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移
轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次
移轉日期及移轉金額:
不適用.
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取
得及處分日期、價格及交易當時與公司之關係:
不適用.
7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權
如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權
帳面金額:
不適用
8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表說明
認列情形）:
無
9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
依聯合授信合約相關規定辦理
10.本次交易之決定方式、價格決定之參考依據及決策單位:
為本行內部最終審核單位核定 ,相關條件依聯合授信合約及一般聯合授信市場同類型案件
之慣例為之
11.取得或處分有價證券標的公司每股淨值:
不適用
12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
不適用
13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列
之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬
於母公司業主之權益之比例暨最近期財務報表中營運資金數額:
不適用
14.經紀人及經紀費用:
不適用
15.取得或處分之具體目的或用途:
活絡債權資產組合
16.本次交易表示異議董事之意見:
不適用
17.本次交易為關係人交易:否
18.董事會通過日期:
不適用
19.監察人承認或審計委員會同意日期:
不適用
20.本次交易會計師出具非合理性意見:否
21.其他敘明事項:
本交易係依前一天之匯率計算(USD 1 = NTD 31.993；HKD 1 = NTD 4.124)。"
3, 106/01/09, 17:49:34, 吳一揆, 總經理, (02)3327-7777, 代子公司中國信託商業銀行公告授信資產之轉讓,"　第
20 款	"," 106/01/09
","
1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）:
金融機構債權(放款)
2.事實發生日:106/1/9~106/1/9
3.交易單位數量、每單位價格及交易總金額:
USD 10,000,000
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之
關係人者，得免揭露其姓名）:
國泰世華銀行
無
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移
轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次
移轉日期及移轉金額:
不適用.
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取
得及處分日期、價格及交易當時與公司之關係:
不適用.
7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權
如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權
帳面金額:
不適用.
8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表說明
認列情形）:
無
9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
依聯合授信合約相關規定辦理
10.本次交易之決定方式、價格決定之參考依據及決策單位:
為本行內部最終審核單位核定 ,相關條件依聯合授信合約及一般聯合授信市場同類型案件
之慣例為之
11.取得或處分有價證券標的公司每股淨值:
不適用
12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
不適用
13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列
之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬
於母公司業主之權益之比例暨最近期財務報表中營運資金數額:
不適用
14.經紀人及經紀費用:
不適用
15.取得或處分之具體目的或用途:
活絡債權資產組合
16.本次交易表示異議董事之意見:
不適用
17.本次交易為關係人交易:否
18.董事會通過日期:
不適用
19.監察人承認或審計委員會同意日期:
不適用
20.本次交易會計師出具非合理性意見:否
21.其他敘明事項:
本交易係依前一天之匯率計算(USD 1 = NTD 31.993)。"
4, 106/01/10, 18:31:16, 吳一揆, 總經理, (02)3327-7777," 中國信託金融控股公司公告本公司暨主要子公司105年度
十二月份自結盈餘","　第
49 款	"," 106/01/10
","
1.事實發生日:106/01/10
2.公司名稱:中國信託金融控股公司
3.與公司關係(請輸入本公司或子公司): 本公司
4.相互持股比例:不適用
5.發生緣由:公告中國信託金融控股公司暨主要子公司106年度十二月份自結盈餘
6.因應措施:無
7.其他應敘明事項:
單位:億元      十二月損益        累計一~十二月損益
---------------------------------------------------------------------------
公司別         稅前    稅後    稅前     稅後    稅後EPS(元)
中信金控       16.48   14.40   339.52   279.29   1.43
中國信託銀行   20.36   18.94   289.27   230.92   1.78
台灣人壽       -1.67   -3.21    50.91    49.34   1.61

註：累計1-12月不含外匯價格變動準備金之稅後EPS(元)
中信金控       1.38
台灣人壽       1.29"
5, 106/01/12, 17:20:31, 吳一揆, 總經理, (02)3327-7777," 針對子公司中國信託商業銀行主任秘書及相關人員遭臺灣
臺北地方法院檢察署起訴乙案提出說明","　第
2 款	"," 106/01/12
","
1.法律事件之當事人:中國信託商業銀行(中信銀)主任秘書陳永晉及相關人員(非經理人)
2.法律事件之法院名稱或處分機關:臺灣臺北地方法院檢察署
3.法律事件之相關文書案號:106偵498
4.事實發生日:106/01/12
5.發生原委(含爭訟標的):
針對中信銀購買內湖資訊機房及行政大樓乙案，臺灣臺北地方法院檢察署認涉有違反
證券交易法等情事，於今日起訴中信銀主任秘書陳永晉與相關人員(非經理人)。
6.處理過程:目前已進入審判程序，一切靜待法院審理。
7.對公司財務業務影響及預估影響金額:
中信銀營運一切正常，本訴訟案件目前對中信銀財務業務並無影響。
8.因應措施及改善情形:不適用
9.其他應敘明事項:無"
6, 106/01/13, 18:00:15, 吳一揆, 總經理, (02)3327-7777, 代子公司中國信託商業銀行公告授信資產之轉讓,"　第
20 款	"," 106/01/13
","
1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）:
金融機構債權(放款)
2.事實發生日:106/1/13~106/1/13
3.交易單位數量、每單位價格及交易總金額:
USD 10,000,000
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之
關係人者，得免揭露其姓名）:
永豐商業銀行
無
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移
轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次
移轉日期及移轉金額:
不適用.
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取
得及處分日期、價格及交易當時與公司之關係:
不適用.
7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權
如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權
帳面金額:
不適用
8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表說明
認列情形）:
無
9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
依聯合授信合約相關規定辦理
10.本次交易之決定方式、價格決定之參考依據及決策單位:
為本行內部最終審核單位核定 ,相關條件依聯合授信合約及一般聯合授信市場同類型案件
之慣例為之
11.取得或處分有價證券標的公司每股淨值:
不適用
12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
不適用
13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列
之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬
於母公司業主之權益之比例暨最近期財務報表中營運資金數額:
不適用
14.經紀人及經紀費用:
不適用
15.取得或處分之具體目的或用途:
活絡債權資產組合
16.本次交易表示異議董事之意見:
不適用
17.本次交易為關係人交易:否
18.董事會通過日期:
不適用
19.監察人承認或審計委員會同意日期:
不適用
20.本次交易會計師出具非合理性意見:否
21.其他敘明事項:
本交易係依前一天之匯率計算(USD 1 = NTD 31.78)。"
7, 106/01/13, 18:02:36, 吳一揆, 總經理, (02)3327-7777, 代子公司中國信託商業銀行公告授信資產之轉讓,"　第
20 款	"," 106/01/13
","
1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）:
金融機構債權(放款)
2.事實發生日:106/1/13~106/1/13
3.交易單位數量、每單位價格及交易總金額:
USD 10,000,000
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之
關係人者，得免揭露其姓名）:
華南銀行
無
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移
轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次
移轉日期及移轉金額:
不適用.
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取
得及處分日期、價格及交易當時與公司之關係:
不適用.
7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權
如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權
帳面金額:
不適用.
8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表說明
認列情形）:
無
9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
依聯合授信合約相關規定辦理
10.本次交易之決定方式、價格決定之參考依據及決策單位:
為本行內部最終審核單位核定 ,相關條件依聯合授信合約及一般聯合授信市場同類型案件
之慣例為之
11.取得或處分有價證券標的公司每股淨值:
不適用
12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
不適用
13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列
之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬
於母公司業主之權益之比例暨最近期財務報表中營運資金數額:
不適用
14.經紀人及經紀費用:
不適用
15.取得或處分之具體目的或用途:
活絡債權資產組合
16.本次交易表示異議董事之意見:
不適用
17.本次交易為關係人交易:否
18.董事會通過日期:
不適用
19.監察人承認或審計委員會同意日期:
不適用
20.本次交易會計師出具非合理性意見:否
21.其他敘明事項:
本交易係依前一天之匯率計算(USD 1 = NTD 31.78)。"
8, 106/01/18, 18:00:00, 吳一揆, 總經理, (02)3327-7777, 代子公司中國信託商業銀行公告授信資產之轉讓,"　第
20 款	"," 106/01/18
","
1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）:
金融機構授信資產
2.事實發生日:106/1/3~106/1/18
3.交易單位數量、每單位價格及交易總金額:
(1) USD 3,427,733.89; (2) USD 3,045,476.66; (3) USD 3,339,683.69;
(4) USD 3,141,374.43 (5) USD 2,295,064.78
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之
關係人者，得免揭露其姓名）:
Sumitomo Mitsui Trust Bank, Limited
無
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移
轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次
移轉日期及移轉金額:
不適用.
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取
得及處分日期、價格及交易當時與公司之關係:
不適用.
7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權
如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權
帳面金額:
不適用
8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表說明
認列情形）:
無
9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
依信用狀賣斷合約(Transactional Forfaiting Agreement)相關規定辦理
10.本次交易之決定方式、價格決定之參考依據及決策單位:
為本行內部審核權限單位核定 ,相關條件依信用狀賣斷合約及一般市場同類型案件之
慣例為之
11.取得或處分有價證券標的公司每股淨值:
不適用
12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
不適用
13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列
之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬
於母公司業主之權益之比例暨最近期財務報表中營運資金數額:
不適用
14.經紀人及經紀費用:
不適用
15.取得或處分之具體目的或用途:
活絡債權資產組合
16.本次交易表示異議董事之意見:
不適用
17.本次交易為關係人交易:否
18.董事會通過日期:
不適用
19.監察人承認或審計委員會同意日期:
不適用
20.本次交易會計師出具非合理性意見:否
21.其他敘明事項:
本交易係依前一天之匯率計算(USD 1 = NTD 31.595)"
9, 106/01/20, 18:01:02, 吳一揆, 總經理, (02)3327-7777, 公告本公司更換代理發言人乙案,"　第
8 款	"," 106/01/20
","
1.人員變動別（請輸入發言人、代理發言人、重要營運主管(如:執行長、營運
長、行銷長及策略長等)、財務主管、會計主管、研發主管、內部稽核主管或訴
訟及非訟代理人）:代理發言人
2.發生變動日期:106/01/20
3.舊任者姓名、級職及簡歷:高麗雪，中國信託金融控股(股)公司，資深副總經理
4.新任者姓名、級職及簡歷:邱雅玲，中國信託金融控股(股)公司，資深副總經理
5.異動情形（請輸入「辭職」、「職務調整」、「資遣」、「退休」、「死亡」、「新
任」或「解任」）:職務調整
6.異動原因:業務需要
7.生效日期:106/01/20
8.其他應敘明事項:無"
