,發言日期,發言時間,發言人,發言人職稱,發言電話,主旨,符合條款,事實發生日,說明
0, 108/01/04, 14:37:12, 許如玫, 財務長, (02)8161-8935, 永豐金控代子公司永豐金租賃公告第九屆董事長選任案,"　第
6 款	"," 108/01/04
","
1.董事會決議日期或發生變動日期:108/01/04
2.人員別（請輸入董事長或總經理）:董事長
3.舊任者姓名及簡歷:鍾敏敏/永豐金租賃董事長
4.新任者姓名及簡歷:鍾敏敏/永豐金租賃董事長
5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「職務調整」、「資遣」、
「退休」、「逝世」或「新任」）:任期屆滿
6.異動原因:任期屆滿重新選任
7.新任生效日期:108/01/04
8.其他應敘明事項:無"
1, 108/01/10, 15:34:49, 許如玫, 財務長, (02)8161-8935," 永豐金控公告其與子公司永豐銀行及永豐金證券107年12月
合併自結損益","　第
51 款	"," 108/01/10
","
1.事實發生日:108/01/10
2.公司名稱:永豐金控
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:本公司;本公司100%持有之子公司
5.發生緣由:永豐金控公告其與子公司永豐銀行及永豐金證券107年12月自結損益如下:
　　　　　　　　     稅後     累計稅後   稅後   累計稅後
　　　　　　　　     損益       損益      EPS     EPS
　　　　　　　     (佰萬元)   (佰萬元)    (元)    (元)
永豐金控              405       9,412     0.04    0.84
永豐銀行              602       9,654     0.07    1.12
永豐金證券            -57         465    -0.035   0.29
6.因應措施:無
7.其他應敘明事項:無"
2, 108/01/14, 17:18:52, 許如玫, 財務長, (02)8161-8935," 永豐金控代子公司永豐銀行公告發行108年第1期無擔保
無到期日非累積次順位金融債券新臺幣20億元","　第
11 款	"," 108/01/14
","
1.董事會決議日期:NA
2.名稱﹝XX公司第X次（有、無）擔保公司債﹞:永豐商業銀行股份有限公司108年
第1期無擔保無到期日非累積次順位金融債券
3.發行總額:新臺幣20億元
4.每張面額:新臺幣1仟萬元
5.發行價格:依面額十足發行
6.發行期間:108/01/25發行，無到期日
7.發行利率:固定年利率2.4%
8.擔保品之總類、名稱、金額及約定事項:不適用
9.募得價款之用途及運用計畫:提升資本適足率及支應業務規模擴展之中長期資金
10.承銷方式:無
11.公司債受託人:無
12.承銷或代銷機構:無
13.發行保證人:無
14.代理還本付息機構:本行財務作業中心
15.簽證機構:不適用
16.能轉換股份者，其轉換辦法:無
17.賣回條件:無
18.買回條件:本債券發行屆滿5.5年(含)起，符合下列條件之一，1.若計算贖回後本行
自有資本與風險性資產比率仍符合主管機關所定之最低比率要求，2.以同等或更高品質
之資本工具替換原資本工具。經主管機關核准後，本行得提前贖回，並於預定贖回日
前30日公告，按面額加計應付利息，全數贖回。
19.附有轉換、交換或認股者，其換股基準日:無
20.附有轉換、交換或認股者，對股權可能稀釋情形:無
21.其他應敘明事項:無"
3, 108/01/14, 17:19:22, 許如玫, 財務長, (02)8161-8935," 永豐金控代子公司永豐銀行公告發行108年第2期無擔保次
順位金融債券新臺幣30億元","　第
11 款	"," 108/01/14
","
1.董事會決議日期:NA
2.名稱﹝XX公司第X次（有、無）擔保公司債﹞:永豐商業銀行股份有限公司
108年第2期無擔保次順位金融債券
3.發行總額:總額新臺幣30億元，分為甲券新臺幣12億元;
乙券新臺幣18億元
4.每張面額:新臺幣1仟萬元
5.發行價格:依面額十足發行
6.發行期間:甲券:108/01/25~115/01/25;乙券:108/01/25~118/01/25
7.發行利率:甲券:固定年利率1.40%;乙券:固定年利率1.55%
8.擔保品之總類、名稱、金額及約定事項:無
9.募得價款之用途及運用計畫:提升資本適足率及支應業務規模擴展之中長期資金
10.承銷方式:無
11.公司債受託人:無
12.承銷或代銷機構:無
13.發行保證人:無
14.代理還本付息機構:本行財務業務中心
15.簽證機構:不適用
16.能轉換股份者，其轉換辦法:無
17.賣回條件:無
18.買回條件:無
19.附有轉換、交換或認股者，其換股基準日:無
20.附有轉換、交換或認股者，對股權可能稀釋情形:無
21.其他應敘明事項:無"
4, 108/01/14, 17:19:43, 許如玫, 財務長, (02)8161-8935," 永豐金控代子公司永豐金證券公告取得永豐銀行
108年度第1期無擔保無到期日非累積次順位金融債券","　第
20 款	"," 108/01/14
","
1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）:
永豐商業銀行股份有限公司108年度第1期無擔保無到期日非累積次順位金融債券
2.事實發生日:108/1/14~108/1/14
3.交易單位數量、每單位價格及交易總金額:
交易單位數量：200張；
每單位價格：每張面額為新臺幣壹仟萬元整；
交易總金額：新台幣20億元整
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之
關係人者，得免揭露其姓名）:
交易相對人：永豐商業銀行(股)公司；
與公司之關係：同屬永豐金融控股(股)公司之子公司
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移
轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次
移轉日期及移轉金額:
選定關係人為交易對象之原因：為本公司長期往來客戶
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取
得及處分日期、價格及交易當時與公司之關係:
不適用
7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權
如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權
帳面金額:
不適用
8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表說明
認列情形）:
不適用
9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
交割日一次付清；  無其他限制或重要約定事項
10.本次交易之決定方式、價格決定之參考依據及決策單位:
交易決定方式：議價；價格決定參考依據：依議價結果；決策單位：董事會
11.取得或處分有價證券標的公司每股淨值:
不適用
12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
數量 ：200張；
金額：新台幣20億元整；
無權利受限情形
13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列
之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬
於母公司業主之權益之比例暨最近期財務報表中營運資金數額:
1.佔總資產比例：10.23 %
2.佔股東權益比例：39.95 %
3.營運資金：14,290,731仟元
14.經紀人及經紀費用:
不適用
15.取得或處分之具體目的或用途:
執行一般業務
16.本次交易表示異議董事之意見:
不適用
17.本次交易為關係人交易:是
18.董事會通過日期:
民國107年12月26日
19.監察人承認或審計委員會同意日期:
民國107年12月25日
20.本次交易會計師出具非合理性意見:不適用
21.會計師事務所名稱:
不適用
22.會計師姓名:
不適用
23.會計師開業證書字號:
不適用
24.其他敘明事項:
無"
5, 108/01/14, 17:20:06, 許如玫, 財務長, (02)8161-8935," 永豐金控代子公司永豐金證券公告取得永豐銀行
108年度第2期無擔保次順位金融債券","　第
20 款	"," 108/01/14
","
1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）:
永豐商業銀行股份有限公司108年度第2期無擔保次順位金融債券
2.事實發生日:108/1/14~108/1/14
3.交易單位數量、每單位價格及交易總金額:
交易單位數量：230張；
每單位價格：每張面額為新臺幣壹仟萬元整；
交易總金額：新台幣23億元整
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之
關係人者，得免揭露其姓名）:
交易相對人：永豐商業銀行(股)公司；
與公司之關係：同屬永豐金融控股(股)公司之子公司
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移
轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次
移轉日期及移轉金額:
選定關係人為交易對象之原因：為本公司長期往來客戶
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取
得及處分日期、價格及交易當時與公司之關係:
不適用
7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權
如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權
帳面金額:
不適用
8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表說明
認列情形）:
不適用
9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
交割日一次付清；  無其他限制或重要約定事項
10.本次交易之決定方式、價格決定之參考依據及決策單位:
交易決定方式：議價；價格決定參考依據：依議價結果；決策單位：董事會
11.取得或處分有價證券標的公司每股淨值:
不適用
12.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
數量：230張；
金額：新台幣23億元整；
無權利受限情形
13.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列
之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬
於母公司業主之權益之比例暨最近期財務報表中營運資金數額:
1.佔總資產比例：12.49%
2.佔股東權益比例：48.79 %
3.營運資金： 14,290,731仟元
14.經紀人及經紀費用:
不適用
15.取得或處分之具體目的或用途:
執行一般業務
16.本次交易表示異議董事之意見:
不適用
17.本次交易為關係人交易:是
18.董事會通過日期:
民國107年12月26日
19.監察人承認或審計委員會同意日期:
民國107年12月25日
20.本次交易會計師出具非合理性意見:不適用
21.會計師事務所名稱:
不適用
22.會計師姓名:
不適用
23.會計師開業證書字號:
不適用
24.其他敘明事項:
無"
6, 108/01/29, 17:21:26, 許如玫, 財務長, (02)8161-8935," 永豐金控代子公司永豐金證券(開曼)控股有限公司公告
資金貸與事項達公開發行公司資金貸與及背書保證處理準則
第二十二條第三款之規定。","　第
23 款	"," 108/01/29
","
1.事實發生日:108/01/29
2.接受資金貸與之:
(1)公司名稱:永豐金證券(亞洲)有限公司
(2)與資金貸與他人公司之關係:
100.00%持股之子公司
(3)資金貸與之限額(仟元):3632053
(4)原資金貸與之餘額(仟元):1283516
(5)本次新增資金貸與之金額(仟元):1405755
(6)是否為董事會授權董事長對同一貸與對象分次撥貸或循環動用之資金貸與:是
(7)迄事實發生日止資金貸與餘額(仟元):2689271
(8)本次新增資金貸與之原因:
業務需求
3.接受資金貸與公司所提供擔保品之:
(1)內容:
無
(2)價值(仟元):0
4.接受資金貸與公司最近期財務報表之:
(1)資本(仟元):3207709
(2)累積盈虧金額(仟元):14802
5.計息方式:
依合約規定
6.還款之:
(1)條件:
依合約規定
(2)日期:
依合約規定
7.迄事實發生日為止，資金貸與餘額(仟元):
2689271
8.迄事實發生日為止，資金貸與餘額占公開發行公司最近期財務報表淨值之比率:
10.24
9.公司貸與他人資金之來源:
子公司本身、金融機構
10.其他應敘明事項:
(1)原資金貸與於一○八年一月二十九日終止，本次係重新辦理資金貸與
(2)NTD金額係以107/9/28 USD/NTD=30.55990 and HKD/NTD=3.90679換算"
7, 108/02/14, 17:47:10, 許如玫, 財務長, (02)8161-8935," 永豐金控公告其與子公司永豐銀行及永豐金證券108年1月
合併自結損益","　第
51 款	"," 108/02/14
","
1.事實發生日:108/02/14
2.公司名稱:永豐金控
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:本公司;本公司100%持有之子公司
5.發生緣由:永豐金控公告其與子公司永豐銀行及永豐金證券108年1月自結損益如下:
　　　　　　　　     稅後     累計稅後   稅後   累計稅後
　　　　　　　　     損益       損益      EPS     EPS
　　　　　　　     (佰萬元)   (佰萬元)    (元)    (元)
永豐金控            1,801       1,801     0.16    0.16
永豐銀行            1,510       1,510     0.18    0.18
永豐金證券            197         197     0.12    0.12
6.因應措施:無
7.其他應敘明事項:無"
8, 108/02/20, 14:25:54, 許如玫, 財務長, (02)8161-8935, 永豐金控公告107年第4季法人說明會相關資訊,"　第
12 款	"," 108/03/20
","
符合條款第四條第XX款：12
事實發生日：108/03/20
1.召開法人說明會之日期：108/03/20
2.召開法人說明會之時間：14 時 30 分 
3.召開法人說明會之地點：永豐金控總部大樓(台北市八德路二段306號)
4.法人說明會擇要訊息：107年第4季財務狀況。相關資訊公告於公開資訊觀測站(http://mops.twse.com.tw/)並揭露於公司網站
(http://www.sinopac.com/irCalendar/list.html)
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
9, 108/02/22, 15:16:18, 許如玫, 財務長, (02)8161-8935," 永豐金控公告董事會決議子公司永豐金租賃法人董事代表人
異動","　第
6 款	"," 108/02/22
","
1.發生變動日期:108/02/22
2.法人名稱:永豐金控
3.舊任者姓名及簡歷:鍾敏敏/永豐金租賃董事長
4.新任者姓名及簡歷:魏哲弘/永豐創投董事長
5.異動原因:改派
6.原任期（例xx/xx/xx至xx/xx/xx）:108/01/01~110/12/31
7.新任生效日期:108/03/01
8.其他應敘明事項:無"
