,發言日期,發言時間,發言人,發言人職稱,發言電話,主旨,符合條款,事實發生日,說明
0, 106/01/09, 14:00:27, 王志超, 總經理, 037-586000," 群創光電2016年12月合併營收新台幣322億元
2016年全年營收為新台幣2,871億元","　第
49 款	"," 106/01/09
","
1.事實發生日:106/01/09
2.公司名稱:群創光電股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:
群創光電(股票代碼：3481)今天公佈2016年12月營收。2016年12月合併營收為新台幣
322億元，較2016年11月合併營收增加10.2%，比去年同期相比增加21.7%。出貨量方面
，2016年12月份群創光電大尺寸合併出貨量共計1,015萬片，與2016年11月相比減少
1.4%；中小尺寸合併出貨量共計2,300萬片，相較2016年11月份增加13.5%。

群創光電2016年第四季合併營收為新台幣894億元，較去年同期增加9.7%，與2016年第
三季合併營收新台幣745億相比增加20%。大尺寸合併出貨量共計3,016萬片，與2016年
第三季出貨量3,033萬片相比減少0.6%；中小尺寸合併出貨量共計6,193萬片，與2016年
第三季出貨量6,093萬片相比增加1.6%。

群創光電2016年全年合併營收為新台幣2,871億元，與2015年全年營收3,641億元相比減
少21.2%。大尺寸全年合併出貨量共計1億1,069萬片，與去年全年出貨量1億2,300萬片
相比減少10%；中小尺寸方面，全年合併出貨量共計2億2,488萬片，與去年全年出貨量
2億5,197萬片相比減少10.8%
6.因應措施:無。
7.其他應敘明事項:無。"
1, 106/01/20, 14:36:19, 王志超, 總經理, 037-586000, 群創光電於106年2月10日下午2點召開2016年第四季線上法說會,"　第
12 款	"," 106/02/10
","
符合條款第四條第XX款：12
事實發生日：106/02/10
1.召開法人說明會之日期：106/02/10
2.召開法人說明會之時間：14 時 00 分 
3.召開法人說明會之地點：線上法說會 (電話會議暨網路直播)
4.法人說明會擇要訊息：公布2016年第四季財務報告
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
2, 106/01/23, 11:06:44, 王志超, 總經理, 037-586000, 說明經濟日報新聞內容,"　第
49 款	"," 106/01/23
","
1.事實發生日:106/01/23
2.公司名稱:群創光電股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.傳播媒體名稱:經濟日報
6.報導內容:群創上季財報 市場唱旺
7.發生緣由:不適用。
8.因應措施:
本公司並未對外公佈105年度之財務預測資料，報載有關上述之相關訊息係媒
體自行揣測，本公司相關公告訊息，請依公開資訊觀測站發佈之資訊為準。
9.其他應敘明事項:無。"
3, 106/01/26, 17:55:04, 王志超, 總經理, 037-586000, 說明經濟日報新聞內容,"　第
49 款	"," 106/01/26
","
1.事實發生日:106/01/26
2.公司名稱:群創光電股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.傳播媒體名稱:經濟日報
6.報導內容:群創改口，南科電力事故 造成嚴重損失
7.發生緣由:不適用。
8.因應措施:
台電昨(25)早上8:21無預警南科園區全面壓降，供應群創六廠七廠的台電道爺配電站
發生161KV供電雙匯流排間之聯接設備故障，導致電力饋線跳脫，停電三小時，造成
群創嚴重損失，產線預計1/27中午前全部復工，但財損仍在統計中。群創光電為悍衛
股東與客戶權益，決定向台電提出財損求償。
9.其他應敘明事項:無。"
4, 106/02/09, 14:00:34, 王志超, 總經理, 037-586000, 群創光電2017年1月合併營收新台幣273億元,"　第
49 款	"," 106/02/09
","
1.事實發生日:106/02/09
2.公司名稱:群創光電股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:
群創光電(股票代碼：3481)今天公佈2017年1月營收。2017年1月合併營收為新台幣
273億元，較2016年12月合併營收減少15.2%，比去年同期相比增加29.3%。出貨量
方面，2017年1月份群創光電大尺寸合併出貨量共計812萬片，與2016年12月相比
減少20%；中小尺寸合併出貨量共計1,786萬片，相較2016年12月份減少22.4%。
6.因應措施:無。
7.其他應敘明事項:無。"
5, 106/02/10, 13:40:08, 王志超, 總經理, 037-586000, 公告本公司第四季法人說明會之財務與業務資訊,"　第
49 款	"," 106/02/10
","
1.事實發生日:106/02/10
2.公司名稱:群創光電股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:
群創光電(股票代碼：3481) 今天公佈2016年第四季營運成果。 2016年第四季合併營收
總計為新台幣894億元，營業毛利新台幣198億元，營業毛利率22.2% ;營業淨利新台幣
140億元，營業淨利率15.7%，稅後淨利為新台幣109億元，稅後淨利率12.2%，EBITDA利
潤率為26.5%，基本每股盈餘為新台幣1.09元。

受到2016年2月6日南台灣地震影響，全年合併營收總計為新台幣2,871億元，營業毛利
為新台幣261億元，營業毛利率9.1%。營業利益新台幣64億元，營業利益率2.2%，稅後
淨利新台幣18.7億元。每股盈餘為新台幣0.19元。

財務方面，第四季長短期借款合計561億元，較上一季減少35.4億元，淨負債比9%。存
貨周轉天數為31天。

2016年全年整體出貨面積為2,701萬平方公尺，與去年全年整體出貨面積為 2,873萬平
方公尺相比減少6%；中小尺寸方面，全年合併出貨量共計2億2,500萬片，與去年全年出
貨量2億5,200萬片相比減少10.7%。

群創光電2016年第四季整體出貨面積741萬平方公尺，較前一季增加6.4%，液晶面板售
價為每平方公尺379元美金。中小尺寸營收為新台幣168億元，較上一季增加10.5%；中
小尺寸合併出貨面積53.98萬平方公尺，較前一季減少0.4%

營收以產品應用別區分，手機及商用產品為21%，可攜式電腦為16%、桌上型螢幕為11%、
電視為52%；以產品尺寸別區分，10吋以下為19%、10到20吋為19%、20到30吋為13%、
40吋以上為48%。
6.因應措施:無
7.其他應敘明事項:無"
6, 106/02/10, 15:32:24, 王志超, 總經理, 037-586000, 本公司董事會核准資本預算案,"　第
15 款	"," 106/02/10
","
1.董事會或股東會決議日期:106/02/10
2.投資計畫內容:本公司於今日董事會核准106年度資本支出預算共計新台幣250億元。
3.預計投資金額:新台幣250億元
4.預計投資日期:NA
5.資金來源:營運資金。
6.具體目的:主要用途係用於產能擴充、提升技術及效能改善。
7.其他應敘明事項:前述資本支出預算之執行、將依客戶需求、市場狀況等情形彈性調整
，實際支付金額依執行進度及付款條件決定之。"
7, 106/02/10, 15:34:48, 王志超, 總經理, 037-586000, 本公司董事會決議召開106年股東常會,"　第
17 款	"," 106/02/10
","
1.董事會決議日期:106/02/10
2.股東會召開日期:106/06/20
3.股東會召開地點:
苗栗縣竹南鎮科研路36號3樓(新竹科學工業園區竹南園區行政服務中心大禮堂)
4.召集事由一、報告事項:
(1)本公司民國105年度營業報告
(2)審計委員會查核報告
(3)民國105年度員工及董監酬勞分配情形報告
(4)私募有價證券辦理情形報告
5.召集事由二、承認事項:
(1)承認本公司民國105年度營業報告書及財務報表案
(2)承認本公司民國105年度盈餘分派案
6.召集事由三、討論事項:
(1)修訂本公司章程案
7.召集事由四、選舉事項:無
8.召集事由五、其他議案:無
9.召集事由六、臨時動議:無
10.停止過戶起始日期:106/04/22
11.停止過戶截止日期:106/06/20
12.其他應敘明事項:
本公司將於民國106年4月14日至106年4月24日止，受理股東就本次股東常會之書
面提案，凡有意提案之股東請依公司法第172條之一規定以書面提出，於上述期
間寄(送)達，並敘明聯絡人及聯絡方式，供董事會備查及回覆審查結果(郵寄者請
於信封封面上加註「股東會提案函件」字樣以掛號函件寄送)。受理處所：群創光
電股份有限公司(地址：350苗栗縣竹南鎮科學路160號)"
8, 106/02/10, 15:36:56, 王志超, 總經理, 037-586000," 本公司董事會決議收買/收回已發行之限制員工權利新股註
銷減資事宜","　第
11 款	"," 106/02/10
","
1.董事會決議日期:106/02/10
2.減資緣由:因有獲配限制員工權利新股之員工績效未達既得條件及離職，本公司董事會
決議收買/收回已發行之限制員工權利新股註銷減資。
3.減資金額:704,000元。
4.消除股份:70,400股。
5.減資比率:0.007%
6.減資後股本:99,520,783,770元。
7.預定股東會日期:不適用。
8.預計減資新股上市後之上市普通股股數:不適用。
9.預計減資新股上市後之上市普通股股數占已發行普通股比率
（減資後上市普通股股數/減資後已發行普通股股數）:不適用。
10.前二項預計減資後上巿普通股股數未達6000萬股且未達25%者，
請說明股權流通性偏低之因應措施:不適用。
11.其他應敘明事項:訂定減資基準日為106/02/13"
9, 106/02/20, 17:05:34, 王志超, 總經理, 037-586000, 公告本公司取得機器設備,"　第
20 款	"," 106/02/20
","
1.標的物之名稱及性質（如坐落台中市北區ＸＸ段ＸＸ小段土地）:
機器設備
2.事實發生日:105/8/17~106/2/20
3.交易單位數量（如ＸＸ平方公尺，折合ＸＸ坪）、每單位價格及交易總金額:
交易數量:一批；交易總金額:新台幣501,591,613元
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關
係人者，得免揭露其姓名）:
台灣豪雅光電股份有限公司；與公司關係：無
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之
所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期
及移轉金額:
不適用
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係
人之取得及處分日期、價格及交易當時與公司之關係:
不適用
7.預計處分利益（或損失）（取得資產者不適用）（遞延者應列表說明
認列情形）:
不適用
8.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
依合約規定
9.本次交易之決定方式（如招標、比價或議價）、價格決定之參考依據及
決策單位:
交易決定方式:議價；
價格決定之參考依據:按市場行情；
決策單位:依公司採購核定權限辦理。
10.專業估價者事務所或公司名稱及其估價金額:
不適用
11.專業估價師姓名:
不適用
12.專業估價師開業證書字號:
不適用
13.估價報告是否為限定價格、特定價格或特殊價格:否
14.是否尚未取得估價報告:是
15.尚未取得估價報告之原因:
不適用
16.與交易金額比較有重大差異原因及會計師意見:
無
17.經紀人及經紀費用:
不適用
18.取得或處分之具體目的或用途:
供生產及營運使用
19.本次交易表示異議之董事之意見:
不適用
20.本次交易為關係人交易:否
21.董事會通過日期:
不適用
22.監察人承認或審計委員會同意日期:
不適用
23.本次交易係向關係人取得不動產:否
24.依「公開發行公司取得或處分資產處理準則」第十五條規定
評估之價格:不適用
25.依前項評估之價格較交易價格為低者，依同準則第十六條規
定評估之價格:不適用
26.其他敘明事項:
無"
