,發言日期,發言時間,發言人,發言人職稱,發言電話,主旨,符合條款,事實發生日,說明
0, 107/01/05, 17:56:19, 陳修偉, 執行副總經理, 02-21736696," 元大金控代子公司越南第一證券聯營公司公告通過變更會計師事務
所及簽證會計師","　第
7 款	"," 107/01/05
","
1.董事會通過日期(事實發生日):107/01/05
2.舊會計師事務所名稱:Ernst & Young Vietnam Ltd. Co.
3.舊任簽證會計師姓名1:Dang Phuong Ha
4.舊任簽證會計師姓名2:Nguyen Thuy Duong
5.新會計師事務所名稱:PricewaterhouseCoopers Vietnam
6.新任簽證會計師姓名1:Pham Thai Hung
7.新任簽證會計師姓名2:無
8.變更會計師之原因:
與元大金控集團會計師事務所一致
9.說明係由公司主動終止委任或不再繼續委任或前任會計師主動終止委任
或不再繼續接受委任:
由公司主動終止委任
10.公司通知或接獲通知終止之日期:107/01/05
11.最近二年度已申報或即將編製之財務報告是否曾經會計師調整或提出內
部控制重大改進事項之建議:
無
12.公司對上開調整或建議事項有無不同意見(若有不同意見，請詳細說明每
一事項之性質、公司原處理方法與最後處理結果暨繼任會計師對各該事
項之書面意見):
不適用
13.公司正式委任繼任會計師前，是否曾就上開前任會計師所做調整及建議
事項之處理及其對財務報表可能簽發之意見，諮詢該會計師(若有，請輸
入詢問事項及結果):
不適用
14.說明是否授權前任會計師對繼任會計師所提合理之詢問(包括上開所述不
同意見之情事)充分回答:
是
15.其他應敘明事項:
無"
1, 107/01/05, 20:00:06, 陳修偉, 執行副總經理, 02-21736696," 元大金控代子公司越南第一證券聯營公司公告臨時股東會重
要決議事項","　第
18 款	"," 107/01/05
","
1.股東臨時會日期:107/01/05
2.重要決議事項:
1）董監事選舉
2）公司章程修訂
3）公司名稱由“The First Securities Joint Stock Company”（越南第一證券聯營公
司）變更為“Yuanta Securities Vietnam Joint Stock Company”（元大證券越南股
份有限公司）
4）解除董事長與總經理不得兼任之限制
5）變更會計師事務所及簽證會計師
3.其他應敘明事項:公司更名案將俟主管機關核准後，進行後續相關程序"
2, 107/01/05, 20:13:03, 陳修偉, 執行副總經理, 02-21736696, 元大金控代子公司越南第一證券聯營公司公告董事異動事,"　第
6 款	"," 107/01/05
","
1.發生變動日期:107/01/05
2.選任或變動人員別（請輸入法人董事、法人監察人、獨立董事、自然人董事
  或自然人監察人）:自然人董事
3.舊任者職稱、姓名及簡歷:
Mr. Tran Thien The/越南第一證券聯營公司董事長
Mr. Quang Van Viet Cuong/越南第一證券聯營公司董事
吳敬堂先生/越南第一證券聯營公司董事
4.新任者職稱、姓名及簡歷:
郭烽祥先生/元大證券資深副總
林震銘先生/元大證券深圳代表處首席代表
王祥帆先生/元大證券專業襄理
5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「逝世」或「新任」）:辭職
6.異動原因:辭職
7.新任者選任時持股數:不適用
8.原任期（例xx/xx/xx ~ xx/xx/xx）:106/06/12-111/06/12
9.新任生效日期:107/01/05
10.同任期董事變動比率:3/5
11.同任期獨立董事變動比率:不適用
12.同任期監察人變動比率:不適用
13.屬三分之一以上董事發生變動（請輸入是或否）:是
14.其他應敘明事項:無"
3, 107/01/05, 20:25:08, 陳修偉, 執行副總經理, 02-21736696, 元大金控代子公司越南第一證券聯營公司公告董事長異動事,"　第
6 款	"," 107/01/05
","
1.董事會決議日期或發生變動日期:107/01/05
2.人員別（請輸入董事長或總經理）:董事長
3.舊任者姓名及簡歷:Mr. Tran Thien The/越南第一證券聯營公司董事長
4.新任者姓名及簡歷:Mr. Le Minh Tam/越南第一證券聯營公司董事
5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「職務調整」、「資遣」、
「退休」、「逝世」或「新任」）:辭職
6.異動原因:辭職
7.新任生效日期:107/01/05
8.其他應敘明事項:無"
4, 107/01/05, 20:34:00, 陳修偉, 執行副總經理, 02-21736696," 元大金控代子公司越南第一證券聯營公司公告重新選任現任
監事會成員","　第
6 款	"," 107/01/05
","
1.發生變動日期:107/01/05
2.選任或變動人員別（請輸入法人董事、法人監察人、獨立董事、自然人董事
  或自然人監察人）:自然人監事
3.舊任者職稱、姓名及簡歷:
Mr. Huynh Vinh Thanh/越南第一證券聯營公司監事長
Mr. Nguyen Danh Tung/越南第一證券聯營公司監事
Mr. Bui Thi Hong Tuyen/越南第一證券聯營公司監事
4.新任者職稱、姓名及簡歷:
Mr. Ong Cheow Keng/元大亞金副總經理
張淩嵐先生/元大證券專業經理
Mr. Huynh Nhat Hung/越南第一證券聯營公司稽核經理
5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「逝世」或「新任」）:辭職
6.異動原因:辭職
7.新任者選任時持股數:不適用
8.原任期（例xx/xx/xx ~ xx/xx/xx）:106/06/12 - 111/06/12
9.新任生效日期:107/01/05
10.同任期董事變動比率:不適用
11.同任期獨立董事變動比率:不適用
12.同任期監察人變動比率:3/3
13.屬三分之一以上董事發生變動（請輸入是或否）:否
14.其他應敘明事項:無"
5, 107/01/05, 20:46:06, 陳修偉, 執行副總經理, 02-21736696, 元大金控代子公司越南第一證券聯營公司公告總經理新任案,"　第
6 款	"," 107/01/05
","
1.董事會決議日期或發生變動日期:107/01/05
2.人員別（請輸入董事長或總經理）:總經理
3.舊任者姓名及簡歷:Mr. Tran Thien The
4.新任者姓名及簡歷:Mr. Le Minh Tam
5.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「職務調整」、「資遣」、
「退休」、「逝世」或「新任」）:新任
6.異動原因:新任
7.新任生效日期:不適用
8.其他應敘明事項:總經理新任案將俟當地主管機關核准後生效，並進行後續相關程序"
6, 107/01/09, 18:12:00, 陳修偉, 執行副總經理, 02-21736696, 元大金控代子公司元大證券(韓國)公告民事第一審判決結果,"　第
2 款	"," 107/01/09
","
1.法律事件之當事人:
原告: Jong-gu Kang 等20人
被告: 元大證券(韓國)等2人
2.法律事件之法院名稱或處分機關:韓國首爾中央地方法院
3.法律事件之相關文書案號:2014kagi3443
4.事實發生日:107/01/09
5.發生原委(含爭訟標的):原告等20人前以元大證券(韓國)等人為被告，主張渠等於
認購東洋集團發行之債券後，東洋集團旋即於2013年9月30日向法院聲請接管，故受
有損失，乃提起集體訴訟，請求被告等應賠償韓圜50,000,000,000元。
6.處理過程:案經韓國首爾中央地方法院判決程序駁回原告之請求，元大證券(韓國)於
今日收受判決書。
7.對公司財務業務影響及預估影響金額:本案對元大證券(韓國)及本公司財務、業務
均無影響。
8.因應措施及改善情形:無。
9.其他應敘明事項:本案原告於收受判決書後七日內仍可上訴。"
7, 107/01/09, 18:20:50, 陳修偉, 執行副總經理, 02-21736696," 元大金控代子公司元大證券公告財團法人臺灣基督復臨
安息日會、基督復臨安息日會醫療財團法人對元大證券向臺灣臺
北地方法院聲請調解","　第
2 款	"," 107/01/09
","
1.法律事件之當事人:聲請人：財團法人臺灣基督復臨安息日會、
基督復臨安息日會醫療財團法人，相對人：元大證券等2人
2.法律事件之法院名稱或處分機關:臺灣臺北地方法院
3.法律事件之相關文書案號:107年度北司調字第6號
4.事實發生日:107/01/09
5.發生原委(含爭訟標的):財團法人臺灣基督復臨安息日會、基
督復臨安息日會醫療財團法人就與元大證券等2人前於92/01/
17簽訂土地暨停車位買賣契約書所生爭議聲請調解，要求元大證券等2人
給付新臺幣伍億柒仟肆佰萬元整(其中新臺幣572,350,000元
整為連帶給付)。
6.處理過程:將委請律師參與調解
7.對公司財務業務影響及預估影響金額:對公司財務業務尚無重大影響
8.因應措施及改善情形:委請律師因應，以維公司權益
9.其他應敘明事項:無"
8, 107/01/10, 15:49:53, 陳修偉, 執行副總經理, 02-21736696," 元大金控公告本公司以子公司元大國際資產管理股份有限
公司減資取得資金新台幣5億元之資金運用情形","　第
49 款	"," 107/01/10
","
1.事實發生日:107/01/10
2.公司名稱:元大金融控股股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:
(1)本公司以子公司元大國際資產管理股份有限公司減資方式取得資金新台幣5億元乙
案，業經金融監督管理委員會106年10月13日金管銀控字第10600221310號函核准在案。
(2)依據「金融控股公司之子公司減資辦法」第五條第二項規定，金融控股公司子公司
減資後，應於每季結束後十日內，將該資金運用情形，輸入公開資訊觀測站。
6.因應措施:不適用。
7.其他應敘明事項:
本次資金用於充實本公司營運資金及償還短期借款。
其資金運用情形及進度如下：
(1)資金運用情形:
預定支用金額:5億元。
實際支用金額:5億元。
(2)計劃執行進度:
預定進度:100%。
實際進度:100%。
(3)本項計劃已於106年12月07日執行完畢。"
9, 107/01/10, 18:00:23, 陳修偉, 執行副總經理, 02-21736696, 元大金控公告106年12月份自結合併損益,"　第
49 款	"," 107/01/10
","
1.事實發生日:107/01/10
2.公司名稱:元大金融控股股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:公告本公司及重要子公司自行結算106年12月份獲利情形
　                    12月份              累積至12月份
　　　　　　 ------------------ -------------------------------
　             合併    母公司      合併    母公司
　             稅前    業主稅後    稅前    業主稅後    稅後每股
　　　　　　  (億元)   (億元)     (億元)   (億元)      盈餘(元)
　           -------- ---------- --------- ---------  ----------
元大金控       5.30      4.43      201.13    163.24       1.38
元大證券      11.40      9.38       96.70     81.64       1.49
元大銀行       4.99      4.26       74.51     67.37       1.58
大眾銀行      (5.81)    (8.69)       0.08     (6.61)     (0.18)
元大期貨       1.30      1.04       10.25      8.73       3.76
元大證金       0.33      0.29       22.24     20.89       5.22

以上資料係本公司自行結算結果，尚未經會計師查核簽證。

6.因應措施:無
7.其他應敘明事項:無"
10, 107/01/15, 16:36:26, 陳修偉, 執行副總經理, 02-21736696," 元大金控代子公司元大證券(韓國)公告收受民事第二審上
訴狀","　第
2 款	"," 107/01/15
","
1.法律事件之當事人:
原告: Jong-gu Kang等20人
被告: 元大證券(韓國)等2人
2.法律事件之法院名稱或處分機關:韓國首爾高等法院
3.法律事件之相關文書案號:2014kagi3443
4.事實發生日:107/01/15
5.發生原委(含爭訟標的): 原告等20人前以元大證券(韓國)等人為被告，主張渠等於
認購東洋集團發行之債券後，東洋集團旋即於2013年9月30日向法院聲請接管，故受
有損失，乃提起集體訴訟，請求被告等應賠償韓圜50,000,000,000元。前經韓國首爾
中央地方法院於2018年1月9日程序駁回。
6.處理過程:原告於2018年1月12日上訴，元大證券(韓國)今日收受原告第二審上訴
狀，將委任訴訟代理人進行後續程序。
7.對公司財務業務影響及預估影響金額:本案對元大證券(韓國)及本公司財務、業務
均無影響。
8.因應措施及改善情形:無。
9.其他應敘明事項:無。"
11, 107/01/17, 17:12:45, 陳修偉, 執行副總經理, 02-21736696," 元大金控代子公司元大證券補充公告107年1月9日財團法人臺
灣基督復臨安息日會、基督復臨安息日會醫療財團法人對元大證
券向臺灣臺北地方法院聲請調解事件","　第
2 款	"," 107/01/17
","
1.法律事件之當事人:聲請人：財團法人臺灣基督復臨安息日會、
基督復臨安息日會醫療財團法人，相對人：元大證券等2人
2.法律事件之法院名稱或處分機關:臺灣臺北地方法院
3.法律事件之相關文書案號:107年度北司調字第6號
4.事實發生日:107/01/17
5.發生原委(含爭訟標的):財團法人臺灣基督復臨安息日會(下稱
教會)、基督復臨安息日會醫療財團法人就教會與元大證券等2人前
於92/01/17簽訂土地暨停車位買賣契約書所生爭議聲請調解案，
今接獲聲請人民事調解聲請補充書繕本，更正其調解聲明為：元大
證券等2人應給付新臺幣玖億伍仟貳佰伍拾壹萬壹仟捌佰肆拾元整
(其中新臺幣9億5086萬1840元整為連帶給付)。
6.處理過程:將委請律師參與調解。
7.對公司財務業務影響及預估影響金額:對公司財務業務尚無重大影響。
8.因應措施及改善情形:委請律師因應，以維公司權益。
9.其他應敘明事項:本案前經本公司於107/1/9公告在案，因聲請人
聲請更正聲明，爰為補充公告。"
12, 107/01/18, 17:36:37, 陳修偉, 執行副總經理, 02-21736696," 元大金控代子公司元大銀行公告董事會代行股東臨時會
重要決議事項(通過修正「取得或處分資產處理程序」部分內容)","　第
18 款	"," 107/01/18
","
1.股東臨時會日期:107/01/18
2.重要決議事項:通過修正「取得或處分資產處理程序」部分內容
3.其他應敘明事項:不適用"
13, 107/01/18, 17:39:19, 陳修偉, 執行副總經理, 02-21736696," 元大金控代子公司元大銀行公告董事會決議參與台塑建設
事業股份有限公司為實施者之台塑大樓都市更新案","　第
51 款	"," 107/01/18
","
1.事實發生日:107/01/18
2.公司名稱:元大銀行　
3.與公司關係(請輸入本公司或子公司):子公司
4.相互持股比例::100%
5.發生緣由:元大銀行董事會決議參與台塑建設事業股份有限
公司為實施者之台塑大樓都市更新案
6.因應措施:無
7.其他應敘明事項:無"
14, 107/01/24, 16:05:41, 陳修偉, 執行副總經理, 02-21736696, 本公司代子公司元大銀行公告董事異動,"　第
6 款	"," 107/01/24
","
1.發生變動日期:107/01/24
2.法人名稱:元大金融控股股份有限公司
3.舊任者姓名及簡歷:陳建平/元大銀行董事
4.新任者姓名及簡歷:無
5.異動原因:辭任
6.原任期（例xx/xx/xx至xx/xx/xx）:105/06/01至108/05/31
7.新任生效日期:不適用
8.其他應敘明事項:本辭任案自107年2月1日生效"
15, 107/01/26, 16:42:08, 陳修偉, 執行副總經理, 02-21736696, 元大金控代子公司元大證券(香港)公告股東臨時會召開事宜,"　第
17 款	"," 107/01/26
","
1.董事會決議日期:107/01/26
2.股東臨時會召開日期:107/01/30
3.股東臨時會召開地點:台北市南京東路三段225號13樓
4.召集事由一、報告事項:不適用
5.召集事由二、承認事項:不適用
6.召集事由三、討論事項:公司章程修訂
7.召集事由四、選舉事項:不適用
8.召集事由五、其他議案:不適用
9.召集事由六、臨時動議:不適用
10.停止過戶起始日期:NA
11.停止過戶截止日期:NA
12.其他應敘明事項:無"
16, 107/01/29, 17:17:43, 陳修偉, 執行副總經理, 02-21736696, 元大金控代子公司元大儲蓄銀行(菲律賓)公告會計主管異動,"　第
8 款	"," 107/01/29
","
1.人員變動別（請輸入發言人、代理發言人、重要營運主管(如:執行長、營運
長、行銷長及策略長等)、財務主管、會計主管、研發主管、內部稽核主管或訴
訟及非訟代理人）:會計主管
2.發生變動日期:107/01/29
3.舊任者姓名、級職及簡歷:Mispah Joy N. Panelo/Pro-Manager
4.新任者姓名、級職及簡歷:無
5.異動情形（請輸入「辭職」、「職務調整」、「資遣」、「退休」、「死亡」、「新
任」或「解任」）:辭職
6.異動原因:辭職
7.生效日期:107/02/01
8.其他應敘明事項:由現任會計副主管蘇俞維暫代"
17, 107/01/30, 16:43:29, 陳修偉, 執行副總經理, 02-21736696," 元大金控代子公司元大證券(香港)公告股東臨時會重要決議
事項","　第
18 款	"," 107/01/30
","
1.股東臨時會日期:107/01/30
2.重要決議事項:通過公司章程修訂
3.其他應敘明事項:無"
18, 107/01/31, 11:14:01, 陳修偉, 執行副總經理, 02-21736696," 元大金控澄清媒體報導「元大銀總座金家琳請辭」及
「莊有德將升任元大銀總座」內容","　第
51 款	"," 107/01/31
","
1.事實發生日:107/01/31
2.公司名稱:元大金融控股股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.傳播媒體名稱:自由時報及工商時報
6.報導內容:自由時報C03版「元大銀總座金家琳請辭」及工商時報A15版「莊有德
將升任元大銀總座」內容提及元大銀行預定於本週四召開董事會通過元大銀行
總經理人事案。
7.發生緣由:不適用
8.因應措施:
(1)關於元大銀行總經理金家琳請辭，莊有德升任之媒體報導，本公司不予置評。
(2)元大銀行倘有總經理異動案，均將依照主管機關法令辦理。
9.其他應敘明事項:無"
19, 107/01/31, 17:23:40, 陳修偉, 執行副總經理, 02-21736696," 元大金控代子公司元大投信公告董事會通過對關係人
捐贈事宜","　第
43 款	"," 107/01/31
","
1.事實發生日:107/01/31
2.捐贈原由:支持財團法人元大文教基金會工作計畫
3.捐贈金額:新台幣500萬元
4.受贈對象:財團法人元大文教基金會
5.與公司關係:利害關係人
6.表示反對或保留意見之獨立董事姓名及簡歷:不適用
7.前揭獨立董事表示反對或保留之意見:不適用
8.其他應敘明事項:無"
20, 107/01/31, 17:32:28, 陳修偉, 執行副總經理, 02-21736696," 元大金控代子公司元大投信公告董事會通過對關係人
捐贈事宜","　第
43 款	"," 107/01/31
","
1.事實發生日:107/01/31
2.捐贈原由:支持財團法人元大寶華綜合經濟研究院辦理綜合經濟之研究
3.捐贈金額:新台幣230萬元
4.受贈對象:財團法人元大寶華綜合經濟研究院
5.與公司關係:其他利害關係人
6.表示反對或保留意見之獨立董事姓名及簡歷:不適用
7.前揭獨立董事表示反對或保留之意見:不適用
8.其他應敘明事項:無"
