,發言日期,發言時間,發言人,發言人職稱,發言電話,主旨,符合條款,事實發生日,說明
0, 107/01/26, 18:43:28, 梁翠嫚, 經理, 02-22215266, 代子公司西安矽力杰半導體技術有限公司公告取得不動產,"　第
20 款	"," 107/01/26
","
1.標的物之名稱及性質（如坐落台中市北區ＸＸ段ＸＸ小段土地）:
西安市高新區錦業一路10號金谷融城9F/10F
2.事實發生日:107/1/26~107/1/26
3.交易單位數量（如ＸＸ平方公尺，折合ＸＸ坪）、每單位價格及交易總金額:
交易單位數量：3,850.4平方公尺
每單位價格：人民幣10,800元/平方公尺
交易總金額：人民幣41,584,320元
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關
係人者，得免揭露其姓名）:
交易相對人：陜西中投融城房地產開發有限公司
與公司之關係：不適用
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之
所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期
及移轉金額:
不適用
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係
人之取得及處分日期、價格及交易當時與公司之關係:
不適用
7.預計處分利益（或損失）（取得資產者不適用）（遞延者應列表說明
認列情形）:
不適用
8.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
訂購協議簽訂日支付人民幣1,000,000元，
9F買賣合約成立日支付人民幣19,992,160元，
10F簽訂買賣補充協議支付人民幣8,592,160元，
10F買賣合約成立日支付人民幣12,000,000元。
9.本次交易之決定方式（如招標、比價或議價）、價格決定之參考依據及
決策單位:
交易決定方式：依公司取得或處分資產處理程序辦理
價格決定之參考依據：參考估價結果後經雙方議定
決策單位：董事會
10.專業估價者事務所或公司名稱及其估價金額:
浙江華夏資產評估有限公司；人民幣51,911,093元
11.專業估價師姓名:
戴維靜、方正洪
12.專業估價師開業證書字號:
戴維靜:33070010
方正洪:33000211
13.估價報告是否為限定價格、特定價格或特殊價格:否或不適用
14.是否尚未取得估價報告:否或不適用
15.尚未取得估價報告之原因:
不適用
16.與交易金額比較有重大差異原因及會計師意見:
不適用
17.經紀人及經紀費用:
不適用
18.取得或處分之具體目的或用途:
吸引西安當地高科技人才，取得政府配套優惠政策
19.本次交易表示異議之董事之意見:
無
20.本次交易為關係人交易:否
21.董事會通過日期:
不適用
22.監察人承認或審計委員會同意日期:
不適用
23.本次交易係向關係人取得不動產:否
24.依「公開發行公司取得或處分資產處理準則」第十五條規定
評估之價格:不適用
25.依前項評估之價格較交易價格為低者，依同準則第十六條規
定評估之價格:不適用
26.其他敘明事項:
無。"
1, 107/01/26, 18:43:46, 梁翠嫚, 經理, 02-22215266," 代子公司矽力杰半導體技術(杭州)有限公司公告增資西安矽
力杰半導體技術有限公司","　第
20 款	"," 107/01/26
","
1.事實發生日:自民國107/1/26至民國107/1/26
2.本次新增（減少）投資方式:
經董事會通過由矽力杰半導體技術(杭州)有限公司增資人民幣65,000,000元
3.交易單位數量、每單位價格及交易總金額:
交易單位數量：不適用
每單位價格：不適用
交易總金額：人民幣65,000,000元
4.大陸被投資公司之公司名稱:
西安矽力杰半導體技術有限公司
5.前開大陸被投資公司之實收資本額:
人民幣91,000,000元（含本次）
6.前開大陸被投資公司本次擬新增資本額:
人民幣65,000,000元
7.前開大陸被投資公司主要營業項目:
電子元器件等產品之研發、設計及銷售
8.前開大陸被投資公司最近年度財務報表會計師意見型態:
不適用
9.前開大陸被投資公司最近年度財務報表淨值:
新台幣65,162仟元
10.前開大陸被投資公司最近年度財務報表損益金額:
淨損新台幣45,546仟元
11.迄目前為止，對前開大陸被投資公司之實際投資金額:
人民幣91,000,000元（含本次）
12.交易相對人及其與公司之關係:
西安矽力杰半導體技術有限公司；為本公司間持持股100%之孫公司
13.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉
之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期及移轉金額:
選定關係人為交易對象之原因:取得西安矽力杰新辦公樓所需房款、充實營運資金，
擴大營運規模
前次移轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係:不適用
14.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取得
及處分日期、價格及交易當時與公司之關係:
不適用
15.處分利益（或損失）:
不適用
16.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定事項:
授權董事長辦理增資
17.本次交易之決定方式、價格決定之參考依據及決策單位:
依本公司董事會決議
18.經紀人:
不適用
19.取得或處分之具體目的:
取得西安矽力杰新辦公樓所需房款、充實營運資金，擴大營運規模
20.本次交易表示異議董事之意見:
無。
21.本次交易為關係人交易:是
22.董事會通過日期:
民國107年1月26日
23.監察人承認或審計委員會同意日期:
民國107年1月26日
24.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）:
不適用
25.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
實收資本額之比率:
不適用
26.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
總資產之比率:
不適用
27.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
歸屬於母公司業主之權益之比率:
不適用
28.迄目前為止，實際赴大陸地區投資總額:
新台幣2,734,321仟元
29.迄目前為止，實際赴大陸地區投資總額占最近期財務報表實收資本額之比率:
312.89%
30.迄目前為止，實際赴大陸地區投資總額占最近期財務報表總資產之比率:
23.79%
31.迄目前為止，實際赴大陸地區投資總額占最近期財務報表歸屬於母公司業主之權益之比率:
27.28%
32.最近三年度認列投資大陸損益金額:
105年投資利益新台幣711,955仟元；
104年投資利益新台幣551,648仟元；
103年投資利益新台幣174,287仟元。
33.最近三年度獲利匯回金額:
105年新台幣0元；
104年新台幣0元；
103年新台幣0元。
34.本次交易會計師出具非合理性意見:不適用
35.其他敘明事項:
無。"
2, 107/03/19, 14:48:41, 梁翠嫚, 經理, 02-22215266, 公告本公司參加機構投資人說明會,"　第
12 款	"," 107/03/21
","
符合條款第四條第XX款：12
事實發生日：107/03/21
1.召開法人說明會之日期：107/03/21
2.召開法人說明會之時間：14 時 00 分 
3.召開法人說明會之地點：臺灣證券交易所1樓資訊展示中心
4.法人說明會擇要訊息：本公司受邀參加臺灣證券交易所所舉辦之法人說明會，就本公司已公開發布之財務數字、經營績效等相關資訊做說明。
5.其他應敘明事項：無。
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
3, 107/03/20, 15:31:16, 梁翠嫚, 經理, 02-22215266, 公告本公司取得會計師2017年內部控制制度專案審查報告,"　第
29 款	"," 107/03/20
","
1.取得會計師「內部控制專案審查報告」日期:107/03/20
2.委請會計師執行內部控制專案審查日期:106/01/01~106/12/31
3.委請會計師執行內部控制專案審查之緣由:依主管機關規定辦理。
4.申報公告「內部控制專案審查報告」內容之日期:107/03/20
5.意見類型:標準式無保留意見。
6.其他應敘明事項(內部控制專案審查報告全文請至公開資訊觀測站查閱，路徑為：公司
治理/內部控制專區/內部控制審查報告):無。"
4, 107/03/20, 17:10:09, 梁翠嫚, 經理, 02-22215266, 本公司106年第4季度財務報告,"　第
51 款	"," 107/03/20
","
1.事實發生日:107/03/20
2.公司名稱:矽力杰股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:
矽力杰股份有限公司107年3月20日董事會通過106年第4季度財務報告，106年營業
收入為新台幣8,599,237仟元，與上年度同期相比增加20%。本期營業毛利新台幣
4,104,605仟元，本期毛利率48%。營業淨利新台幣1,871,241仟元，稅前淨利新台
幣1,862,387仟元。稅後本年度淨利新台幣1,808,017仟元，本期稅後淨利率21%，
基本每股盈餘為新台幣21.20元。106年12月31日資產總計新台幣12,091,458仟元，
負債總計新台幣1,521,052仟元，實收股本新台幣877,326仟元，股東權益總計新
台幣10,570,406仟元。
6.因應措施:無。
7.其他應敘明事項:無。"
5, 107/03/20, 17:19:13, 梁翠嫚, 經理, 02-22215266, 本公司董事會決議股利分派,"　第
14 款	"," 107/03/20
","
1. 董事會決議日期：107/03/20
2. 股東配發內容：
　(1)盈餘分配之現金股利(元/股)：6.00000000
　(2)法定盈餘公積、資本公積發放之現金(元/股)：0
　(3)股東配發之現金(股利)總金額(元)：526,395,672
　(4)盈餘轉增資配股(元/股)：0
　(5)法定盈餘公積、資本公積轉增資配股(元/股)：0
　(6)股東配股總股數(股)：0
3. 其他應敘明事項：
無
4. 普通股每股面額欄位：新台幣                 10.0000元"
6, 107/03/20, 17:19:37, 梁翠嫚, 經理, 02-22215266, 本公司董事會決議召開2018年股東常會,"　第
17 款	"," 107/03/20
","
1.董事會決議日期:107/03/20
2.股東會召開日期:107/06/08
3.股東會召開地點:新北市中和區中正路631號(福朋酒店三樓會議廳)
4.召集事由一、報告事項:
1.2017年度營業報告
2.審計委員會查核報告
3.2017年度員工酬勞及董事酬勞分派情形報告
5.召集事由二、承認事項:
1.2017年度營業報告書及合併財務報告案
2.2017年度盈餘分派案
6.召集事由三、討論事項:
1.修訂「公司章程」案
2.發行限制員工權利新股案
7.召集事由四、選舉事項:無。
8.召集事由五、其他議案:無。
9.召集事由六、臨時動議:無。
10.停止過戶起始日期:107/04/10
11.停止過戶截止日期:107/06/08
12.其他應敘明事項:無。"
7, 107/03/20, 18:13:20, 梁翠嫚, 經理, 02-22215266, 本公司董事會決議發行員工認股權憑證,"　第
11 款	"," 107/03/20
","
1.董事會決議日期:107/03/20
2.發行期間:於主管機關申報生效通知到達之日起一年內發行，得視實際需要，一次或
分次發行，實際發行日期授權由董事長訂定之
3.認股權人資格條件:
(一)以本公司、本公司之國內、外子公司及本公司具有控制力之轉投資公司編制內全
    職正式員工為限。
(二)實際得為認股權人之員工及其所得認股權之數量，將參酌包括但不限於資歷、年
    資、職級、工作績效及整體貢獻或特殊功績，由董事長核訂後提報董事會同意。
(三)本公司給與單一員工依發行人募集與發行有價證券處理準則(以下簡稱「募發準
則」)第五十六條之一第一項規定發行員工認股權憑證累計得認購股數，加計累計取
得限制員工權利新股之合計數，不得超過發行股份總數之千分之三，且加計本公司
依募發準則第五十六條第一項規定發員工認股權憑證累計給與單一員工得認購股數，
不得超過已發行股份總數之百分之一。
4.員工認股權憑證之發行單位總數:1,350,000單位
5.每單位認股權憑證得認購之股數:每單位認股權憑證得認購股數為1股本公司普通股
6.因認股權行使而須發行之新股總數或依證券交易法第二十八條之二
規定須買回之股數:本次因認股權行使而需發行之普通股新股總數為1,350,000股。
7.認股價格:以本員工認股權憑證發行當日本公司普通股收盤價格為認股價格。
8.認股權利期間:
認股權人被授予認股權憑證屆滿二年後，分別依下列時程行使認股權利。本認股權
憑證之存續期間為十年，期間屆滿而未行使之認股權將註銷：
(1)A類，發行數量600,000單位，依下列時程行使認股權利：
   認股權憑證授予期間        可行使認股權比例( 累計)
   屆滿二年(第三年起)                  40％
   屆滿三年(第四年起)                  60％
   屆滿四年(第五年起)                  80％
   屆滿五年(第六年起)                 100％
(2)B類，發行數量750,000單位，於該認股權憑證發行屆滿三年後，員工可執行認
   購數額為個別獲配可認購數額之百分之百。
2.認股權人自公司授予員工認股權憑證後，遇有違反勞動契約、委任契約或工作規則
等事由時，本公司有權就尚未具行使權之認股權憑證及已具行使權而尚未行使之認股
權憑證予以收回並註銷。
9.認購股份之種類:本公司普通股股票。
10.員工離職或發生繼承時之處理方式:
1.自願離職、解雇、資遣、退休
  依本條第(二)項規定已具行使權之認股權憑證，得自事實發生日起3個月內（惟不
  得逾越本認股權憑證之存續期間）行使認股權利，若適逢本辦法所定不得行使認股
  期間，其行使期間自得行使日起，按無法行使之日數順延之，未於前述期間內行使
  權利者，視同放棄認股權利。未具行使權之認股權憑證，於事實發生日即視為放棄
  認股權利。
2.轉任關係企業
  因公司營運所需，員工經核定須轉任公司關係企業，員工於轉任時其已被授予認股
  權憑證之權利義務均不受影響。
3.辦理留職停薪
  員工經本公司核准辦理留職停薪者，其已被授予認股權憑證之權利義務均不受影響。
4.因受職業災害殘疾、死亡或一般死亡者
  (1)已授予之認股權憑證，於認股權人因受職業災害致身體殘疾而無法繼續任職者，
     於認股權人離職時，可以行使全部已到期之認股權利。惟仍應於被授予認股權憑
     證屆滿二年後方得行使，該認股權利，應自離職日起或被授予認股權憑證屆滿二
     年時起（以日期較晚者為主）始得行使之。
  (2)已授予之認股權憑證，於認股權人死亡時，繼承人可以行使全部之認股權利。惟
     仍應於被授予認股權憑證屆滿二年後方得行使外，該認股權利，應自死亡日起或
     被授予認股權憑證屆滿二年時起（以日期較晚者為主）始得行使之。因法定繼承
     而應得行使本認股權憑證之認股權者，應於事實發生後依認股權人所屬國繼承相
     關法令及「公開發行股票公司股務處理準則」繼承過戶相關規定，完成法定之必
     要程序並提供相關證明文件，才得以申請行使其應繼承部份之認購權利，惟任何
     申請及認購程序不得逾本認股權憑證之有效存續期間。
11.其他認股條件:無。
12.履約方式:
(一)以本公司發行新股交付，由本公司以無實體帳簿劃撥發行新股方式交付之。
(二)新股交付對象為在大陸地區設有戶籍之境外子公司員工者，則交付至本公司或境
    外子公司開立於保管機構之「大陸籍員工集合投資專戶」。該帳戶僅限於賣出該
    等員工因行使認購有價證券權利及因讓受與配發取得之股票，不得從事其他證券
    買賣交易。
13.認股價格之調整:
(一)本認股權憑證發行後，除本公司所發行具有普通股轉換權或認股權之各種有價證
    券換發普通股股份或因員工紅利發行新股外，遇有本公司普通股股份發生變動時
    (包括辦理現金增資、盈餘轉增資、資本公積轉增資、合併或受讓他公司股份發
    行新股、股份分割及辦理現金增資參與發行海外存託憑證等)，認股價格依下列
    公式調整之(計算至新台幣角為止，分以下四捨五入)：
    調整後認股價格＝調整前認股價格 ×〔已發行股數+(每股繳款金額 × 新股發行
    股數)/每股時價〕/(已發行股數+新股發行股數)
1.已發行股數係指普通股已發行股份總數，應扣除本公司買回惟尚未註銷或轉讓之庫
  藏股。
2.每股繳款金額如係屬無償配股或股票分割，則其繳款金額為零。
3.遇有調整後認股價格高於調整前認股價格時，則不予調整。
4.整後認股價格低於普通股股票面額時，以普通股股票面額為認股價格。
5.與他公司合併或受讓他公司股份發行新股時，增資新股每股繳款金額為合併或受讓
  他公司股份基準日前三十個營業日本公司普通股平均收盤價。
(二)本認股權憑證發行後，遇有本公司發放普通股現金股利，每股發放金額占每股時
    價之比率超過百分之一點五者，認股價格依下列公式調整之 (計算至新台幣角為
    止，分以下四捨五入)：
    調整後認股價格＝調整前認股價格 × (1–發放普通股現金股利/每股時價)。
1.前述每股時價之訂定，應以現金股息停止過戶除息公告日前一、三、五個營業日擇
  一計算普通股收盤價之簡單算術平均數為準。
2.遇有同時發放現金股利及股票股利(含盈餘轉增資及資本公積轉增資)時，則先依現
  金股利金額調整認股價格後，再依股票股利金額調整認股價格。
(三)本認股權憑證發行後，如遇非因庫藏股註銷之減資致普通股股份減少時，認股價
    格依下列公式調整之(計算至新台幣角為止，分以下四捨五入)。
1.減資彌補虧損時
  調整後認股價格＝調整前認股價格 × (減資前已發行股數/減資後已發行股數)
2.現金減資時
  調整後認股價格＝（調整前認股價格–每股退還現金金額）×（減資前已發行股數/
  減資後已發行股數)
(四)遇本公司辦理盈餘轉增資及資本公積轉增資時，僅依本條第(一)項規定調整認股
    價格，不另增發員工認股權憑證或調整認股股數。
14.行使認股權之程序:
(一)認股權人除依法暫停過戶期間及本條第(四)項規定外，得依本辦法向本公司提出
    申請行使認股權利。
(二)本公司於受理認股之請求後，通知認股權人於期限內至指定銀行繳納股款，逾期
    未繳款者，視同自願放棄該次請求之認股權利，該次已請求但未繳款之部份視為
    未認購，認股權人需再次重新辦理認購請求。且認股權人一經繳款後，即不得撤
    銷認股繳款。
(三)本公司於確認收足股款後，指示本公司股務代理機構將員工認購之股數及員工姓
    名登載於本公司股東名簿，並於五個營業日內以集保劃撥方式發給本公司新發行　
    之普通股股票，上述普通股股票自向認股權人交付之日起上市買賣。
(四)認股權人除於下列期間不得行使認股權外，得於本辦法第五條第(二)項規定之範
    圍與期限內，向本公司股務代理機構提出申請。
    1.當年度股東會召開前之法定停止過戶期間。
    2.自本公司向台灣證券交易所洽辦無償配股停止過戶日、現金股息停止過戶日或
      現金增資認股停止過戶日前十五個營業日起，至權利分派基準日止。
    3.辦理減資之減資基準日起至減資換發股票開始交易日前一日止。
(五)本公司應於每季結束後十五日內，將前一季因員工認股權憑證行使認購所交付之
    股票數額予以公告，並於每季至少一次，向公司登記之主管機關申請已完成認股
    股份資本額變更登記。
15.認股後之權利義務:
本公司依本辦法所交付之普通股，其權利義務與本公司普通股股票相同；認股權
人依本辦法所認購之股票及其交易所產生之稅賦，按主管機關所訂之相關稅務規
定辦理。
16.附有轉換、交換或認股者，其換股基準日:不適用。
17.附有轉換、交換或認股者，對股權可能稀釋情形:不適用。
18.其他重要約定事項:
(一)保密規定：認股權人經授予認股權憑證後，應遵守保密規定，除法令或主管
    機關要求外，不得洩露被授予之認股權憑證相關內容及數量，若有違反之情
    事，依本辦法第五條第(二)項第2款辦理。
(二)本辦法應經董事會三分之二以上董事出席及出席董事超過二分之ㄧ以上同意
    通過，並報經主管機關核准後生效，實際發行前若有修正時亦同。
(三)如有未盡事宜，悉依相關法令規定辦理。
19.其他應敘明事項:無。"
8, 107/03/20, 18:25:42, 梁翠嫚, 經理, 02-22215266, 本公司董事會決議發行限制員工權利新股,"　第
11 款	"," 107/03/20
","
1.董事會決議日期:107/03/20
2.預計發行價格:本次限制員工權利新股為無償發行。
3.預計發行總額(股):300,000股
4.既得條件:
既得條件分為A、B類兩種：
(1)A類，發行數量250,000股，自給與日起任職屆滿一年，員工自獲配限制員工權利
   新股後於各既得日當日仍在職且公司達成公司營運目標者，既得100%限制員工權
   利新股。
(2)B類，發行數量50,000股，自給與日起任職屆滿三年，員工自獲配限制員工權利
   新股後於各既得日當日仍在職且公司達成公司營運目標者，既得100%限制員工權
   利新股。
公司營運目標指既得日前一年度公司毛利率(Gross Margin)及營業利益率(Operating
Margin)分別不低於同業公司聯發科技股份有限公司、聯詠科技股份有限公司及瑞昱
半導體股份有限公司同年度之平均水準。
5.員工未符既得條件或發生繼承之處理方式:
(一)員工未達成既得條件之處理方式：
1.自願離職、解雇、資遣、辦理留職停薪者，其之前獲配尚未既得之股
  份，本公司向員工無償收回。
2.未達既得條件之限制員工權利新股可參與本公司之配股，不參加本公
  司之配息、現金增資認股及表決權等。
3.既得條件未成就前，員工違反發行辦法的規定終止或解除本公司之代
  理授權，本公司向員工無償收回。
4.未達既得條件之限制員工權利新股，本公司將依發行辦法之約定向員
  工無償收回其股份並辦理註銷。
5.自本公司股票依法暫停過戶期間、無償配股停止過戶日、現金股息停
  止過戶日或現金增資認股停止過戶日前十五個營業日起，至權利分派
  基準日止、辦理減資之減資基準日起至減資換發股票開始交易日前一
  日止，此期間達成既得條件之員工，其解除限制之股份仍未享有表決
  權、認股及配息之權利。
(二)下列原因發生時，尚未既得之限制員工權利新股依下列方式處理方式：
1.退休：退休者尚未既得之限制員工權利新股，其之前獲配尚未既得之股
  份，本公司向員工無償收回。
2.轉任關係企業：因公司營運所需，員工經核定須轉任公司關係企業，其
  尚未既得之限制員工權利新股，員工於轉任時其已發給之限制員工權利
  新股之權利不變。
3.因受職業災害殘疾、死亡或一般死亡者：
  (1)因受職業災害致身體殘疾而無法繼續任職者，尚未既得之限制員工權
     利新股，於離職時，員工可全數既得。
  (2)因受職業災害致死亡或一般死亡者，尚未既得之限制員工權利新股，
     視為全數既得。繼承人於完成法定之必要程序並提供相關證明文件，
     得以申請領受其應繼承之股份或經處分之權益。
(三)對於本公司無償收回之限制員工權利新股，本公司將予註銷。
6.其他發行條件:
獲配限制員工權利新股之員工，應遵守保密規定，除法令或主管機關要求
外，不得洩漏獲配股份之數量及所有相關內容。員工若有違反之情事且經
公司認為情節重大者，對於尚未達成既得條件之限制員工權利新股，該員
工立即喪失受領股份之資格，本公司有權得無償收回其股份並辦理註銷。
7.員工之資格條件:
(1)本辦法適用於本公司及國內、外子公司編制內全職正式員工為限。
(2)實際被給與員工及可獲得限制員工權利新股之數量，將參酌包括但不限於資歷、
   年資、職級、工作績效及整體貢獻或特殊功績，依本辦法第五條(一)既得條件，
   由董事長核訂後提報董事會同意。
(3)本公司給與單一員工依發行人募集與發行有價證券處理準則(以下簡稱「募發準
   則」)第五十六條之一第一項規定發行員工認股權憑證累計得認購股數，加計累
   計取得限制員工權利新股之合計數，不得超過發行股份總數之千分之三，且加計
   本公司依募發準則第五十六條第一項規定發員工認股權憑證累計給與單一員工得
   認購股數，不得超過已發行股份總數之百分之一。
8.辦理本次限制員工權利新股之必要理由:
本公司為吸引及留任公司所需人才，並激勵員工及提升員工向心力，以期共同創造
公司及股東之利益。
9.可能費用化之金額:
本次發行限制員工權利新股300,000股，以2018年3月19日收盤價每股新台幣668元為
估算基礎，估計可能費用化金額共約新台幣200,400仟元，對發行後的第一年到第三
年度每年分攤之費用化金額分別為新台幣178,134仟元、11,133仟元、及11,133仟元。
10.對公司每股盈餘稀釋情形:
對公司發行後第一年到第三年每股盈餘影響各約2.03元、0.13元及0.13元（以目前本
公司已發行股份87,733仟股計算）。然本公司預估未來獲利仍將持續成長，故對未來
每股盈餘稀釋情形尚屬有限。
11.其他對股東權益影響事項:無。
12.員工獲配或認購新股後未達既得條件前受限制之權利:
未達既得條件前股份權利受限情形：
1.未達既得條件前，員工不得將該限制員工權利新股出售、質押、轉讓、贈與他人、
  設定，或作其他方式之處分。
2.未達既得條件之限制員工權利新股可參與本公司之配股，不參加本公司之配息、現
  金增資認股及表決權等。
3.限制員工權利新股發行後，員工應依約定立即將之交付信託或保管，且於既得條件
  未成就前，不得以任何理由或方式向受託人或保管銀行請求返還限制員工權利新股。
13.其他重要約定事項(含股票信託保管等):
限制員工權利新股交付信託或保管期間得由本公司全權代理員工與股票信託機構或保管
銀行進行(包括但不限於)信託或保管契約之商議、簽署、修訂、展延、解除、終止，及
信託或保管財產之交付、運用及處分指示。
14.其他應敘明事項:無。"
9, 107/03/22, 10:22:10, 梁翠嫚, 經理, 02-22215266, 說明2018年3月22日媒體報導,"　第
51 款	"," 107/03/22
","
1.事實發生日:107/03/22
2.公司名稱:矽力杰股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.傳播媒體名稱:自由時報
6.報導內容:「矽力：今年再拚20%成長…」
7.發生緣由:因應媒體報導澄清。
8.因應措施:
媒體所述係為自行推估報導，本公司並未發佈涉及財務預測之相關訊息，有關本公
司財務及業務資訊，請以本公司公告於公開資訊觀測站之資料為準。
9.其他應敘明事項:無。"
