,發言日期,發言時間,發言人,發言人職稱,發言電話,主旨,符合條款,事實發生日,說明
0, 109/01/10, 13:37:47, 吳嘉昭, 董事長, (02)27122211, 公告本公司2019年12月合併營業額,"　第
51 款	"," 109/01/10
","
1.事實發生日:109/01/10
2.公司名稱:南亞塑膠工業股份有限公司。
3.與公司關係(請輸入本公司或子公司):本公司。
4.相互持股比例:不適用。
5.發生緣由:公告本公司2019年12月合併營業額。
6.因應措施:無。
7.其他應敘明事項:
一、2019年12月合併營業額與2019年11月比較：
2019年12月合併營業額為23,946,748仟元，與2019年11月比較增加4.1億元，成長
1.7%，其中銷售量差增加6.3億元，銷售價差減少2.2億元。依產品別說明如下：
(一)電子材料產品營業額增加4.4億元(量差+7.0、價差-2.6)。
環氧樹脂受春節假期前備料需求影響，銷售量增加，電路板則因行動裝置與電腦加速
處理器用途訂單增加，營收成長。
(二)聚酯產品營業額減少0.8億元(量差+0.1、價差-0.9)。
美國南卡廠受聖誕節連續假期影響，營收減少。
(三)化工產品營業額微幅成長0.1億元(量差-1.0、價差+1.1)。
1.可塑劑減少1.3億元(量差-1.2、價差-0.1)：
寧波廠11/28~12/16定檢，營收減少。
2.EG減少0.3億元(量差-1.6、價差+1.3)：
(1)銷售量方面：主要是上月美國德州EG廠銷售越南增加，本月相對減少。
(2)售價方面：EG售價較上月上漲5.7%，價差有利。
3.BPA增加1.8億元(主要係量差)：
外銷數量增加，營收成長。
(四)塑膠產品、工程及配電盤營業額皆微幅成長。
2019年12月合併營業額與2018年12月比較：
與2018年12月比較，減少8.7億元，減幅3.5%，其中銷售量差增加15.8億元，銷售價差
減少24.5億元。依產品別說明如下：
(一)化工產品營業額減少18.6億元(量差-8.1、價差-10.5)。
1.EG減少9億元(量差-2.8、價差-6.2)：
(1)銷售量方面：主要是德州EG廠2018年部分11月訂單因船期延至12月交運，使2019年
12月的銷量相對減少。
(2)售價方面：EG售價較2018年12月下跌17.5%，營收減少。
2.可塑劑系列產品減少7億元(量差-5.5、價差-1.5)：
中美貿易衝突持續影響下游加工業，使產品營收減少。
3.BPA減少1.4億元(量差+1.2、價差-2.6)：
原料價格下跌，使BPA售價下滑15.3%，營收減少。
(二)聚酯產品營業額減少6億元(量差+1.8、價差-7.8)。
原料PTA、EG價格低於2018年，致產品售價下跌，營收減少。
(三)電子材料產品營業額增加17.5億元(量差+23.2、價差-5.7)。
受到原料價格普遍下跌影響，產品價格低於2018年；但受惠於5G產業相關的硬體建設與
應用元件開發，帶動了電路板及各類電子材料產品銷售量增加，營收成長。
(四)塑膠產品、工程及配電盤營業額持平。"
1, 109/01/10, 13:38:35, 吳嘉昭, 董事長, (02)27122211, 公告本公司2019年第4季自結合併損益,"　第
51 款	"," 109/01/10
","
1.事實發生日:109/01/10
2.公司名稱:南亞塑膠工業股份有限公司。
3.與公司關係(請輸入本公司或子公司):本公司。
4.相互持股比例:不適用。
5.發生緣由:公告本公司2019年第4季自結合併損益。
6.因應措施:無。
7.其他應敘明事項:
一、2019年第4季自結合併損益與2019年第3季比較
(一)2019年第4季合併營業額716億8,559萬元，較上季減少1億9,976萬元，微幅減少
0.3%，其中銷售量差增加6.5億元，銷售價差減少8.5億元。聚酯產品因原料價格下跌，
同業低價競爭，致售價下滑；塑膠、化工、電子材料則營運增溫，銷售量增加。
(二)2019年第4季合併稅前利益49億7,673萬元，較上季減少39億1,451萬元：
1.營業利益34.3億元，較上季增加14.6億元，成長73.8%：
電路板等電子材料產品因5G及雲端運算發展，獲利增加最多；其他產品(化工、聚酯、
塑膠)則因中美貿易紛爭預期逐漸緩和，獲利亦有增加。
2.權益法投資收益16.1億元，較上季減少23.6億元：
(1)認列台塑石化16.4億元，較上季減少12.3億元；
(2)認列麥寮汽電-0.5億元，較上季不利3.9億元；
(3)認列南亞科3.8億元，較上季減少2.8億元。
3.第4季無股利收入，較第3季不利23.4億元。
4.外幣兌損6.3億元，較上季不利8.8億元。
(三)2019年第4季歸屬母公司稅後利益為41億4,280萬元，每股稅後盈餘0.52元。
二、2019年度自結合併損益與2018年度比較：
(一)2019年度合併營業額2,863億4,282萬元，較2018年度減少467億1,873萬元，其中
銷售量差減少135.5億元，銷售價差減少331.7億元。主要是各產品市場供給大多增加或
持平，而因競爭激烈、產品價格偏低，部份產線不敷成本而停車減產，導致營收減少。
其中以化工產品(EG及BPA為主)減少最多，其次為聚酯產品。
(二)2019年度合併稅前利益266億4,170萬元，較2018年度減少348億8,347萬元，
主要為：
1.營業利益99.8億元，較2018年度減少194.4億元：
以化工產品衰退最多，主要是EG及BPA獲利減少最多，此外電子材料產品、聚酯產品、
塑膠產品獲利也都不如2018年。
2.權益法投資收益117.3億元，較2018年度減少144.5億元：
(1)認列南亞科29.2億元，較2018年度減少86.8億元；
(2)認列台塑石化85.0億元，較2018年度減少53.8億元。
3.股利收入不利3.8億元。
4.外幣兌盈0.9億元，較2018年度不利10.5億元。
(三)2019年度歸屬母公司稅後利益為230億6,952萬元；每股稅後盈餘2.91元。"
2, 109/01/15, 18:09:30, 吳嘉昭, 董事長, (02)27122211, 代子公司文菱科技公司公告取得使用權資產,"　第
20 款	"," 109/01/15
","
1.標的物之名稱及性質（如坐落台中市北區ＸＸ段ＸＸ小段土地）:
新北市泰山區南林路118號一樓廠房
2.事實發生日:109/1/15~109/1/15
3.交易單位數量（如ＸＸ平方公尺，折合ＸＸ坪）、每單位價格及交易總金額:
交易單位數量1,506坪；
每單位價格每坪新台幣197.5元；
使用權資產交易金額新台幣9,707仟元。
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關
係人者，得免揭露其姓名）:
交易相對人：南亞塑膠工業股份有限公司；
與公司關係：本公司之母公司。
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之
所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期
及移轉金額:
選定關係人為交易對象之原因：業務需要，向南亞塑膠工業股份有限公司承租廠房。
前次移轉之所有人：不適用。
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係
人之取得及處分日期、價格及交易當時與公司之關係:
不適用。
7.預計處分利益（或損失）（取得資產者不適用）（遞延者應列表說明
認列情形）:
不適用。
8.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
交付或付款條件:依契約約定，租賃期間自109年2月1日至111年12月31日止，
每月支付297仟元。
契約限制條款及其他重要約定事項:無。
9.本次交易之決定方式（如招標、比價或議價）、價格決定之參考依據及
決策單位:
本次交易之決定方式、價格決定之參考依據：買賣雙方參考市場行情議價決定；
決策單位：本公司董事會。
10.專業估價者事務所或公司名稱及其估價金額:
不適用。
11.專業估價師姓名:
不適用。
12.專業估價師開業證書字號:
不適用。
13.估價報告是否為限定價格、特定價格或特殊價格:否或不適用
14.是否尚未取得估價報告:否或不適用
15.尚未取得估價報告之原因:
不適用
16.估價結果有重大差異時，其差異原因及會計師意見:
不適用。
17.會計師事務所名稱:
不適用。
18.會計師姓名:
不適用。
19.會計師開業證書字號:
不適用。
20.經紀人及經紀費用:
無。
21.取得或處分之具體目的或用途:
業務需要。
22.本次交易表示異議之董事之意見:
無。
23.本次交易為關係人交易:是
24.董事會通過日期:
民國109年1月15日
25.監察人承認或審計委員會同意日期:
不適用
26.本次交易係向關係人取得不動產或其使用權資產:是
27.依「公開發行公司取得或處分資產處理準則」第十六條規定
評估之價格:不適用
28.依前項評估之價格較交易價格為低者，依同準則第十七條規
定評估之價格:不適用
29.其他敘明事項:
本案經109年1月15日董事會通過，實際交易尚未執行。"
3, 109/01/22, 17:19:05, 吳嘉昭, 董事長, (02)27122211, 公告本公司取得資產,"　第
20 款	"," 107/04/16
","
1.契約種類:興建銅箔四廠
2.事實發生日:106/7/17~107/4/16
3.契約相對人及其與公司之關係:
世紀鋼鐵結構公司、榮群營造等公司
與公司之關係：無
4.契約主要內容（含契約總金額、預計參與投入之金額及契約起迄日期）
、限制條款及其他重要約定事項:
世紀鋼鐵結構公司：總金額新台幣395,000仟元、
契約起迄日期107年7月20日至108年12月31日；
榮群營造：總金額106,000仟元、契約起迄日期107年5月15日至108年6月30日
限制條款及其他重要約定事項：無
5.專業估價者事務所或公司名稱及其估價結果:
不適用
6.不動產估價師姓名:
不適用
7.不動產估價師開業證書字號:
不適用
8.取得之具體目的:
興建銅箔四廠
9.本次交易表示異議之董事意見:
不適用
10.本次交易為關係人交易:否
11.董事會通過日期:
不適用
12.監察人承認或審計委員會同意日期:
不適用
13.估價報告是否為限定價格、特定價格或特殊價格:否或不適用
14.是否尚未取得估價報告:否或不適用
15.尚未取得估價報告之原因:
不適用
16.估價結果有重大差異時，其差異原因及會計師意見:
不適用
17.會計師事務所名稱:
不適用
18.會計師姓名:
不適用
19.會計師開業證書字號:
不適用
20.其他敘明事項:
本公司以自有土地投資興建銅箔四廠，廠房施作廠商除上述2家外，尚有多家工程或
營造公司，施作項目包括基樁、彩鋼施作等，自民國106年7月17日至107年4月16日
累計交易總金額為新台幣537,753仟元。"
4, 109/01/30, 17:36:22, 吳嘉昭, 董事長, (02)27122211, 代大陸子公司公告春節復工時間延至2月10日,"　第
51 款	"," 109/01/30
","
1.事實發生日:109/01/30
2.公司名稱:南亞塑膠工業(南通)有限公司、中國南通華豐有限公司、南通華富塑膠
有限公司、南亞電氣(南通)有限公司、南亞塑膠工業(廣州)有限公司、南亞塑膠工業
(惠州)有限公司、南亞電子材料(惠州)有限公司、南亞貿易(惠州)有限公司、南亞電子
材料(昆山)有限公司、必成玻璃纖維(昆山)有限公司、南亞加工絲(昆山)有限公司、
南亞塑膠工業(廈門)有限公司。
3.與公司關係(請輸入本公司或子公司):子公司。
4.相互持股比例:除南亞塑膠工業(廈門)有限公司本公司持有75%，其餘各子公司本公司
持有100%。
5.發生緣由:本公司位於大陸江蘇省、廣東省及福建省各子公司，配合所在地政府發布
延遲復工通知，要求境內企業不早於2月9日24時前復工，將復工時間延後至109年2月
10日，目前對財務及業務尚無重大影響。
6.因應措施:通知客戶調整出貨時間並持續密切注意當地疫情。
7.其他應敘明事項:無。"
5, 109/02/03, 18:06:21, 吳嘉昭, 董事長, (02)27122211, 代子公司南亞加工絲(昆山)有限公司公告處分土地使用權,"　第
20 款	"," 109/02/03
","
1.標的物之名稱及性質（如坐落台中市北區ＸＸ段ＸＸ小段土地）:
中國江蘇省昆山開發區新南東路889號部份土地
2.事實發生日:109/2/3~109/2/3
3.交易單位數量（如ＸＸ平方公尺，折合ＸＸ坪）、每單位價格及交易總金額:
交易單位數量：289,642.2平方公尺、每單位價格：人民幣256元/平方公尺
交易總金額：人民幣 74,148,403元
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關
係人者，得免揭露其姓名）:
交易相對人：昆山國創投資集團有限公司
其與公司之關係：無
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之
所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期
及移轉金額:
不適用
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係
人之取得及處分日期、價格及交易當時與公司之關係:
不適用
7.預計處分利益（或損失）（取得資產者不適用）（遞延者應列表說明
認列情形）:
人民幣32,391,645.73元
8.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
交付或付款條件：簽訂買賣契約並辦妥轉讓相關手續(含領取新的土地使用權)之日起
三個月內，支付人民幣74,148,403元；
契約限制條款及其他重要約定事項：無。
9.本次交易之決定方式（如招標、比價或議價）、價格決定之參考依據及
決策單位:
依昆山經濟技術開發區規劃建設局國有建設用地使用權政府回購土地價格；
南亞加工絲(昆山)有限公司董事會
10.專業估價者事務所或公司名稱及其估價金額:
不適用
11.專業估價師姓名:
不適用
12.專業估價師開業證書字號:
不適用
13.估價報告是否為限定價格、特定價格或特殊價格:否或不適用
14.是否尚未取得估價報告:是
15.尚未取得估價報告之原因:
不適用
16.估價結果有重大差異時，其差異原因及會計師意見:
不適用
17.會計師事務所名稱:
不適用
18.會計師姓名:
不適用
19.會計師開業證書字號:
不適用
20.經紀人及經紀費用:
無
21.取得或處分之具體目的或用途:
出售閒置土地
22.本次交易表示異議之董事之意見:
無
23.本次交易為關係人交易:否
24.董事會通過日期:
不適用
25.監察人承認或審計委員會同意日期:
不適用
26.本次交易係向關係人取得不動產或其使用權資產:否
27.依「公開發行公司取得或處分資產處理準則」第十六條規定
評估之價格:不適用
28.依前項評估之價格較交易價格為低者，依同準則第十七條規
定評估之價格:不適用
29.其他敘明事項:
無"
6, 109/02/06, 13:35:12, 吳嘉昭, 董事長, (02)27122211, 公告本公司2020年1月合併營業額,"　第
51 款	"," 109/02/06
","
1.事實發生日:109/02/06
2.公司名稱:南亞塑膠工業股份有限公司。
3.與公司關係(請輸入本公司或子公司):本公司。
4.相互持股比例:不適用。
5.發生緣由:公告本公司2020年1月合併營業額。
6.因應措施:無。
7.其他應敘明事項:
一、2020年1月合併營業額與2019年12月比較：
2020年1月合併營業額為22,313,695仟元，與2019年12月比較減少16.3億元，減幅6.8%
，其中銷售量差減少19.5億元，銷售價差增加3.2億元。以地區別分析，台灣受春節
連假影響，營收小幅減少5.5%(-7.6億元)；美國因聖誕節假期結束，營收大幅增加
42.4%(+9.3億元)。
大陸因春節連假導致營收下滑。此外，由於武漢肺炎疫情擴散，本公司在大陸各生產
基地，所屬省份都發布了延後復工通知，許多原料供應商及客戶到目前都無法開工，
運輸也受到影響。雖然本公司部分產能在春節期間維持連續生產，不在延後復工的
範圍內，但受限於上下游停工及運輸困難，使1月下旬起的業績開始受到影響，單月
營收減幅達22.9%(-18億元)。依產品別說明如下：
(一)電子材料產品營業額減少16億元(量差-16.8、價差+0.8)。
原料價格上漲，推升產品售價上揚，但受春節假期及肺炎疫情影響，1月份交運量
減少，營收下滑。
(二)塑膠產品營業額減少6.3億元(量差-6.5、價差+0.2)。
華人社會工作天數減少，加上肺炎疫情影響月底出貨，使台灣、大陸營收下滑；美國
則因聖誕假期結束，營收增加。
(三)化工產品營業額增加5.2億元(量差+3.4、價差+1.8)。
1.EG增加5.2億元(量差+4.5、價差+0.7)：
(1)銷售量方面：美國德州EG廠因外售訂單增加及部分12月、2月訂單併於1月出口，
使1月銷售量增加。
(2)售價方面：EG售價較上月小幅上漲2.3%，價差有利。
2.BPA增加1.5億元(量差+0.4、價差+1.1)：
原料價格上漲推升BPA產品價格，營收成長。
3.可塑劑減少1.3億元(主要係量差)：
因下游大陸加工業春節普遍停休，且受疫情影響延遲復工，致銷售量減少。
(四)聚酯產品營業額增加1.1億元(量差+0.7、價差+0.4)。
台灣及大陸受連假影響，營收減少；而美國南卡廠則因聖誕節假期結束後下游開工率
回升，使營收增加。
二、2020年1月合併營業額與2019年1月比較：
與2019年1月比較，減少26.8億元，減幅10.7%，其中銷售量差減少13.1億元，銷售
價差減少13.7億元。銷售量差減少，主要是因為今年春節假期在1月，而去年在2月，
所以1月的工作天數會比去年1月還少，另外，肺炎疫情也有所影響。而銷售價差主要
是中美貿易戰的影響，導致各種原料及產品的價格都比去年低。依產品別說明如下：
(一)電子材料產品營業額減少8.6億元(量差-6.9、價差-1.7)。
春節連假與病毒疫情影響產品銷量，加上原料價格拉低產品售價，使營收減少。
(二)塑膠產品營業額減少7.3億元(量差-6.7、價差-0.6)。
假期與疫情因素(去年春節在2月)，使產品銷售量減少，量差不利。
(三)聚酯產品營業額減少7.2億元(量差-1.0、價差-6.2)。
產品市況不如去年1月，加上原料價格下滑，致產品售價下跌，整體聚酯產品營收
減少。
(四)化工產品營業額減少3.1億元(量差+2.2、價差-5.3)。
1.可塑劑系列產品減少4.3億元(量差-3.0、價差-1.3)：
下游加工業因春節停休，且產品價格較去年低，致營收減少。
2.1.4BG產品減少1.6億元(量差-1.4、價差-0.2)。
產品市況不佳，機動調降產能利用率，營收減少。
3.EG增加3.3億元(量差+6.1、價差-2.8)：
(1)銷售量方面：美國德州EG廠外售訂單增加及與前後月部分訂單併船出口，使銷售量
增加。
(2)售價方面：EG售價較2019年1月下跌5.8%，營收減少。"
7, 109/02/10, 20:04:09, 吳嘉昭, 董事長, (02)27122211, 代大陸子公司公告春節復工時間延後(補充公告),"　第
51 款	"," 109/02/10
","
1.事實發生日:109/02/10
2.公司名稱:南亞塑膠工業(南通)有限公司、中國南通華豐有限公司、南通華富塑膠有限
公司、南亞電氣(南通)有限公司、南亞電子材料(昆山)有限公司。
3.與公司關係(請輸入本公司或子公司):子公司。
4.相互持股比例:本公司持有100%之子公司。
5.發生緣由:南亞電子材料(昆山)有限公司除環氧樹脂廠外，其餘各廠自春節期間至今
仍維持運轉，環氧樹脂廠與上述南通地區各子公司，配合所在地政府春節復工時間原訂
為2月10日，隨疫情發展及目前申請復工進度，復工日期延後，實際復工日期以當地
主管機關核准為準。對公司財務及業務影響情形，將視疫情後續發展及供應商和客戶
復工、物流狀況而定。
6.因應措施:
(1)與客戶密切聯繫，調整出貨時間。
(2)持續注意疫情發展，並採取相關防疫應變措施。
(3)持續配合當地主管機關進行復工作業。
7.其他應敘明事項:無。"
8, 109/02/12, 16:09:24, 吳嘉昭, 董事長, (02)27122211, 代大陸南通地區子公司公告獲准復工,"　第
51 款	"," 109/02/12
","
1.事實發生日:109/02/12
2.公司名稱:南亞塑膠工業(南通)有限公司、中國南通華豐有限公司、南通華富塑膠有限
公司、南亞電氣(南通)有限公司。
3.與公司關係(請輸入本公司或子公司):子公司。
4.相互持股比例:本公司持有100%之子公司。
5.發生緣由:上述各子公司已取得當地主管機關核准，將於2月12日正式復工。
6.因應措施:
(1)通知廠商及客戶調整進出貨時間安排。
(2)持續注意疫情發展，並採取相關防疫應變措施。
7.其他應敘明事項:無。"
9, 109/02/17, 06:44:14, 吳嘉昭, 董事長, (02)27122211," 代大陸子公司南亞電子材料(昆山)公司環氧樹脂廠公告
獲准復工","　第
51 款	"," 109/02/16
","
1.事實發生日:109/02/16
2.公司名稱:南亞電子材料(昆山)公司。
3.與公司關係(請輸入本公司或子公司):子公司。
4.相互持股比例:本公司持有100%之子公司。
5.發生緣由:南亞電子材料(昆山)公司環氧樹脂廠已取得當地主管機關核准，於2月16日
正式復工。
6.因應措施:
(1)通知廠商及客戶調整進出貨時間安排。
(2)持續注意疫情發展，並採取相關防疫應變措施。
7.其他應敘明事項:無。"
