,發言日期,發言時間,發言人,發言人職稱,發言電話,主旨,符合條款,事實發生日,說明
0, 108/01/01, 00:23:46, 劉松山, 協理, 02-2506-2121, 公告本公司法人董事代表人變更,"　第
6 款	"," 108/01/01
","
1.發生變動日期:108/01/01
2.法人名稱:豐田自動車株式會社
3.舊任者姓名及簡歷:大野勝仁；和泰汽車董事
4.新任者姓名及簡歷:長沼一生
5.異動原因:原法人董事代表人改派
6.原任期（例xx/xx/xx至xx/xx/xx）:105/06/21~108/06/20
7.新任生效日期:108/01/01
8.其他應敘明事項:無"
1, 108/01/01, 00:24:20, 劉松山, 協理, 02-2506-2121," 代子公司和運租車股份有限公司
公告法人董事代表人變更","　第
6 款	"," 108/01/01
","
1.發生變動日期:108/01/01
2.法人名稱:日商豐田財務服務株式會社
3.舊任者姓名及簡歷:四方田康博；和運租車董事
4.新任者姓名及簡歷:堀全克；無
5.異動原因:法人董事改派自然人代表
6.原任期（例xx/xx/xx至xx/xx/xx）:107/06/28至110/06/27
7.新任生效日期:108/01/01
8.其他應敘明事項:無。"
2, 108/01/22, 15:48:53, 劉松山, 協理, 02-2506-2121, 代子公司和通汽車投資有限公司公告董事會通過設立子公司,"　第
20 款	"," 108/01/22
","
1.事實發生日:自民國108/1/22至民國108/1/22
2.本次新增（減少）投資方式:
新增設立100%持有之子公司
3.交易單位數量、每單位價格及交易總金額:
2,200萬美金
4.大陸被投資公司之公司名稱:
上海嘉定和凌汽車銷售服務有限公司(暫定)
5.前開大陸被投資公司之實收資本額:
不適用
6.前開大陸被投資公司本次擬新增資本額:
2,200萬美金
7.前開大陸被投資公司主要營業項目:
汽車銷售、汽車維修、汽車清潔服務、生產汽車零配件、銷售汽車零配件、
汽車裝飾用品等（以上經營範圍以公司登記機關核定為准）
8.前開大陸被投資公司最近年度財務報表會計師意見型態:
不適用
9.前開大陸被投資公司最近年度財務報表權益總額:
不適用
10.前開大陸被投資公司最近年度財務報表損益金額:
不適用
11.迄目前為止，對前開大陸被投資公司之實際投資金額:
不適用
12.交易相對人及其與公司之關係:
不適用
13.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉
之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期及移轉金額:
不適用
14.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取得
及處分日期、價格及交易當時與公司之關係:
不適用
15.處分利益（或損失）:
不適用
16.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定事項:
不適用
17.本次交易之決定方式、價格決定之參考依據及決策單位:
不適用
18.經紀人:
不適用
19.取得或處分之具體目的:
不適用
20.本次交易表示異議董事之意見:
不適用
21.本次交易為關係人交易:否
22.董事會通過日期:
不適用
23.監察人承認或審計委員會同意日期:
不適用
24.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）:
15,318.357萬美金
25.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
實收資本額之比率:
86.14%
26.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
總資產之比率:
7.7%
27.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
歸屬於母公司業主之權益之比率:
9.89%
28.迄目前為止，實際赴大陸地區投資總額:
5,382.487萬美金
29.迄目前為止，實際赴大陸地區投資總額占最近期財務報表實收資本額之比率:
30.27%
30.迄目前為止，實際赴大陸地區投資總額占最近期財務報表總資產之比率:
2.71%
31.迄目前為止，實際赴大陸地區投資總額占最近期財務報表歸屬於母公司業主之權益之比率:
3.48%
32.最近三年度認列投資大陸損益金額:
106年度：655,708,745元
105年度：421,572,852元
104年度：78,118,743元
33.最近三年度獲利匯回金額:
106年度:42.53萬元美金
105年度:42.57萬元美金
104年度:NA
34.本次交易會計師出具非合理性意見:不適用
35.會計師事務所名稱:
不適用
36.會計師姓名:
不適用
37.會計師開業證書字號:
不適用
38.其他敘明事項:
1. 匯率採用2019/1/16台銀美金即期賣出匯率@30.875
2. 公司名以主管機關核准為準，若有變更將另行公告。"
3, 108/01/22, 15:49:41, 劉松山, 協理, 02-2506-2121," 代子公司和通汽車投資有限公司公告董事會決議進行
不動產購置事宜。","　第
51 款	"," 108/01/22
","
1.事實發生日:108/01/22
2.公司名稱:和通汽車投資有限公司
3.與公司關係(請輸入本公司或子公司):子公司
4.相互持股比例:不適用
5.發生緣由:因經營業務需求，董事會決議授權總經理進行　
 不動產購置事宜。
6.因應措施:無。
7.其他應敘明事項:依董事會決議內容授權總經理進行　
 不動產購置事宜，交易確定後再行補充公告。"
4, 108/01/22, 15:50:22, 劉松山, 協理, 02-2506-2121, 代子公司和通汽車投資有限公司公告董事會通過設立子公司,"　第
20 款	"," 108/01/22
","
1.事實發生日:自民國108/1/22至民國108/1/22
2.本次新增（減少）投資方式:
新增設立100%持有之子公司
3.交易單位數量、每單位價格及交易總金額:
1,000萬美金
4.大陸被投資公司之公司名稱:
上海和允汽車科技有限公司(暫定)
5.前開大陸被投資公司之實收資本額:
不適用
6.前開大陸被投資公司本次擬新增資本額:
1,000萬美金
7.前開大陸被投資公司主要營業項目:
從事汽車領域內的技術開發、技術轉讓、技術諮詢、技術服務；汽車零配件、
汽車用品、五金製品、電子產品的批發、進出口、傭金代理（拍賣除外）及
相關配套業務；汽車銷售、物業管理、自有房租出租；企業管理諮詢、
商務資訊諮詢、會展服務；設計、製作、發佈各類廣告
8.前開大陸被投資公司最近年度財務報表會計師意見型態:
不適用
9.前開大陸被投資公司最近年度財務報表權益總額:
不適用
10.前開大陸被投資公司最近年度財務報表損益金額:
不適用
11.迄目前為止，對前開大陸被投資公司之實際投資金額:
不適用
12.交易相對人及其與公司之關係:
不適用
13.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉
之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期及移轉金額:
不適用
14.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取得
及處分日期、價格及交易當時與公司之關係:
不適用
15.處分利益（或損失）:
不適用
16.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定事項:
不適用
17.本次交易之決定方式、價格決定之參考依據及決策單位:
不適用
18.經紀人:
不適用
19.取得或處分之具體目的:
不適用
20.本次交易表示異議董事之意見:
不適用
21.本次交易為關係人交易:否
22.董事會通過日期:
不適用
23.監察人承認或審計委員會同意日期:
不適用
24.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）:
16,318.357萬美金
25.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
實收資本額之比率:
91.77%
26.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
總資產之比率:
8.21%
27.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
歸屬於母公司業主之權益之比率:
10.54%
28.迄目前為止，實際赴大陸地區投資總額:
5,382.487萬美金
29.迄目前為止，實際赴大陸地區投資總額占最近期財務報表實收資本額之比率:
30.27%
30.迄目前為止，實際赴大陸地區投資總額占最近期財務報表總資產之比率:
2.71%
31.迄目前為止，實際赴大陸地區投資總額占最近期財務報表歸屬於母公司業主之權益之比率:
3.48%
32.最近三年度認列投資大陸損益金額:
106年度：655,708,745元
105年度：421,572,852元
104年度：78,118,743元
33.最近三年度獲利匯回金額:
106年度:42.53萬元美金
105年度:42.57萬元美金
104年度:NA
34.本次交易會計師出具非合理性意見:不適用
35.會計師事務所名稱:
不適用
36.會計師姓名:
不適用
37.會計師開業證書字號:
不適用
38.其他敘明事項:
1. 匯率採用2019/1/16台銀美金即期賣出匯率@30.875
2. 公司名以主管機關核准為準，若有變更將另行公告。"
5, 108/01/24, 16:40:02, 劉松山, 協理, 02-2506-2121," 代子公司長源汽車股份有限公司公告董事會決議
參與國內不動產投資案。","　第
51 款	"," 108/01/24
","
1.事實發生日:108/01/24
2.公司名稱:長源汽車股份有限公司
3.與公司關係(請輸入本公司或子公司):子公司
4.相互持股比例:不適用
5.發生緣由:因經營業務需求，董事會決議授權董事長參與國內不動產投資案
6.因應措施:無
7.其他應敘明事項:依董事會決議內容授權董事長參與投資案事宜，
交易確定後再行補充公告。"
6, 108/01/28, 16:50:09, 劉松山, 協理, 02-2506-2121," 代子公司和通汽車投資有限公司補充公告1月22日董事會通過
設立子公司","　第
20 款	"," 108/01/28
","
1.事實發生日:自民國108/1/28至民國108/1/28
2.本次新增（減少）投資方式:
新增設立100%持有之子公司
3.交易單位數量、每單位價格及交易總金額:
1,000萬美金
4.大陸被投資公司之公司名稱:
上海和晨汽車科技有限公司
5.前開大陸被投資公司之實收資本額:
不適用
6.前開大陸被投資公司本次擬新增資本額:
1,000萬美金
7.前開大陸被投資公司主要營業項目:
從事汽車領域內的技術開發、技術轉讓、技術諮詢、技術服務；汽車零配件、
汽車用品、五金製品、電子產品的批發、進出口、傭金代理（拍賣除外）
及相關配套業務；汽車銷售、物業管理、自有房租出租；企業管理諮詢、
商務資訊諮詢、會展服務；設計、製作、發佈各類廣告
8.前開大陸被投資公司最近年度財務報表會計師意見型態:
不適用
9.前開大陸被投資公司最近年度財務報表權益總額:
不適用
10.前開大陸被投資公司最近年度財務報表損益金額:
不適用
11.迄目前為止，對前開大陸被投資公司之實際投資金額:
不適用
12.交易相對人及其與公司之關係:
不適用
13.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉
之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期及移轉金額:
不適用
14.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取得
及處分日期、價格及交易當時與公司之關係:
不適用
15.處分利益（或損失）:
不適用
16.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定事項:
不適用
17.本次交易之決定方式、價格決定之參考依據及決策單位:
不適用
18.經紀人:
不適用
19.取得或處分之具體目的:
不適用
20.本次交易表示異議董事之意見:
不適用
21.本次交易為關係人交易:否
22.董事會通過日期:
不適用
23.監察人承認或審計委員會同意日期:
不適用
24.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）:
16,318.357萬美金
25.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
實收資本額之比率:
91.77%
26.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
總資產之比率:
8.21%
27.迄目前為止，投審會核准赴大陸地區投資總額（含本次投資）占最近期財務報表
歸屬於母公司業主之權益之比率:
10.54%
28.迄目前為止，實際赴大陸地區投資總額:
5,382.487萬美金
29.迄目前為止，實際赴大陸地區投資總額占最近期財務報表實收資本額之比率:
30.27%
30.迄目前為止，實際赴大陸地區投資總額占最近期財務報表總資產之比率:
2.71%
31.迄目前為止，實際赴大陸地區投資總額占最近期財務報表歸屬於母公司業主之權益之比率:
3.48%
32.最近三年度認列投資大陸損益金額:
106年度：655,708,745元
105年度：421,572,852元
104年度：78,118,743元
33.最近三年度獲利匯回金額:
106年度:42.53萬元美金
105年度:42.57萬元美金
104年度:NA
34.本次交易會計師出具非合理性意見:不適用
35.會計師事務所名稱:
不適用
36.會計師姓名:
不適用
37.會計師開業證書字號:
不適用
38.其他敘明事項:
1.匯率採用2019/1/16台銀美金即期賣出匯率@30.875"
7, 108/01/30, 17:36:38, 劉松山, 協理, 02-2506-2121," 代子公司和泰興業股份有限公司公告董事會決議
參與國內不動產投資案","　第
51 款	"," 108/01/30
","
1.事實發生日:108/01/30
2.公司名稱:和泰興業股份有限公司
3.與公司關係(請輸入本公司或子公司):子公司
4.相互持股比例:不適用
5.發生緣由:和泰興業股份有限公司董事會決議參與國內不動產投資案
6.因應措施:無
7.其他應敘明事項:依董事會決議內容授權董事長全權執行投資事宜，
交易確定後再行補充公告"
8, 108/03/19, 18:11:14, 劉松山, 協理, 02-2506-2121," 代子公司和運租車股份有限公司公告董事會決議107年股利
發放事宜","　第
14 款	"," 108/03/19
","
1.董事會決議日期:108/03/19
2.發放股利種類及金額:
每股配發現金股利新台幣1元，
股票股利新台幣1元。
3.其他應敘明事項:無。"
9, 108/03/19, 18:12:05, 劉松山, 協理, 02-2506-2121, 代子公司和運租車股份有限公司公告盈餘轉增資,"　第
11 款	"," 108/03/19
","
1.董事會決議日期:108/03/19
2.增資資金來源:107年度盈餘。
3.發行股數(如屬盈餘或公積轉增資，則不含配發給員工部分):11,511,798股。
4.每股面額:10元
5.發行總金額:115,117,980元。
6.發行價格:不適用。
7.員工認購股數或配發金額:無。
8.公開銷售股數:不適用。
9.原股東認購或無償配發比例:原股東每仟股無償配發100股。
10.畸零股及逾期未認購股份之處理方式:
配發不足一股之畸零股數授權董事長洽特定人按面額認購之。
11.本次發行新股之權利義務:與原股份相同。
12.本次增資資金用途:充實營運資金。
13.其他應敘明事項:無。"
