,發言日期,發言時間,發言人,發言人職稱,發言電話,主旨,符合條款,事實發生日,說明
0, 107/01/02, 17:05:34, 劉松山, 協理, 02-2506-2121, 代子公司「和運租車股份有限公司」公告更正購置不動產事項說明,"　第
20 款	"," 106/12/28
","
1.標的物之名稱及性質（如坐落台中市北區ＸＸ段ＸＸ小段土地）:
坐落地：新北市五股區成泰段60~69地號
2.事實發生日:106/12/28~106/12/28
3.交易單位數量（如ＸＸ平方公尺，折合ＸＸ坪）、每單位價格及交易總金額:
土地10,413.88平方公尺(折合約3,150.2坪)、
建物6,373.49平方公尺(折合約1,927.98坪)
每單位價格：每坪新台幣438,067元；
交易總金額：新台幣1,380,000,000元
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關
係人者，得免揭露其姓名）:
獅王工業股份有限公司，非關係人
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之
所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期
及移轉金額:
不適用
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係
人之取得及處分日期、價格及交易當時與公司之關係:
不適用
7.預計處分利益（或損失）（取得資產者不適用）（遞延者應列表說明
認列情形）:
不適用
8.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
買賣總價款共分三期付款：
  106年12月28日第一期款(15%)：新台幣207,000,000元
  107年01月中旬 第二期款(15%)：新台幣207,000,000元
  107年01月下旬 第三期款(70%)：新台幣966,000,000元
9.本次交易之決定方式（如招標、比價或議價）、價格決定之參考依據及
決策單位:
本次以議價方式進行，參考價格依照兩家專業估價公司，
並經董事會決議通過實施。
10.專業估價者事務所或公司名稱及其估價金額:
1.中華徵信不動產估價師聯合事務所，新台幣1,444,174,108元
2.宏大不動產估價師聯合事務所，新台幣1,421,944,826元
11.專業估價師姓名:
1.中華徵信不動產估價師聯合事務所：李韋儒
2.宏大不動產估價師聯合事務所：陳品妤
12.專業估價師開業證書字號:
1.李韋儒：(106)北市估字第000237號
2.陳品妤：(105)北市估字第000236號
13.估價報告是否為限定價格、特定價格或特殊價格:否或不適用
14.是否尚未取得估價報告:否或不適用
15.尚未取得估價報告之原因:
不適用
16.與交易金額比較有重大差異原因及會計師意見:
不適用
17.經紀人及經紀費用:
三鑫不動產有限公司；經紀費用依不動產購買意願書辦理。
18.取得或處分之具體目的或用途:
因應本公司營業需求。
19.本次交易表示異議之董事之意見:
無
20.本次交易為關係人交易:否
21.董事會通過日期:
1.民國106年12 月 21 日
22.監察人承認或審計委員會同意日期:
1.民國106年12 月 21 日
23.本次交易係向關係人取得不動產:否
24.依「公開發行公司取得或處分資產處理準則」第十五條規定
評估之價格:不適用
25.依前項評估之價格較交易價格為低者，依同準則第十六條規
定評估之價格:不適用
26.其他敘明事項:
依本公司106/12/21董事會決議授權董事長洽購大台北土地案後
，經簽訂買賣契約書後公告相關事宜。"
1, 107/01/25, 17:35:43, 劉松山, 協理, 02-2506-2121," 代子公司和潤企業股份有限公司依公開發行公司資金貸與及
背書保證處理準則第二十二條第一項第三款公告資金貸與事項","　第
23 款	"," 107/01/25
","
1.事實發生日:107/01/25
2.接受資金貸與之:
(1)公司名稱:和運(上海)商業保理有限公司
(2)與資金貸與他人公司之關係:
資金貸與他人公司：和運國際租賃有限公司
同為和潤企業股份有限公司直接及間接持有表決權股份百分之百之國外公司
(3)資金貸與之限額(仟元):1445951
(4)原資金貸與之餘額(仟元):0
(5)本次新增資金貸與之金額(仟元):230950
(6)是否為董事會授權董事長對同一貸與對象分次撥貸或循環動用之資金貸與:是
(7)迄事實發生日止資金貸與餘額(仟元):230950
(8)本次新增資金貸與之原因:
短期融通
3.接受資金貸與公司所提供擔保品之:
(1)內容:
無
(2)價值(仟元):0
4.接受資金貸與公司最近期財務報表之:
(1)資本(仟元):138570
(2)累積盈虧金額(仟元):2966
5.計息方式:
按月繳息
6.還款之:
(1)條件:
循環動用、到期還款
(2)日期:
借款日起一年內還清
7.迄事實發生日為止，資金貸與餘額(仟元):
230950
8.迄事實發生日為止，資金貸與餘額占公開發行公司最近期財務報表淨值之比率:
2.66
9.公司貸與他人資金之來源:
子公司本身
10.其他應敘明事項:
人民幣匯率係參考台灣銀行1/19收盤即期賣出匯率：4.619。"
2, 107/01/25, 17:36:22, 劉松山, 協理, 02-2506-2121, 代子公司和泰產物保險股份有限公司公告更換財務主管,"　第
8 款	"," 107/01/25
","
1.人員變動別（請輸入發言人、代理發言人、重要營運主管(如:執行長、營運
長、行銷長及策略長等)、財務主管、會計主管、研發主管、內部稽核主管或訴
訟及非訟代理人）:財務主管
2.發生變動日期:107/01/25
3.舊任者姓名、級職及簡歷:財務主管/簡淑卿副總/營運管理本部本部長
4.新任者姓名、級職及簡歷:財務主管/顏承真協理/財務暨行政處處長；
5.異動情形（請輸入「辭職」、「職務調整」、「資遣」、「退休」、「死亡」、「新
任」或「解任」）:職務調整
6.異動原因:公司內部職務調整
7.生效日期:107/01/25
8.其他應敘明事項:無"
3, 107/02/01, 18:03:02, 劉松山, 協理, 02-2506-2121," 代子公司和潤企業(股)公司公告從事衍生性商品交易損失金額
達所訂損失上限","　第
20 款	"," 107/02/01
","
1.契約種類:
交換
2.事實發生日:107/2/1
3.契約金額:
約當NTD5,488,985仟元
4.支付保證金或權利金金額:
無
5.處理程序所訂之全部或個別契約損失上限金額:
全部避險契約已實現及未實現損失金額不得超過本公司最近期財務報表淨值之5%。
6.從事衍生性商品交易原因:
以避險為目的
7.被避險項目:
公司美元及日圓借款
8.被避險項目部位之金額:
USD 145,000仟元及JPY 3,100,000仟元
9.被避險項目之損益狀況:
未實現評價損失NTD470,404仟元
10.依公平價值評估(含已實現及未實現)之損失金額:
已實現及未實現評價損失NTD470,404仟元
11.損失發生原因及對公司之影響:
損失發生原因:
匯率變動。對公司影響:此為避險目的交易，對本公司實際營運無重大影響。
12.契約期間:
104/04/13-109/3/13
13.限制條款:
無
14.其他重要約定事項:
無
15.其他敘明事項:
無"
4, 107/02/01, 18:03:52, 劉松山, 協理, 02-2506-2121," 代子公司和潤企業股份有限公司從事衍生性商品交易未實現損失達
該公司淨值3%事宜","　第
20 款	"," 107/02/01
","
1.事實發生日:107/02/01
2.未實現損失金額(含交易及避險):NTD 470,404仟元
3.最近期財務報告歸屬於母公司業主之權益:NTD 8,684,341仟元
4.未實現損失占最近期財務報告歸屬於母公司業主權益之比率:5.42%
5.因應措施:衍生性商品主要為規避匯兌風險所持有，故無異常情形需加以處理。
6.其他應敘明事項:無"
5, 107/03/20, 16:54:24, 劉松山, 協理, 02-2506-2121," 代子公司和潤企業股份有限公司公告董事會決議106年股利
發放事宜","　第
14 款	"," 107/03/20
","
1.董事會決議日期:107/03/20
2.發放股利種類及金額:每股配發現金股利新台幣2.4元。
3.其他應敘明事項:無。"
6, 107/03/20, 17:01:51, 劉松山, 協理, 02-2506-2121," 代子公司和潤企業股份有限公司公告董事會決議107年股東常會
召開日期等相關訊息","　第
17 款	"," 107/03/20
","
1.董事會決議日期:107/03/20
2.股東會召開日期:107/06/28
3.股東會召開地點:台北市松江路121號14樓1401會議室
4.召集事由一、報告事項:(1)一○六年度營業報告書。
 (2)監察人審查一○六年度決算表冊報告。(3)一○六年度員工酬勞分派情形報告。
5.召集事由二、承認事項:(1)一○六年度營業報告書及財務報表。
 (2)一○六年度盈餘分配案。
6.召集事由三、討論事項:(1)本公司「資金貸與他人作業程序」修訂案。
 (2)本公司「取得或處分資產處理程序」修訂案。
 (3)解除董事競業禁止限制案。
7.召集事由四、選舉事項:(1)董事及監察人改選案。
8.召集事由五、其他議案:無
9.召集事由六、臨時動議:無
10.停止過戶起始日期:107/04/30
11.停止過戶截止日期:107/06/28
12.其他應敘明事項:依公司法第172條之1規定受理本次股東常會之議案，
 提案期間為107/04/20~107/04/30"
7, 107/03/20, 17:02:35, 劉松山, 協理, 02-2506-2121," 代子公司和運租車股份有限公司公告董事會決議106年股利
發放事宜","　第
14 款	"," 107/03/20
","
1.董事會決議日期:107/03/20
2.發放股利種類及金額:每股配發現金股利新台幣2.7元。
3.其他應敘明事項:無。"
8, 107/03/20, 17:02:57, 劉松山, 協理, 02-2506-2121," 代子公司和運租車股份有限公司公告董事會決議107年股東常會
召開日期等相關訊息","　第
17 款	"," 107/03/20
","
1.董事會決議日期:107/03/20
2.股東會召開日期:107/06/28
3.股東會召開地點:台北市松江路121號14樓1401會議室
4.召集事由一、報告事項:(1)一○六年度營業報告書。
 (2)監察人審查一○六年度決算表冊報告。(3)一○六年度員工酬勞分派情形報告。
5.召集事由二、承認事項:(1)一○六年度營業報告書及財務報表。
 (2)一○六年度盈餘分配案。
6.召集事由三、討論事項:(1)本公司「資金貸與他人作業程序」修訂案。
 (2)本公司「取得或處分資產處理程序」修訂案。
 (3)解除董事競業禁止限制案。
7.召集事由四、選舉事項:(1)董事及監察人改選案。
8.召集事由五、其他議案:無
9.召集事由六、臨時動議:無
10.停止過戶起始日期:107/05/30
11.停止過戶截止日期:107/06/28
12.其他應敘明事項:依公司法第172條之1規定受理本次股東常會之議案，
 提案期間為107/05/20~107/05/30"
9, 107/03/23, 19:02:55, 劉松山, 協理, 02-2506-2121," 代子公司和泰產物保險股份有限公司公告
更換發言人與代理發言人","　第
8 款	"," 107/03/22
","
1.人員變動別（請輸入發言人、代理發言人、重要營運主管(如:執行長、營運
長、行銷長及策略長等)、財務主管、會計主管、研發主管、內部稽核主管或訴
訟及非訟代理人）:發言人與代理發言人
2.發生變動日期:107/03/22
3.舊任者姓名、級職及簡歷:發言人/劉源森副董事長
4.新任者姓名、級職及簡歷:發言人/簡淑卿副總/營運管理本部本部長
代理發言人/顏承真協理/財務暨行政處處長；
5.異動情形（請輸入「辭職」、「職務調整」、「資遣」、「退休」、「死亡」、「新
任」或「解任」）:職務調整
6.異動原因:制度修改
7.生效日期:107/04/01
8.其他應敘明事項:無"
