,發言日期,發言時間,發言人,發言人職稱,發言電話,主旨,符合條款,事實發生日,說明
0, 107/03/06, 18:52:22, 呂清雄, 副總經理, (02)87978588," 公告本公司董事會決議辦理限制員工權利新股收回註銷減資
事宜","　第
11 款	"," 107/03/06
","
1.董事會決議日期:107/03/06
2.減資緣由:因原獲配限制員工權利新股之員工未達既得條件，將收回之限制員工權利
新股辦理註銷減資。
3.減資金額:新台幣10,890,000元
4.消除股份:1,089,000股
5.減資比率:0.0246%
6.減資後股本:新台幣44,191,916,250元
7.預定股東會日期:不適用
8.預計減資新股上市後之上市普通股股數:不適用
9.預計減資新股上市後之上市普通股股數占已發行普通股比率
（減資後上市普通股股數/減資後已發行普通股股數）:不適用
10.前二項預計減資後上巿普通股股數未達6000萬股且未達25%者，
請說明股權流通性偏低之因應措施:不適用
11.其他應敘明事項:減資基準日為107年3月6日"
1, 107/03/14, 14:33:31, 呂清雄, 副總經理, (02)87978588, 本公司召開106年第四季法人說明會,"　第
12 款	"," 107/03/19
","
符合條款第四條第XX款：12
事實發生日：107/03/19
1.召開法人說明會之日期：107/03/19
2.召開法人說明會之時間：15 時 00 分 
3.召開法人說明會之地點：本公司內湖大樓(台北市內湖區瑞光路581號)
4.法人說明會擇要訊息：仁寶電腦工業股份有限公司106年第四季營運實績說明
5.其他應敘明事項：無
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
2, 107/03/15, 17:06:43, 呂清雄, 副總經理, (02)87978588, 代子公司仁寶電腦工業(中國)有限公司公告取得理財產品,"　第
20 款	"," 107/03/15
","
1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）:
中銀保本理財-人民幣按期開放
2.事實發生日:107/3/15~107/3/15
3.交易數量、每單位價格及交易總金額:
交易總金額: 新台幣  318,780仟元 (人民幣  69,000仟元)
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之
關係人者，得免揭露其姓名）:
中國銀行;與公司關系：無
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移
轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次
移轉日期及移轉金額:
不適用
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取
得及處分日期、價格及交易當時與公司之關係:
不適用
7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權
如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權
帳面金額:
不適用
8.處分利益（或損失）（取得有價證券者不適用）（原遞延者應列表說明
認列情形）:
不適用
9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
一次性付清; 契約限制條款：無
10.本次交易之決定方式、價格決定之參考依據及決策單位:
決策單位：依公司核決權限；價格參考依據：依銀行公告之產品預期年化收益率
11.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
人民幣69,000仟元
12.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列
之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬
於母公司業主之權益之比例暨最近期財務報表中營運資金數額（註二）:
10.59%;0.316%; 營運資金:新台幣 1,690,804仟元
13.經紀人及經紀費用:
無
14.取得或處分之具體目的或用途:
短期投資
15.本次交易表示異議董事之意見:
無
16.本次交易為關係人交易:否
17.董事會通過日期:
不適用
18.監察人承認或審計委員會同意日期:
不適用
19.本次交易會計師出具非合理性意見:否
20.其他敘明事項:
無"
3, 107/03/19, 15:32:27, 呂清雄, 副總經理, (02)87978588, 公告本公司民國106年度合併及個體財務報告,"　第
51 款	"," 107/03/19
","
1.事實發生日:107/03/19
2.公司名稱:仁寶電腦工業股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:仁寶電腦工業股份有限公司本日公告民國106年度合併及個體財務報告，
說明如下：
仁寶電腦民國106年合併財務報告，合併營收淨額新台幣8,876.57億元，
合併營業淨利92.08億元，合併稅後淨利61.58億元，其中歸屬母公司之
淨利57.50億元，每股盈餘1.32元。
仁寶電腦民國106年個體財務報告，營收新台幣8,413.10億元，營業淨利51.71億元，
本期淨利57.50億元，每股盈餘1.32元。
6.因應措施:無
7.其他應敘明事項:無"
4, 107/03/19, 15:33:20, 呂清雄, 副總經理, (02)87978588, 公告董事會決議召集107年股東常會事宜,"　第
17 款	"," 107/03/19
","
1.董事會決議日期:107/03/19
2.股東會召開日期:107/06/22
3.股東會召開地點:台北市內湖區瑞光路581號本公司地下1樓
4.召集事由一、報告事項:
(1)一O六年度營業報告。
(2)一O六年度審計委員會查核報告。
(3)一O六年度員工及董事酬勞分派情形。
(4)資產減損情形。
5.召集事由二、承認事項:
承認暨討論事項
(1)一O六年度營業報告書及財務報表，請　承認案。
(2)一O六年度盈餘分配，請　承認案。
6.召集事由三、討論事項:
承認暨討論事項
(3)擬以資本公積發放現金，請　公決案。
(4)擬解除董事競業禁止之限制，請　公決案。
7.召集事由四、選舉事項:
(1)選舉第十三屆董事，請　選舉案。
8.召集事由五、其他議案:無
9.召集事由六、臨時動議:無
10.停止過戶起始日期:107/04/24
11.停止過戶截止日期:107/06/22
12.其他應敘明事項:
受理股東提案及董事候選人提名：
(1)受理期間:107年4月9日至107年4月19日
(2)受理處所:仁寶電腦工業股份有限公司股務(台北市內湖區瑞光路581號)"
5, 107/03/23, 14:19:34, 呂清雄, 副總經理, (02)87978588, 本公司收回已發行之限制員工權利新股辦理註銷完成公告,"　第
36 款	"," 107/03/23
","
1.主管機關核准減資日期:107/03/21
2.辦理資本變更登記完成日期:107/03/21
3.對財務報告之影響（含實收資本額與流通在外股數之差異與對每股淨值之影響）:
(1)收回已發行之限制員工權利新股註銷減資前：
　˙實收資本額為新台幣44,202,806,250元
　˙已發行股數為 4,420,280,625股
　˙實際流通在外股數為 4,369,174,194股(扣除子公司持有本公司庫藏股及
    已收回未註銷限制員工權利新股計51,106,431股)
　˙每股淨值為新台幣23.32元。
(2)本次註銷減資新台幣10,890,000元(1,089,000股)。
(3)收回已發行之限制員工權利新股註銷減資後：
　˙實收資本額為新台幣44,191,916,250元
　˙已發行股數為 4,419,191,625股
　˙實際流通在外股數為 4,369,174,194股(扣除子公司持有本公司庫藏股計
　　50,017,431股)
　˙每股淨值為新台幣23.32元。
4.預計換股作業計畫:不適用
5.預計減資新股上市後之上市普通股股數:不適用
6.預計減資新股上市後之上市普通股股數占已發行普通股比率
 （減資後上市普通股股數/減資後已發行普通股股數）:不適用
7.前二項預計減資後上巿普通股股數未達6000萬股且未達25%者，請說明股權流通性偏低
  之因應措施:不適用
8.其他應敘明事項:
(1)本公司於107年3月23日取得經濟部商業司變更登記核准函。
(2)以上每股淨值系依最近一期(107年第一季)會計師核閱財務報告。"
6, 107/04/13, 11:07:47, 呂清雄, 副總經理, (02)87978588, 澄清媒體報導內容,"　第
51 款	"," 107/04/13
","
1.事實發生日:107/04/13
2.公司名稱:仁寶電腦工業股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.傳播媒體名稱:經濟日報
6.報導內容:仁寶看好本季大豐收…處分聯寶收益將入帳，每股貢獻2.26元…
7.發生緣由:關於今日媒體報導，本公司說明如下:
1.本公司依約於106年10月起即可行使聯寶股票賣回權，惟價格及時間
雙方仍在進行協商，最後結果將依循法令要求及正式管道對外說明。
2.媒體報導之預期收益，係引述市場法人預估，並非本公司所發佈，特此澄清。
8.因應措施:無
9.其他應敘明事項:無"
7, 107/04/20, 16:55:34, 呂清雄, 副總經理, (02)87978588, 代子公司仁寶光電科技(昆山)有限公司公告取得理財產品,"　第
20 款	"," 107/04/20
","
1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）:
中國農業銀行-“金鑰匙．本利豐”人民幣理財產品
2.事實發生日:107/4/20~107/4/20
3.交易數量、每單位價格及交易總金額:
交易總金額: 新台幣  523,488仟元 (人民幣  112,000仟元)
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之
關係人者，得免揭露其姓名）:
中國農業銀行;與公司關系：無
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移
轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次
移轉日期及移轉金額:
不適用
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取
得及處分日期、價格及交易當時與公司之關係:
不適用
7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權
如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權
帳面金額:
不適用
8.處分利益（或損失）（取得有價證券者不適用）（原遞延者應列表說明
認列情形）:
不適用
9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
一次性付清; 契約限制條款：無
10.本次交易之決定方式、價格決定之參考依據及決策單位:
決策單位：依公司核決權限；價格參考依據：依銀行公告之產品預期年化收益率
11.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
人民幣112,000仟元
12.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列
之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬
於母公司業主之權益之比例暨最近期財務報表中營運資金數額（註二）:
17.04%;0.514%; 營運資金:新台幣 2,476,696仟元
13.經紀人及經紀費用:
無
14.取得或處分之具體目的或用途:
短期投資
15.本次交易表示異議董事之意見:
無
16.本次交易為關係人交易:否
17.董事會通過日期:
不適用
18.監察人承認或審計委員會同意日期:
不適用
19.本次交易會計師出具非合理性意見:否
20.其他敘明事項:
無"
8, 107/04/30, 17:03:11, 呂清雄, 副總經理, (02)87978588, 知悉董事及經理人從事大陸地區之競業情形,"　第
21 款	"," 107/04/30
","
1.事實發生日:107/04/30
2.經理人或董事之名稱:宣明智、魏秋瑞
3.所擔任該大陸地區事業之公司名稱及職務:
宣明智   通化聯合膠囊有限責任公司      董事
魏秋瑞   昶寶電子科技(重慶)有限公司    董事
4.所擔任該大陸地區事業地址:
通化聯合膠囊有限責任公司:通化縣聚鑫開發區河鮮村二組
昶寶電子科技(重慶)有限公司:重慶市大足區郵亭鎮驛新大道326號(雙橋經開區)
5.所擔任該大陸地區事業營業項目:
通化聯合膠囊有限責任公司:
食品用藥用膠囊, 藥用輔料生產及銷售, 膠囊生產設備租賃及銷售
昶寶電子科技(重慶)有限公司:製造及銷售鎂合金成品
6.對本公司財務業務之影響程度:為本公司之轉投資公司或間接轉投資公司
7.經理人或董事如有對該大陸地區事業從事投資者，其投資金額及持股比例:不適用
8.公司擬採行措施:將於最近一次董事會/股東會解除經理人/董事競業禁止之限制
9.其他應敘明事項:無"
9, 107/05/09, 16:06:19, 呂清雄, 副總經理, (02)87978588, 公告本公司民國107年第一季合併財務報告,"　第
51 款	"," 107/05/09
","
1.事實發生日:107/05/09
2.公司名稱:仁寶電腦工業股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:仁寶電腦工業股份有限公司本日公告民國107年第一季合併財務報告，
說明如下：
仁寶電腦民國107年第一季合併財務報表，合併營收新台幣1,961.12億元，
合併營業淨利20.54億元，合併稅後淨利15.83億元，其中歸屬母公司之淨利
13.93億元，單季每股盈餘0.32元。
6.因應措施:無
7.其他應敘明事項:無"
